"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Oliveira A.H.M.; Chaves J.H.; Matricardi E.A.T.; Felix I.M.; Magliano M.M.; Martorano L.G.","Oliveira, Afonso Henrique Moraes (57203416701); Chaves, José Humberto (59195976600); Matricardi, Eraldo Aparecido T. (6505861466); Felix, Iara Musse (6603716962); Magliano, Mauro Mendonça (57217211307); Martorano, Lucietta Guerreiro (33667692300)","57203416701; 59195976600; 6505861466; 6603716962; 57217211307; 33667692300","Monitoring sustainable forest management plans in the Amazon: Integrating LiDAR data and PlanetScope imagery","2025","Remote Sensing Applications: Society and Environment","38","","101535","","","1","10.1016/j.rsase.2025.101535","https://www.scopus.com/pages/publications/105001862597?origin=resultslist","Postgraduate Program in Society, Nature and Development, Federal University of Western Pará-UFOPA/PPGSND, Rua Vera Paz—Salé, PA, Santarém, 68040-255, Brazil; Brazilian Forest Service —BFS, DF, Brasília, 70818-900, Brazil; Department of Forestry, University of Brasília, Campus Darcy Ribeiro, Brasília, 70.900-910, Brazil; SCCON Geospatial, São Paulo, 04602-000, Brazil; National Institute of Criminalistics, Federal Police, DF, Brasília, 70610-200, Brazil; Brazilian Agricultural Research Corporation- Embrapa Amazônia Oriental, PA, Santarém, 68143-000, Brazil","Oliveira A.H.M., Postgraduate Program in Society, Nature and Development, Federal University of Western Pará-UFOPA/PPGSND, Rua Vera Paz—Salé, PA, Santarém, 68040-255, Brazil; Chaves J.H., Brazilian Forest Service —BFS, DF, Brasília, 70818-900, Brazil; Matricardi E.A.T., Department of Forestry, University of Brasília, Campus Darcy Ribeiro, Brasília, 70.900-910, Brazil; Felix I.M., SCCON Geospatial, São Paulo, 04602-000, Brazil; Magliano M.M., National Institute of Criminalistics, Federal Police, DF, Brasília, 70610-200, Brazil; Martorano L.G., Brazilian Agricultural Research Corporation- Embrapa Amazônia Oriental, PA, Santarém, 68143-000, Brazil","A.H.M. Oliveira; Postgraduate Program in Society, Nature and Development, Federal University of Western Pará-UFOPA/PPGSND, Santarém, Rua Vera Paz—Salé, PA, 68040-255, Brazil; email: afonso.oliveira@discente.ufopa.edu.br","","Elsevier B.V.","23529385","","","","English","Remote Sens. Appl. Soc. Environ.","Article","Final","","Scopus","2-s2.0-105001862597"
"Xu S.; Yi T.; Qin Z.; Fan Q.; Yang H.; Li S.","Xu, Shengyong (7404439151); Yi, Tongzhou (59718765000); Qin, Ziyi (59547135800); Fan, Qingtao (59718903300); Yang, Honglei (59718489000); Li, Shanjun (43561629400)","7404439151; 59718765000; 59547135800; 59718903300; 59718489000; 43561629400","Three-dimensional Reconstruction and Phenotype Detection of Citrus Fruits Based on Single-view RGBD Images; [基于单视角RGBD图像的柑橘果实三维重建与表型检测方法]","2025","Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery","56","3","","80","90","5","10.6041/j.issn.1000-1298.2025.03.008","https://www.scopus.com/pages/publications/105001588560?origin=resultslist","School of Engineering, Huazhong Agricultural University, Wuhan, 430070, China; Key Laboratory of Agricultural Equipment in Mid-lower Yangtze River, Ministry of Agriculture and Rural Affairs, Wuhan, 430070, China","Xu S., School of Engineering, Huazhong Agricultural University, Wuhan, 430070, China, Key Laboratory of Agricultural Equipment in Mid-lower Yangtze River, Ministry of Agriculture and Rural Affairs, Wuhan, 430070, China; Yi T., School of Engineering, Huazhong Agricultural University, Wuhan, 430070, China, Key Laboratory of Agricultural Equipment in Mid-lower Yangtze River, Ministry of Agriculture and Rural Affairs, Wuhan, 430070, China; Qin Z., School of Engineering, Huazhong Agricultural University, Wuhan, 430070, China, Key Laboratory of Agricultural Equipment in Mid-lower Yangtze River, Ministry of Agriculture and Rural Affairs, Wuhan, 430070, China; Fan Q., School of Engineering, Huazhong Agricultural University, Wuhan, 430070, China, Key Laboratory of Agricultural Equipment in Mid-lower Yangtze River, Ministry of Agriculture and Rural Affairs, Wuhan, 430070, China; Yang H., School of Engineering, Huazhong Agricultural University, Wuhan, 430070, China, Key Laboratory of Agricultural Equipment in Mid-lower Yangtze River, Ministry of Agriculture and Rural Affairs, Wuhan, 430070, China; Li S., School of Engineering, Huazhong Agricultural University, Wuhan, 430070, China, Key Laboratory of Agricultural Equipment in Mid-lower Yangtze River, Ministry of Agriculture and Rural Affairs, Wuhan, 430070, China","","","Chinese Society of Agricultural Machinery","10001298","","NUYCA","","Chinese","Nongye Jixie Xuebao","Article","Final","","Scopus","2-s2.0-105001588560"
"Zhao J.-W.; Chen K.; Zhou R.-F.; Liu J.-F.; Chen B.; Hong Y.; Kang K.-Q.; Zhu J.-Q.","Zhao, Jing-Wen (59143595600); Chen, Ke (59557152000); Zhou, Run-Fa (59557561300); Liu, Jin-Fu (50461698500); Chen, Bo (57223281545); Hong, Yu (57214321585); Kang, Kai-Quan (60348470600); Zhu, Jian-Qin (60348985600)","59143595600; 59557152000; 59557561300; 50461698500; 57223281545; 57214321585; 60348470600; 60348985600","Optimal Carbon Stock Estimation Models in Cunninghamia lanceolata Plantations of Different Age Groups Using Auto Gluon-Tabular; [基于AutoGluon-Tabular的不同龄组杉木人工林碳储量最优估算模型研究]","2025","Forest Research","38","6","","68","79","0","10.12403/j.1001-1498.20240520","https://www.scopus.com/pages/publications/105028436901?origin=resultslist","Fujian Agriculture and Forestry University, Fujian, Fuzhou, 350002, China; Key Laboratory of Ecology and Resources Statistics in Higher Education Institutes of Fujian Province, Fujian, Fuzhou, 350002, China; Baisha State-owned Forest Farm of Minhou, Fujian, Fuzhou, 350002, China; Wuyishan National Park Research and Monitoring Center, Fujian, Nanping, 353000, China","Zhao J.-W., Fujian Agriculture and Forestry University, Fujian, Fuzhou, 350002, China, Key Laboratory of Ecology and Resources Statistics in Higher Education Institutes of Fujian Province, Fujian, Fuzhou, 350002, China; Chen K., Fujian Agriculture and Forestry University, Fujian, Fuzhou, 350002, China, Key Laboratory of Ecology and Resources Statistics in Higher Education Institutes of Fujian Province, Fujian, Fuzhou, 350002, China; Zhou R.-F., Fujian Agriculture and Forestry University, Fujian, Fuzhou, 350002, China, Key Laboratory of Ecology and Resources Statistics in Higher Education Institutes of Fujian Province, Fujian, Fuzhou, 350002, China; Liu J.-F., Fujian Agriculture and Forestry University, Fujian, Fuzhou, 350002, China, Key Laboratory of Ecology and Resources Statistics in Higher Education Institutes of Fujian Province, Fujian, Fuzhou, 350002, China; Chen B., Fujian Agriculture and Forestry University, Fujian, Fuzhou, 350002, China, Key Laboratory of Ecology and Resources Statistics in Higher Education Institutes of Fujian Province, Fujian, Fuzhou, 350002, China; Hong Y., Fujian Agriculture and Forestry University, Fujian, Fuzhou, 350002, China, Key Laboratory of Ecology and Resources Statistics in Higher Education Institutes of Fujian Province, Fujian, Fuzhou, 350002, China; Kang K.-Q., Baisha State-owned Forest Farm of Minhou, Fujian, Fuzhou, 350002, China; Zhu J.-Q., Wuyishan National Park Research and Monitoring Center, Fujian, Nanping, 353000, China","J.-F. Liu; Fujian Agriculture and Forestry University, Fuzhou, Fujian, 350002, China; email: fjljf@126.com","","Chinese Academy of Forestry","10011498","","","","Chinese","For. Res.","Article","Final","","Scopus","2-s2.0-105028436901"
"Tan S.; Zhang X.; Han L.; Huang H.; Wang H.","Tan, Shen (57193258402); Zhang, Xin (59075653600); Han, Liangxiu (24281092500); Huang, Huaguo (16063965400); Wang, Han (57188757085)","57193258402; 59075653600; 24281092500; 16063965400; 57188757085","A Novel Large Vision Foundation Model-Based Approach for Generating High-Resolution Canopy Height Maps in Plantations for Precision Forestry Management","2025","Journal of Remote Sensing (United States)","5","","0880","","","1","10.34133/remotesensing.0880","https://www.scopus.com/pages/publications/105019326865?origin=resultslist","State Key Laboratory of Efficient Production of Forest Resources, Beijing Forestry University, Beijing, 100083, China; Engineering Research Center of Carbon Sequestration of Forest and Grassland, Ministry of Education, Beijing, 10083, China; Department of Computing and Mathematics, Manchester Metropolitan University, Manchester, M1 5GD, United Kingdom; Department of Earth System Science, Ministry of Education Key Laboratory for Earth System Modelling, Institute for Global Change Studies, Tsinghua University, Beijing, 100084, China","Tan S., State Key Laboratory of Efficient Production of Forest Resources, Beijing Forestry University, Beijing, 100083, China, Engineering Research Center of Carbon Sequestration of Forest and Grassland, Ministry of Education, Beijing, 10083, China; Zhang X., Department of Computing and Mathematics, Manchester Metropolitan University, Manchester, M1 5GD, United Kingdom; Han L., Department of Computing and Mathematics, Manchester Metropolitan University, Manchester, M1 5GD, United Kingdom; Huang H., State Key Laboratory of Efficient Production of Forest Resources, Beijing Forestry University, Beijing, 100083, China; Wang H., Department of Earth System Science, Ministry of Education Key Laboratory for Earth System Modelling, Institute for Global Change Studies, Tsinghua University, Beijing, 100084, China","X. Zhang; Department of Computing and Mathematics, Manchester Metropolitan University, Manchester, M1 5GD, United Kingdom; email: X.Zhang@mmu.ac.uk; L. Han; Department of Computing and Mathematics, Manchester Metropolitan University, Manchester, M1 5GD, United Kingdom; email: L.han@mmu.ac.uk","","American Association for the Advancement of Science","20970064","","","","English","J. Remote. Sens.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105019326865"
"Qiao G.; Zhang Z.; Niu B.; Han S.; Yang E.","Qiao, Gaofei (59558344200); Zhang, Zhibin (55721720400); Niu, Bin (59730457400); Han, Sijia (59529746000); Yang, Enhui (59660910800)","59558344200; 55721720400; 59730457400; 59529746000; 59660910800","Plant stem and leaf segmentation and phenotypic parameter extraction using neural radiance fields and lightweight point cloud segmentation networks","2025","Frontiers in Plant Science","16","","1491170","","","16","10.3389/fpls.2025.1491170","https://www.scopus.com/pages/publications/105002251366?origin=resultslist","Key Laboratory of Wireless Networks and Mobile Computing, School of Computer Science, Inner Mongolia University, Hohhot, China","Qiao G., Key Laboratory of Wireless Networks and Mobile Computing, School of Computer Science, Inner Mongolia University, Hohhot, China; Zhang Z., Key Laboratory of Wireless Networks and Mobile Computing, School of Computer Science, Inner Mongolia University, Hohhot, China; Niu B., Key Laboratory of Wireless Networks and Mobile Computing, School of Computer Science, Inner Mongolia University, Hohhot, China; Han S., Key Laboratory of Wireless Networks and Mobile Computing, School of Computer Science, Inner Mongolia University, Hohhot, China; Yang E., Key Laboratory of Wireless Networks and Mobile Computing, School of Computer Science, Inner Mongolia University, Hohhot, China","Z. Zhang; Key Laboratory of Wireless Networks and Mobile Computing, School of Computer Science, Inner Mongolia University, Hohhot, China; email: cszhibin@imu.edu.cn","","Frontiers Media SA","1664462X","","","","English","Front. Plant Sci.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105002251366"
"Liu Z.; He W.; Sun S.; Huo Q.; Wang X.; Hua J.; Wang H.; Kang M.","Liu, Zhiqing (59512101000); He, Wanxing (60514734700); Sun, Shuowei (60514909300); Huo, Qirun (56517729200); Wang, Xiujuan (36182049800); Hua, Jing (57203456137); Wang, Haoyu (58608147900); Kang, Mengzhen (55460345700)","59512101000; 60514734700; 60514909300; 56517729200; 36182049800; 57203456137; 58608147900; 55460345700","Multi-View 3D Phenotyping of Leafy Rapeseed: Leaf Segmentation and Area Estimation","2025","2025 International Conference on Cyber-Physical Social Intelligence, CPSI 2025","","","","","","0","10.1109/CPSI66656.2025.11343892","https://www.scopus.com/pages/publications/105033352634?origin=resultslist","Information Engineering College, Capital Normal University, Beijing, China; Institute of Automation Chinese Academy of Sciences, State Key Laboratory of Multimodal Artificial Intelligence Systems, Beijing, China; Macau University of Science and Technology, Faculty of Innovation Engineering, Macao","Liu Z., Information Engineering College, Capital Normal University, Beijing, China, Institute of Automation Chinese Academy of Sciences, State Key Laboratory of Multimodal Artificial Intelligence Systems, Beijing, China; He W., Information Engineering College, Capital Normal University, Beijing, China, Institute of Automation Chinese Academy of Sciences, State Key Laboratory of Multimodal Artificial Intelligence Systems, Beijing, China; Sun S., Information Engineering College, Capital Normal University, Beijing, China, Institute of Automation Chinese Academy of Sciences, State Key Laboratory of Multimodal Artificial Intelligence Systems, Beijing, China; Huo Q., Information Engineering College, Capital Normal University, Beijing, China, Institute of Automation Chinese Academy of Sciences, State Key Laboratory of Multimodal Artificial Intelligence Systems, Beijing, China; Wang X., Information Engineering College, Capital Normal University, Beijing, China, Institute of Automation Chinese Academy of Sciences, State Key Laboratory of Multimodal Artificial Intelligence Systems, Beijing, China; Hua J., Information Engineering College, Capital Normal University, Beijing, China, Institute of Automation Chinese Academy of Sciences, State Key Laboratory of Multimodal Artificial Intelligence Systems, Beijing, China; Wang H., Information Engineering College, Capital Normal University, Beijing, China, Institute of Automation Chinese Academy of Sciences, State Key Laboratory of Multimodal Artificial Intelligence Systems, Beijing, China; Kang M., Institute of Automation Chinese Academy of Sciences, State Key Laboratory of Multimodal Artificial Intelligence Systems, Beijing, China, Macau University of Science and Technology, Faculty of Innovation Engineering, Macao","M. Kang; Institute of Automation Chinese Academy of Sciences, State Key Laboratory of Multimodal Artificial Intelligence Systems, Beijing, China; email: mengzhen.kang@ia.ac.cn","","Institute of Electrical and Electronics Engineers Inc.","","979-833159961-4","","","English","Int. Conf. Cyber-Phys. Soc. Intell., CPSI","Conference paper","Final","","Scopus","2-s2.0-105033352634"
"Rong J.; Zheng W.; Qi Z.; Yuan T.; Wang P.","Rong, Jiacheng (57193884472); Zheng, Wanli (59253232100); Qi, Zhongxian (58196719000); Yuan, Ting (57205195453); Wang, Pengbo (55822235400)","57193884472; 59253232100; 58196719000; 57205195453; 55822235400","RTMFusion: An enhanced dual-stream architecture algorithm fusing RGB and depth features for instance segmentation of tomato organs","2025","Measurement: Journal of the International Measurement Confederation","239","","115484","","","16","10.1016/j.measurement.2024.115484","https://www.scopus.com/pages/publications/85200820697?origin=resultslist","College of Engineering, China Agricultural University, Beijing, 100083, China; School of Mechanical and Electric Engineering, Jiangsu Provincial Key Laboratory of Advanced Robotics, Soochow University, Suzhou, 215123, China","Rong J., College of Engineering, China Agricultural University, Beijing, 100083, China; Zheng W., School of Mechanical and Electric Engineering, Jiangsu Provincial Key Laboratory of Advanced Robotics, Soochow University, Suzhou, 215123, China; Qi Z., College of Engineering, China Agricultural University, Beijing, 100083, China; Yuan T., College of Engineering, China Agricultural University, Beijing, 100083, China; Wang P., School of Mechanical and Electric Engineering, Jiangsu Provincial Key Laboratory of Advanced Robotics, Soochow University, Suzhou, 215123, China","T. Yuan; College of Engineering, China Agricultural University, Beijing, 100083, China; email: yuanting122@cau.edu.cn","","Elsevier B.V.","02632241","","MSRMD","","English","Meas J Int Meas Confed","Article","Final","","Scopus","2-s2.0-85200820697"
"Sharma H.; Sidhu H.; Bhowmik A.","Sharma, Harmandeep (56835054300); Sidhu, Harjot (55192967700); Bhowmik, Arnab (57191504389)","56835054300; 55192967700; 57191504389","Remote Sensing Using Unmanned Aerial Vehicles for Water Stress Detection: A Review Focusing on Specialty Crops","2025","Drones","9","4","241","","","48","10.3390/drones9040241","https://www.scopus.com/pages/publications/105003535829?origin=resultslist","Department of Natural Resources and Environmental Design, North Carolina Agricultural and State University, Greensboro, 27411, NC, United States","Sharma H., Department of Natural Resources and Environmental Design, North Carolina Agricultural and State University, Greensboro, 27411, NC, United States; Sidhu H., Department of Natural Resources and Environmental Design, North Carolina Agricultural and State University, Greensboro, 27411, NC, United States; Bhowmik A., Department of Natural Resources and Environmental Design, North Carolina Agricultural and State University, Greensboro, 27411, NC, United States","H. Sharma; Department of Natural Resources and Environmental Design, North Carolina Agricultural and State University, Greensboro, 27411, United States; email: hsidhu@ncat.edu","","Multidisciplinary Digital Publishing Institute (MDPI)","2504446X","","","","English","Drones","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105003535829"
"Li S.; Zhao S.; Tian Z.; Tang H.; Su Z.","Li, Shihua (57203292649); Zhao, Shunda (59342524700); Tian, Zhilin (57958670900); Tang, Hao (59342704800); Su, Zhonghua (57210111138)","57203292649; 59342524700; 57958670900; 59342704800; 57210111138","Individual Tree Segmentation Based on Region-Growing and Density-Guided Canopy 3-D Morphology Detection Using UAV LiDAR Data","2025","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","18","","","8897","8909","5","10.1109/JSTARS.2025.3546651","https://www.scopus.com/pages/publications/105002490667?origin=resultslist","University of Electronic Science and Technology of China, School of Resources and Environment, Chengdu, 611731, China; Ministry of Natural Resources, Technology Innovation Center for Southwest Land Space Ecological Restoration and Comprehensive Renovation, Chengdu, 610045, China; Xihua University, School of Computer and Software Engineering, Chengdu, 610039, China","Li S., University of Electronic Science and Technology of China, School of Resources and Environment, Chengdu, 611731, China, Ministry of Natural Resources, Technology Innovation Center for Southwest Land Space Ecological Restoration and Comprehensive Renovation, Chengdu, 610045, China; Zhao S., University of Electronic Science and Technology of China, School of Resources and Environment, Chengdu, 611731, China; Tian Z., University of Electronic Science and Technology of China, School of Resources and Environment, Chengdu, 611731, China; Tang H., University of Electronic Science and Technology of China, School of Resources and Environment, Chengdu, 611731, China; Su Z., Xihua University, School of Computer and Software Engineering, Chengdu, 610039, China","S. Li; University of Electronic Science and Technology of China, School of Resources and Environment, Chengdu, 611731, China; email: lishihua@uestc.edu.cn","","Institute of Electrical and Electronics Engineers Inc.","19391404","","","","English","IEEE J. Sel. Top. Appl. Earth Obs. Remote Sens.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105002490667"
"Hua C.; Zou X.; Jiang Y.; Yu J.; Chen Y.","Hua, Chunjian (14822336600); Zou, Xintong (57566921300); Jiang, Yi (56367337200); Yu, Jianfeng (55547111458); Chen, Ying (55985403200)","14822336600; 57566921300; 56367337200; 55547111458; 55985403200","RGB-D visual saliency detection of stacked fruits under poor lighting","2025","International Journal of Agricultural and Biological Engineering","18","1","","230","237","3","10.25165/j.ijabe.20251801.8057","https://www.scopus.com/pages/publications/105000181466?origin=resultslist","School of Mechanical Engineering, Jiangnan University, Jiangsu, Wuxi, 214122, China; Jiangsu Key Laboratory of Advanced Food Manufacturing Equipment & Technology, Jiangnan University, Jiangsu, Wuxi, 214122, China; School of Internet of Things Engineer, Jiangnan University, Jiangsu, Wuxi, 214122, China","Hua C., School of Mechanical Engineering, Jiangnan University, Jiangsu, Wuxi, 214122, China, Jiangsu Key Laboratory of Advanced Food Manufacturing Equipment & Technology, Jiangnan University, Jiangsu, Wuxi, 214122, China; Zou X., School of Mechanical Engineering, Jiangnan University, Jiangsu, Wuxi, 214122, China, Jiangsu Key Laboratory of Advanced Food Manufacturing Equipment & Technology, Jiangnan University, Jiangsu, Wuxi, 214122, China; Jiang Y., School of Mechanical Engineering, Jiangnan University, Jiangsu, Wuxi, 214122, China, Jiangsu Key Laboratory of Advanced Food Manufacturing Equipment & Technology, Jiangnan University, Jiangsu, Wuxi, 214122, China; Yu J., School of Mechanical Engineering, Jiangnan University, Jiangsu, Wuxi, 214122, China, Jiangsu Key Laboratory of Advanced Food Manufacturing Equipment & Technology, Jiangnan University, Jiangsu, Wuxi, 214122, China; Chen Y., School of Internet of Things Engineer, Jiangnan University, Jiangsu, Wuxi, 214122, China","C. Hua; School of Mechanical Engineering, Jiangnan University, Wuxi, Jiangsu, 214122, China; email: 277795559@qq.com","","Chinese Society of Agricultural Engineering","19346344","","","","English","Int. J. Agric. Biol. Eng.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105000181466"
"Ding W.; Huang R.; Yao W.; Zhang W.; Heurich M.; Tong X.","Ding, Wenhui (59512727200); Huang, Rong (57213925208); Yao, Wei (55420675800); Zhang, Wuming (55576725800); Heurich, Marco (23568273000); Tong, Xiaohua (55500134600)","59512727200; 57213925208; 55420675800; 55576725800; 23568273000; 55500134600","A simple oriented search and clustering method for extracting individual forest trees from ALS point clouds","2025","Ecological Informatics","86","","102978","","","6","10.1016/j.ecoinf.2024.102978","https://www.scopus.com/pages/publications/85214887953?origin=resultslist","College of Surveying and Geoinformatics, Tongji University, Shanghai, China; Department of Land Surveying and Geo-Informatics, The Hong Kong Polytechnic University, Hung Hom, Hong Kong; School of Geospatial Engineering and Science, Sun Yat-sen University, Zhuhai, China; Department for National Park Monitoring and Animal Management, Nationalpark Bayerischer Wald, Grafenau, Germany; Faculty of Environment and Natural Resources, University of Freiburg, Freiburg, Germany; Department of Forestry and Wildlife Management, Inland Norway University of Applied Sciences, Koppang, Norway","Ding W., College of Surveying and Geoinformatics, Tongji University, Shanghai, China; Huang R., College of Surveying and Geoinformatics, Tongji University, Shanghai, China; Yao W., Department of Land Surveying and Geo-Informatics, The Hong Kong Polytechnic University, Hung Hom, Hong Kong; Zhang W., School of Geospatial Engineering and Science, Sun Yat-sen University, Zhuhai, China; Heurich M., Department for National Park Monitoring and Animal Management, Nationalpark Bayerischer Wald, Grafenau, Germany, Faculty of Environment and Natural Resources, University of Freiburg, Freiburg, Germany, Department of Forestry and Wildlife Management, Inland Norway University of Applied Sciences, Koppang, Norway; Tong X., College of Surveying and Geoinformatics, Tongji University, Shanghai, China","R. Huang; College of Surveying and Geoinformatics, Tongji University, Shanghai, China; email: rong_huang@tongji.edu.cn","","Elsevier B.V.","15749541","","","","English","Ecol. Informatics","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85214887953"
"Jiang L.; Li C.; Fu L.","Jiang, Lizhi (57880909800); Li, Changying (57203273426); Fu, Longsheng (37114082400)","57880909800; 57203273426; 37114082400","Apple tree architectural trait phenotyping with organ-level instance segmentation from point cloud","2025","Computers and Electronics in Agriculture","229","","109708","","","33","10.1016/j.compag.2024.109708","https://www.scopus.com/pages/publications/85210977283?origin=resultslist","College of Mechanical and Electronic Engineering, Northwest A&F University, Shaanxi, Yangling, 712100, China; Bio-Sensing, Automation, and Intelligence Laboratory, Department of Agricultural and Biological Engineering, University of Florida, Gainesville, FL, United States","Jiang L., College of Mechanical and Electronic Engineering, Northwest A&F University, Shaanxi, Yangling, 712100, China, Bio-Sensing, Automation, and Intelligence Laboratory, Department of Agricultural and Biological Engineering, University of Florida, Gainesville, FL, United States; Li C., Bio-Sensing, Automation, and Intelligence Laboratory, Department of Agricultural and Biological Engineering, University of Florida, Gainesville, FL, United States; Fu L., College of Mechanical and Electronic Engineering, Northwest A&F University, Shaanxi, Yangling, 712100, China","C. Li; Bio-Sensing, Automation, and Intelligence Laboratory, Department of Agricultural and Biological Engineering, University of Florida, Gainesville, United States; email: cli2@ufl.edu","","Elsevier B.V.","01681699","","CEAGE","","English","Comput. Electron. Agric.","Article","Final","","Scopus","2-s2.0-85210977283"
"Zhao Z.; Yin C.; Guo Z.; Zhang J.; Chen Q.; Gu Z.","Zhao, Zhipeng (59654114300); Yin, Chengkai (58363960600); Guo, Ziliang (58452905300); Zhang, Jian (57951530500); Chen, Qing (55875174500); Gu, Ziyuan (59654921800)","59654114300; 58363960600; 58452905300; 57951530500; 55875174500; 59654921800","Research on Apple Recognition and Localization Method Based on Deep Learning","2025","Agronomy","15","2","413","","","4","10.3390/agronomy15020413","https://www.scopus.com/pages/publications/85218872542?origin=resultslist","College of Mechanical and Electronic Engineering, Nanjing Forestry University, Nanjing, 210037, China; Co-Innovation Center of Efficient Processing and Utilization of Forest Resources, Nanjing Forestry University, Nanjing, 210037, China","Zhao Z., College of Mechanical and Electronic Engineering, Nanjing Forestry University, Nanjing, 210037, China; Yin C., College of Mechanical and Electronic Engineering, Nanjing Forestry University, Nanjing, 210037, China; Guo Z., College of Mechanical and Electronic Engineering, Nanjing Forestry University, Nanjing, 210037, China; Zhang J., College of Mechanical and Electronic Engineering, Nanjing Forestry University, Nanjing, 210037, China; Chen Q., College of Mechanical and Electronic Engineering, Nanjing Forestry University, Nanjing, 210037, China, Co-Innovation Center of Efficient Processing and Utilization of Forest Resources, Nanjing Forestry University, Nanjing, 210037, China; Gu Z., College of Mechanical and Electronic Engineering, Nanjing Forestry University, Nanjing, 210037, China","Q. Chen; College of Mechanical and Electronic Engineering, Nanjing Forestry University, Nanjing, 210037, China; email: qchen@njfu.edu.cn","","Multidisciplinary Digital Publishing Institute (MDPI)","20734395","","","","English","Agronomy","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85218872542"
"Song H.; Wen W.; Wu S.; Guo X.","Song, Hongli (57764247800); Wen, Weiliang (35115675300); Wu, Sheng (55552429400); Guo, Xinyu (7404331653)","57764247800; 35115675300; 55552429400; 7404331653","Comprehensive review on 3D point cloud segmentation in plants","2025","Artificial Intelligence in Agriculture","15","2","","296","315","33","10.1016/j.aiia.2025.01.006","https://www.scopus.com/pages/publications/105001068171?origin=resultslist","Information Technology Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, 100097, China; Beijing Key Lab of Digital Plant, National Engineering Research Center for Information Technology in Agriculture, Beijing, 100097, China; College of Information Engineering, Northwest A&F University, Yangling, 712100, China","Song H., Information Technology Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, 100097, China, Beijing Key Lab of Digital Plant, National Engineering Research Center for Information Technology in Agriculture, Beijing, 100097, China, College of Information Engineering, Northwest A&F University, Yangling, 712100, China; Wen W., Information Technology Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, 100097, China, Beijing Key Lab of Digital Plant, National Engineering Research Center for Information Technology in Agriculture, Beijing, 100097, China; Wu S., Information Technology Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, 100097, China, Beijing Key Lab of Digital Plant, National Engineering Research Center for Information Technology in Agriculture, Beijing, 100097, China; Guo X., Information Technology Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, 100097, China, Beijing Key Lab of Digital Plant, National Engineering Research Center for Information Technology in Agriculture, Beijing, 100097, China","W. Wen; Information Technology Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, 100097, China; email: wlwen37@163.com","","KeAi Communications Co.","25897217","","","","English","Artif. Intell. Agric.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105001068171"
"Jarahizadeh S.; Salehi B.","Jarahizadeh, Sina (57742483100); Salehi, Bahram (36610817400)","57742483100; 36610817400","Advancing tree detection in forest environments: A deep learning object detector approach with UAV LiDAR data","2025","Urban Forestry and Urban Greening","105","","128695","","","22","10.1016/j.ufug.2025.128695","https://www.scopus.com/pages/publications/85216535593?origin=resultslist","State University of New York College of Environmental Science and Forestry (SUNY ESF) Department of Environmental Resources Engineering, 1 Forestry Dr., Syracuse, 13210, NY, United States","Jarahizadeh S., State University of New York College of Environmental Science and Forestry (SUNY ESF) Department of Environmental Resources Engineering, 1 Forestry Dr., Syracuse, 13210, NY, United States; Salehi B., State University of New York College of Environmental Science and Forestry (SUNY ESF) Department of Environmental Resources Engineering, 1 Forestry Dr., Syracuse, 13210, NY, United States","S. Jarahizadeh; State University of New York College of Environmental Science and Forestry (SUNY ESF) Department of Environmental Resources Engineering, Syracuse, 1 Forestry Dr., 13210, United States; email: sjarahizadeh@esf.edu","","Elsevier GmbH","16188667","","","","English","Urban For. Urban Greening","Article","Final","","Scopus","2-s2.0-85216535593"
