"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Zheng J.; Ye Z.; Wen Y.; Huang J.; Zhang Z.; Li Q.; Hu Q.; Xu B.; Zhao L.; Fu H.","Zheng, Juepeng (58630253200); Ye, Zi (60139344600); Wen, Yibin (58847878000); Huang, Jianxi (8206714700); Zhang, Zhiwei (58930383700); Li, Qingmei (57221385262); Hu, Qiong (56661609200); Xu, Baodong (56091969800); Zhao, Lingyuan (60139813600); Fu, Haohuan (8713118400)","58630253200; 60139344600; 58847878000; 8206714700; 58930383700; 57221385262; 56661609200; 56091969800; 60139813600; 8713118400","A Comprehensive Review of Agricultural Parcel and Boundary Delineation From Remote Sensing Images Recent progress and future perspectives","2026","IEEE Geoscience and Remote Sensing Magazine","14","3","","206","237","6","10.1109/MGRS.2026.3658493","https://www.scopus.com/pages/publications/105030254143?origin=resultslist","School of Artificial Intelligence, Sun Yat-sen University, Zhuhai, 519082, China; National Supercomputing Center in Shenzhen, Shenzhen, China; Faculty of Geosciences and Engineering, Southwest Jiaotong University, Chengdu, 611756, China; College of Land Science and Technology, China Agricultural University, Beijing, China; Key Laboratory of Remote Sensing for Agri-Hazards, Ministry of Agriculture and Rural Affairs, Beijing, China; Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, 518055, China; College of Urban and Environmental Sciences, Central China Normal University, Wuhan, 430079, China; Macro Agriculture Research Institute, College of Resources and Environment, Huazhong Agricultural University, Wuhan, 430070, China; Huan-tian Wisdom Technology, Meishan, 620500, China; Ministry of Education Key Laboratory for Earth System Modeling, Department of Earth System Science, Tsinghua University, Beijing, China; National Supercomputing Center in Shenzhen, Shenzhen, China","Zheng J., School of Artificial Intelligence, Sun Yat-sen University, Zhuhai, 519082, China, National Supercomputing Center in Shenzhen, Shenzhen, China; Ye Z., School of Artificial Intelligence, Sun Yat-sen University, Zhuhai, 519082, China; Wen Y., School of Artificial Intelligence, Sun Yat-sen University, Zhuhai, 519082, China; Huang J., Faculty of Geosciences and Engineering, Southwest Jiaotong University, Chengdu, 611756, China, College of Land Science and Technology, China Agricultural University, Beijing, China, Key Laboratory of Remote Sensing for Agri-Hazards, Ministry of Agriculture and Rural Affairs, Beijing, China; Zhang Z., School of Artificial Intelligence, Sun Yat-sen University, Zhuhai, 519082, China; Li Q., Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, 518055, China; Hu Q., College of Urban and Environmental Sciences, Central China Normal University, Wuhan, 430079, China; Xu B., Macro Agriculture Research Institute, College of Resources and Environment, Huazhong Agricultural University, Wuhan, 430070, China; Zhao L., Huan-tian Wisdom Technology, Meishan, 620500, China; Fu H., Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, 518055, China, Ministry of Education Key Laboratory for Earth System Modeling, Department of Earth System Science, Tsinghua University, Beijing, China, National Supercomputing Center in Shenzhen, Shenzhen, China","J. Huang; Faculty of Geosciences and Engineering, Southwest Jiaotong University, Chengdu, 611756, China; email: jxhuang@cau.edu.cn; Q. Li; Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, 518055, China; email: qingmeili1997@gmail.com","","Institute of Electrical and Electronics Engineers Inc.","24732397","","","","English","IEEE Geosci. Remote Sens. Mag.","Review","Final","","Scopus","2-s2.0-105030254143"
"Khaliq A.; Ashar B.; Amreen; Khan S.U.; Junaid M.; Ruggieri-Guthrie A.; Davoudabadi M.J.; Taseen S.; Ranta M.; Kiwan M.; Ahmed N.; Akhter H.A.R.","Khaliq, Asif (57189379593); Ashar, Bushra (60328800300); Amreen (57475117800); Khan, Safi Ullah (60104104600); Junaid, Muhammad (59914451000); Ruggieri-Guthrie, Angus (60573932700); Davoudabadi, Mohammad Javad (57195835252); Taseen, Shafaq (57225902022); Ranta, Maryam (60574095700); Kiwan, Mezhgan (59312077200); Ahmed, Nazeer (60150436700); Akhter, Haji Abdul Rehman (60139951000)","57189379593; 60328800300; 57475117800; 60104104600; 59914451000; 60573932700; 57195835252; 57225902022; 60574095700; 59312077200; 60150436700; 60139951000","Tracking the Trends and Projection of Pediatric Malnutrition Towards Global Nutrition Targets by 2030—A Secondary Data Analysis of Low Middle-Income Countries","2026","Nutrients ","18","7","1160","","","0","10.3390/nu18071160","https://www.scopus.com/pages/publications/105035543683?origin=resultslist","School of Public Health and Social Work, Queensland University of Technology, Brisbane, 4059, Australia; Waikato District Health Board, Health New Zealand–Te Whatu Ora, Hamilton, 3204, New Zealand; Department of Surgery, Dow University of Health Sciences (DUHS), Karachi, 74200, Pakistan; Department of Psychology, University of Karachi, Karachi, 75270, Pakistan; Medical and Dental College, Bahria University, Karachi, 75260, Pakistan; Department of Medicine, Lady Reading Hospital, Peshawar, 25000, Pakistan; School of Public Health, University of Queensland, Brisbane, 4072, Australia; School of Mathematical Sciences, Queensland University of Technology, Brisbane, 4000, Australia; Department of Paediatrics and Child Health, Division of Woman and Child Health, Aga Khan University, Karachi, 74800, Pakistan; Department of Medicine, Karachi Medical and Dental College, Karachi, 74700, Pakistan; Department of Medicine, Gomal Medical College, Dera Ismail Khan, 29050, Pakistan; Department of Medicines, CMH Multan Institute of Medical Sciences, Multan, 60000, Pakistan","Khaliq A., School of Public Health and Social Work, Queensland University of Technology, Brisbane, 4059, Australia, Waikato District Health Board, Health New Zealand–Te Whatu Ora, Hamilton, 3204, New Zealand; Ashar B., Department of Surgery, Dow University of Health Sciences (DUHS), Karachi, 74200, Pakistan; Amreen, Department of Psychology, University of Karachi, Karachi, 75270, Pakistan; Khan S.U., Medical and Dental College, Bahria University, Karachi, 75260, Pakistan; Junaid M., Department of Medicine, Lady Reading Hospital, Peshawar, 25000, Pakistan; Ruggieri-Guthrie A., School of Public Health, University of Queensland, Brisbane, 4072, Australia; Davoudabadi M.J., School of Mathematical Sciences, Queensland University of Technology, Brisbane, 4000, Australia; Taseen S., Department of Paediatrics and Child Health, Division of Woman and Child Health, Aga Khan University, Karachi, 74800, Pakistan; Ranta M., Department of Medicine, Karachi Medical and Dental College, Karachi, 74700, Pakistan; Kiwan M., Department of Medicine, Gomal Medical College, Dera Ismail Khan, 29050, Pakistan; Ahmed N., Department of Medicine, Karachi Medical and Dental College, Karachi, 74700, Pakistan; Akhter H.A.R., Department of Medicines, CMH Multan Institute of Medical Sciences, Multan, 60000, Pakistan","A. Khaliq; School of Public Health and Social Work, Queensland University of Technology, Brisbane, 4059, Australia; email: asif.khaliq@hdr.qut.edu.au","","Multidisciplinary Digital Publishing Institute (MDPI)","20726643","","","41978210","English","Nutrients","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105035543683"
"Zhang R.; Wang Q.; Zhang Y.; Bai Q.","Zhang, Rui (57188664325); Wang, Qian (57221578013); Zhang, Yanjun (57294984900); Bai, Qiaofeng (57223998754)","57188664325; 57221578013; 57294984900; 57223998754","Three-dimensional positioning of the picking points for daylilies based on multi-task segmentation and adaptive compression; [基于多任务分割与自适应压缩的黄花菜采摘点三维定位]","2026","Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","42","4","","66","77","0","10.11975/j.issn.1002-6819.202507222","https://www.scopus.com/pages/publications/105043079180?origin=resultslist","School of Computer Science and Technology, Taiyuan University of Science and Technology, Taiyuan, 030024, China; School of Mechanical Engineering, Taiyuan University of Science and Technology, Taiyuan, 030024, China","Zhang R., School of Computer Science and Technology, Taiyuan University of Science and Technology, Taiyuan, 030024, China; Wang Q., School of Computer Science and Technology, Taiyuan University of Science and Technology, Taiyuan, 030024, China; Zhang Y., School of Mechanical Engineering, Taiyuan University of Science and Technology, Taiyuan, 030024, China; Bai Q., School of Mechanical Engineering, Taiyuan University of Science and Technology, Taiyuan, 030024, China","","","Chinese Society of Agricultural Engineering","10026819","","NGOXE","","Chinese","Nongye Gongcheng Xuebao","Article","Final","","Scopus","2-s2.0-105043079180"
"Lipreri M.V.; Totaro M.T.; Raimondi I.; Cortini M.; Baldini N.; Avnet S.","Lipreri, Maria Veronica (57214878060); Totaro, Marilina Tamara (59487266700); Raimondi, Ilaria (60216975300); Cortini, Margherita (22233778000); Baldini, Nicola (7006625138); Avnet, Sofia (6507975142)","57214878060; 59487266700; 60216975300; 22233778000; 7006625138; 6507975142","A customizable micropatterned platform for osteosarcoma spheroid generation, imaging, and drug screening","2025","Biomaterials Advances","177","","214419","","","2","10.1016/j.bioadv.2025.214419","https://www.scopus.com/pages/publications/105010904820?origin=resultslist","Biomedical Science, Technologies, and Nanobiotechnology Lab, IRCCS Istituto Ortopedico Rizzoli, Bologna, 40136, Italy; Department of Biomedical and Neuromotor Sciences, University of Bologna, Bologna, 40138, Italy","Lipreri M.V., Biomedical Science, Technologies, and Nanobiotechnology Lab, IRCCS Istituto Ortopedico Rizzoli, Bologna, 40136, Italy; Totaro M.T., Department of Biomedical and Neuromotor Sciences, University of Bologna, Bologna, 40138, Italy; Raimondi I., Biomedical Science, Technologies, and Nanobiotechnology Lab, IRCCS Istituto Ortopedico Rizzoli, Bologna, 40136, Italy; Cortini M., Department of Biomedical and Neuromotor Sciences, University of Bologna, Bologna, 40138, Italy; Baldini N., Biomedical Science, Technologies, and Nanobiotechnology Lab, IRCCS Istituto Ortopedico Rizzoli, Bologna, 40136, Italy, Department of Biomedical and Neuromotor Sciences, University of Bologna, Bologna, 40138, Italy; Avnet S., Department of Biomedical and Neuromotor Sciences, University of Bologna, Bologna, 40138, Italy","S. Avnet; Department of Biomedical and Neuromotor Sciences, University of Bologna, Bologna, Italy; email: sofia.avnet3@unibo.it","","Elsevier Ltd","27729508","","","40695170","English","Biomater. Adv.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105010904820"
"Zhang K.; Liu Y.; Li X.; Luo B.; Lv X.; Dai Z.; Cheng L.; Dai B.; Li X.; Zhang F.; Liu L.; Wang X.; Wu Z.; Yang Y.; Chen L.","Zhang, Kuanyan (60251224400); Liu, Yujie (58748375500); Li, Xueqing (60399788700); Luo, Bowen (59932052700); Lv, Xuan (59768259800); Dai, Zhen (59668687200); Cheng, Leyi (60250813500); Dai, Baobao (59472213900); Li, Xinran (60228590300); Zhang, Fugui (56703908100); Liu, Lu (57209926120); Wang, Xiaole (57209312970); Wu, Zhenchao (57195593451); Yang, Yang (56611356900); Chen, Liqing (55739194500)","60251224400; 58748375500; 60399788700; 59932052700; 59768259800; 59668687200; 60250813500; 59472213900; 60228590300; 56703908100; 57209926120; 57209312970; 57195593451; 56611356900; 55739194500","Rapeseed seedling counting and geospatial localization system integrating visual tracking and real-time kinematic positioning","2026","Industrial Crops and Products","239","","122540","","","1","10.1016/j.indcrop.2025.122540","https://www.scopus.com/pages/publications/105025415160?origin=resultslist","School of Engineering, Anhui Agricultural University, Anhui, Hefei, 230036, China; School of Innovation and Entrepreneurship, Southern University of Science and Technology, Shenzhen, 518055, China; School of Agriculture, Anhui Agricultural University, Anhui, Hefei, 230036, China; Anhui Agricultural University New Countryside Development Research Institute Wandong Comprehensive Test Station, Anhui, Chuzhou, 239400, China","Zhang K., School of Engineering, Anhui Agricultural University, Anhui, Hefei, 230036, China; Liu Y., School of Innovation and Entrepreneurship, Southern University of Science and Technology, Shenzhen, 518055, China; Li X., School of Engineering, Anhui Agricultural University, Anhui, Hefei, 230036, China; Luo B., School of Engineering, Anhui Agricultural University, Anhui, Hefei, 230036, China; Lv X., School of Engineering, Anhui Agricultural University, Anhui, Hefei, 230036, China; Dai Z., School of Engineering, Anhui Agricultural University, Anhui, Hefei, 230036, China; Cheng L., School of Engineering, Anhui Agricultural University, Anhui, Hefei, 230036, China; Dai B., School of Engineering, Anhui Agricultural University, Anhui, Hefei, 230036, China; Li X., School of Engineering, Anhui Agricultural University, Anhui, Hefei, 230036, China; Zhang F., School of Agriculture, Anhui Agricultural University, Anhui, Hefei, 230036, China; Liu L., School of Engineering, Anhui Agricultural University, Anhui, Hefei, 230036, China, Anhui Agricultural University New Countryside Development Research Institute Wandong Comprehensive Test Station, Anhui, Chuzhou, 239400, China; Wang X., School of Engineering, Anhui Agricultural University, Anhui, Hefei, 230036, China; Wu Z., School of Engineering, Anhui Agricultural University, Anhui, Hefei, 230036, China; Yang Y., School of Engineering, Anhui Agricultural University, Anhui, Hefei, 230036, China; Chen L., School of Engineering, Anhui Agricultural University, Anhui, Hefei, 230036, China","Z. Wu; School of Engineering, Anhui Agricultural University, Hefei, Anhui, 230036, China; email: wuzhenchao@ahau.edu.cn","","Elsevier B.V.","09266690","","ICRDE","","English","Ind. Crops Prod.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105025415160"
"Alamleh H.; Cantelli-Forti A.","Alamleh, Hosam (57216312390); Cantelli-Forti, Alessandro (57215329510)","57216312390; 57215329510","Defending against BLE-based covert channels in crowdsourced location networks","2026","Computers and Security","164","","104835","","","1","10.1016/j.cose.2026.104835","https://www.scopus.com/pages/publications/105029047226?origin=resultslist","Department of Computer Science, University of North Carolina Wilmington, 601 S College Rd, Wilmington, NC 28403, United States; RaSS National Laboratory, CNIT, Galleria Gerace 14, Pisa, 56124, Italy","Alamleh H., Department of Computer Science, University of North Carolina Wilmington, 601 S College Rd, Wilmington, NC 28403, United States; Cantelli-Forti A., RaSS National Laboratory, CNIT, Galleria Gerace 14, Pisa, 56124, Italy","H. Alamleh; email: alamlehh@uncw.edu","","Elsevier Ltd","01674048","","CPSED","","English","Comput Secur","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105029047226"
"Tan X.; Wei R.; Zhang Q.; Qi D.; Miao D.; Zhao C.","Tan, Xuan (59133082800); Wei, Ruijian (60207388200); Zhang, Qixian (57210640472); Qi, Ding (57417452100); Miao, Duoqian (7006323434); Zhao, Cairong (7403564629)","59133082800; 60207388200; 57210640472; 57417452100; 7006323434; 7403564629","Mask-Guided Asymmetric Contrastive and Semantic Alignment for Unsupervised Person Re-Identification","2026","IEEE Transactions on Image Processing","35","","","7521","7534","0","10.1109/TIP.2026.3708045","https://www.scopus.com/pages/publications/105044044420?origin=resultslist","Tongji University, School of Computer Science and Technology, Shanghai, 201804, China; Fuzhou University, College of Computer and Data Science, Fuzhou, 350108, China","Tan X., Tongji University, School of Computer Science and Technology, Shanghai, 201804, China; Wei R., Tongji University, School of Computer Science and Technology, Shanghai, 201804, China; Zhang Q., Tongji University, School of Computer Science and Technology, Shanghai, 201804, China; Qi D., Tongji University, School of Computer Science and Technology, Shanghai, 201804, China; Miao D., Tongji University, School of Computer Science and Technology, Shanghai, 201804, China; Zhao C., Tongji University, School of Computer Science and Technology, Shanghai, 201804, China, Fuzhou University, College of Computer and Data Science, Fuzhou, 350108, China","C. Zhao; Tongji University, School of Computer Science and Technology, Shanghai, 201804, China; email: zhaocairong@tongji.edu.cn","","Institute of Electrical and Electronics Engineers Inc.","10577149","","IIPRE","42397992","English","IEEE Trans Image Process","Article","Final","","Scopus","2-s2.0-105044044420"
"Yang H.; Han S.; Kim M.; Kim G.","Yang, Hongseok (59704107900); Han, Sanghyug (59703315800); Kim, Mindong (59703315900); Kim, Gibum (57223933510)","59704107900; 59703315800; 59703315900; 57223933510","Samsung tracking tag application forensics in criminal investigations","2025","Forensic Science International: Digital Investigation","52","","301875","","","0","10.1016/j.fsidi.2025.301875","https://www.scopus.com/pages/publications/105000621537?origin=resultslist","Dept. of Forensic Sciences, Sungkyunkwan University, 25-2 Sungkyunkwan-Ro, Jongno-Gu, Seoul, 03063, South Korea","Yang H., Dept. of Forensic Sciences, Sungkyunkwan University, 25-2 Sungkyunkwan-Ro, Jongno-Gu, Seoul, 03063, South Korea; Han S., Dept. of Forensic Sciences, Sungkyunkwan University, 25-2 Sungkyunkwan-Ro, Jongno-Gu, Seoul, 03063, South Korea; Kim M., Dept. of Forensic Sciences, Sungkyunkwan University, 25-2 Sungkyunkwan-Ro, Jongno-Gu, Seoul, 03063, South Korea; Kim G., Dept. of Forensic Sciences, Sungkyunkwan University, 25-2 Sungkyunkwan-Ro, Jongno-Gu, Seoul, 03063, South Korea","G. Kim; Dept. of Forensic Sciences, Sungkyunkwan University, Seoul, 25-2 Sungkyunkwan-Ro, Jongno-Gu, 03063, South Korea; email: freekgb02@gmail.com","","Elsevier Ltd","26662825","","","","English","For. Sci. Int: Dig. Investigation","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105000621537"
"Pragadeswaran S.; Chandrasekaran G.; Ragupathi N.; Ramyavarshini A.; Sankar Maharajan G.; Vishva T.","Pragadeswaran, S. (57730942600); Chandrasekaran, Gokul (57212827650); Ragupathi, N. (59932039700); Ramyavarshini, A. (60057956000); Sankar Maharajan, G. (60058418900); Vishva, T. (60057485000)","57730942600; 57212827650; 59932039700; 60057956000; 60058418900; 60057485000","IoT based Smart Digital Platform for Farmers","2025","Proceedings of 7th International Conference on Inventive Material Science and Applications, ICIMA 2025","","","","763","768","2","10.1109/ICIMA64861.2025.11074044","https://www.scopus.com/pages/publications/105013838780?origin=resultslist","Karpagam Institute of Technology, Department of Electronics and Communication Engineering, Coimbatore, India","Pragadeswaran S., Karpagam Institute of Technology, Department of Electronics and Communication Engineering, Coimbatore, India; Chandrasekaran G., Karpagam Institute of Technology, Department of Electronics and Communication Engineering, Coimbatore, India; Ragupathi N., Karpagam Institute of Technology, Department of Electronics and Communication Engineering, Coimbatore, India; Ramyavarshini A., Karpagam Institute of Technology, Department of Electronics and Communication Engineering, Coimbatore, India; Sankar Maharajan G., Karpagam Institute of Technology, Department of Electronics and Communication Engineering, Coimbatore, India; Vishva T., Karpagam Institute of Technology, Department of Electronics and Communication Engineering, Coimbatore, India","S. Pragadeswaran; Karpagam Institute of Technology, Department of Electronics and Communication Engineering, Coimbatore, India; email: praga1994@gmail.com","","Institute of Electrical and Electronics Engineers Inc.","","979-833152151-6","","","English","Proc. Int. Conf. Inventive Mater. Sci. Appl., ICIMA","Conference paper","Final","","Scopus","2-s2.0-105013838780"
"","","","17th International Conference on Agents and Artificial Intelligence, ICAART 2025","2025","International Conference on Agents and Artificial Intelligence","1","","","","","0","","https://www.scopus.com/pages/publications/105001700137?origin=resultslist","","","","Rocha A.P.; Steels L.; van den Herik H.J.","Science and Technology Publications, Lda","21843589","","","","English","Int. Conf. Agent. Artif. Intell.","Conference review","Final","","Scopus","2-s2.0-105001700137"
"Pham Ngoc H.; Nguyen Van D.; Vu Tien D.; Le-Hong P.","Pham Ngoc, Hai (59906225400); Nguyen Van, De (60694396300); Vu Tien, Dung (59778155400); Le-Hong, Phuong (55203653900)","59906225400; 60694396300; 59778155400; 55203653900","ThyroidEffi 1.0: a cost-effective system for high-performance multi-class thyroid carcinoma classification","2026","Neural Computing and Applications","38","12","513","","","0","10.1007/s00521-026-12196-8","https://www.scopus.com/pages/publications/105041944890?origin=resultslist","Faculty of Mathematics, Mechanics and Informatics, VNU University of Science, 334 Nguyen Trai, Ha Noi, Thanh Xuan, Viet Nam; Department of Pathology (C2-E), 108 Military Central Hospital, 1 Tran Hung Dao, Ha Noi, Hai Ba Trung, Viet Nam","Pham Ngoc H., Faculty of Mathematics, Mechanics and Informatics, VNU University of Science, 334 Nguyen Trai, Ha Noi, Thanh Xuan, Viet Nam; Nguyen Van D., Department of Pathology (C2-E), 108 Military Central Hospital, 1 Tran Hung Dao, Ha Noi, Hai Ba Trung, Viet Nam; Vu Tien D., Faculty of Mathematics, Mechanics and Informatics, VNU University of Science, 334 Nguyen Trai, Ha Noi, Thanh Xuan, Viet Nam; Le-Hong P., Faculty of Mathematics, Mechanics and Informatics, VNU University of Science, 334 Nguyen Trai, Ha Noi, Thanh Xuan, Viet Nam","P. Le-Hong; Faculty of Mathematics, Mechanics and Informatics, VNU University of Science, Thanh Xuan, 334 Nguyen Trai, Ha Noi, Viet Nam; email: phuonglh@vnu.edu.vn","","Springer Science and Business Media Deutschland GmbH","09410643","","","","English","Neural Comput. Appl.","Article","Final","","Scopus","2-s2.0-105041944890"
"Sharmila K.S.; Narayana Murty Y.; Nagarajan S.; Sridevi K.; Santhosh K.N.S.K.; Ramesh Chandra K.","Sharmila, K Soni (58092723600); Narayana Murty, Y. (60136957700); Nagarajan, S. (58951206400); Sridevi, K. (59173637000); Santhosh, K.N.S.K. (59008318000); Ramesh Chandra, K. (57423656900)","58092723600; 60136957700; 58951206400; 59173637000; 59008318000; 57423656900","A Cloud-Enabled Smart Marketplace for Fresh Produce using MERN Stack","2025","Proceedings of 5th International Conference on Soft Computing for Security Applications, ICSCSA 2025","","","","1024","1029","0","10.1109/ICSCSA66339.2025.11170716","https://www.scopus.com/pages/publications/105018459632?origin=resultslist","Shri Vishnu Engineering College for Women, Department of Cse, Bhimavaram, India; Bvc Engineering College, Department of Ece, Odalarevu, India; Srkr Engineering College, Department of It, Bhimavaram, India; Aditya University, Department of Csm, Surampalem, India; Vishnu Institute of Technology, Department of Ece, Bhimavaram, India","Sharmila K.S., Shri Vishnu Engineering College for Women, Department of Cse, Bhimavaram, India; Narayana Murty Y., Bvc Engineering College, Department of Ece, Odalarevu, India; Nagarajan S., Shri Vishnu Engineering College for Women, Department of Cse, Bhimavaram, India; Sridevi K., Srkr Engineering College, Department of It, Bhimavaram, India; Santhosh K.N.S.K., Aditya University, Department of Csm, Surampalem, India; Ramesh Chandra K., Vishnu Institute of Technology, Department of Ece, Bhimavaram, India","K.S. Sharmila; Shri Vishnu Engineering College for Women, Department of Cse, Bhimavaram, India; email: kssharmilacse@svecw.edu.in","","Institute of Electrical and Electronics Engineers Inc.","","979-833159491-6","","","English","Proc. Int. Conf. Soft Comput. Secur. Appl., ICSCSA","Conference paper","Final","","Scopus","2-s2.0-105018459632"
"Viciriuc I.-M.; Darmedru L.; Fleisch A.; Gatti J.-L.; Herz A.; Lombaert E.; Martin J.; Ris N.; Seehausen M.L.; Rossi Stacconi M.V.; Vercken E.; Warot S.; Borowiec N.; Chabrerie O.","Viciriuc, Ionela-Madalina (57223630361); Darmedru, Lea (60253210500); Fleisch, Alexandre (57193065099); Gatti, Jean-Luc (13309571100); Herz, Annette (7102827669); Lombaert, Eric (15044955700); Martin, Jakob (58551293500); Ris, Nicolas (8754207600); Seehausen, M. Lukas (54883929200); Rossi Stacconi, Marco Valerio (26433814400); Vercken, Elodie (24367532800); Warot, Sylvie (17342961700); Borowiec, Nicolas (23982172900); Chabrerie, Olivier (22956896800)","57223630361; 60253210500; 57193065099; 13309571100; 7102827669; 15044955700; 58551293500; 8754207600; 54883929200; 26433814400; 24367532800; 17342961700; 23982172900; 22956896800","State of the spread of the exotic parasitoid wasp Leptopilina japonica tracking the route of its invasive host fly Drosophila suzukii in France","2026","Agricultural and Forest Entomology","28","2","","182","200","2","10.1111/afe.70025","https://www.scopus.com/pages/publications/105025680493?origin=resultslist","INRAE, UMR 1355 Institut Sophia Agrobiotech (ISA), Sophia Antipolis, France; FREDON Grand Est, Sélestat, France; Julius Kühn Institute, Institute for Biological Control, Dossenheim, Germany; CABI, Delémont, Switzerland; Research and Innovation Centre, Fondazione Edmund Mach, San Michele all'Adige, Italy; EDYSAN, UMR 7058 CNRS, Université de Picardie Jules Verne, Amiens, France","Viciriuc I.-M., INRAE, UMR 1355 Institut Sophia Agrobiotech (ISA), Sophia Antipolis, France; Darmedru L., INRAE, UMR 1355 Institut Sophia Agrobiotech (ISA), Sophia Antipolis, France; Fleisch A., FREDON Grand Est, Sélestat, France; Gatti J.-L., INRAE, UMR 1355 Institut Sophia Agrobiotech (ISA), Sophia Antipolis, France; Herz A., Julius Kühn Institute, Institute for Biological Control, Dossenheim, Germany; Lombaert E., INRAE, UMR 1355 Institut Sophia Agrobiotech (ISA), Sophia Antipolis, France; Martin J., Julius Kühn Institute, Institute for Biological Control, Dossenheim, Germany; Ris N., INRAE, UMR 1355 Institut Sophia Agrobiotech (ISA), Sophia Antipolis, France; Seehausen M.L., CABI, Delémont, Switzerland; Rossi Stacconi M.V., Research and Innovation Centre, Fondazione Edmund Mach, San Michele all'Adige, Italy; Vercken E., INRAE, UMR 1355 Institut Sophia Agrobiotech (ISA), Sophia Antipolis, France; Warot S., INRAE, UMR 1355 Institut Sophia Agrobiotech (ISA), Sophia Antipolis, France; Borowiec N., INRAE, UMR 1355 Institut Sophia Agrobiotech (ISA), Sophia Antipolis, France; Chabrerie O., EDYSAN, UMR 7058 CNRS, Université de Picardie Jules Verne, Amiens, France","N. Borowiec; INRAE, UMR 1355 Institut Sophia Agrobiotech (ISA), Sophia Antipolis, 400 route des chappes, BP167, 06903, France; email: nicolas.borowiec@inrae.fr","","John Wiley and Sons Inc","14619555","","AFEGB","","English","Agric. For. Entomol.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105025680493"
"Cingöz K.","Cingöz, Kısmet (60605323200)","60605323200","Evaluation of Selection Criteria for Third-Party Logistics Service Providers in Fruit Agricultural Products in Turkey Using Fuzzy DEMATEL","2026","MAS Journal of Applied Sciences","11","1","","148","167","0","10.5281/zenodo.19106761","https://www.scopus.com/pages/publications/105037210657?origin=resultslist","Tarsus University, Faculty of Applied Sciences, Department of International Trade and Logistics, Mersin, Turkey","Cingöz K., Tarsus University, Faculty of Applied Sciences, Department of International Trade and Logistics, Mersin, Turkey","K. Cingöz; Tarsus University, Faculty of Applied Sciences, Department of International Trade and Logistics, Mersin, Turkey; email: kismetcingoz@tarsus.edu.tr","","Institute of Economic Development and Social Researches","27575675","","","","English","MAS J. Appl. Sci.","Article","Final","","Scopus","2-s2.0-105037210657"
"Rosalin S.; Raharjo K.; Nayati Utami H.; Prasetya A.","Rosalin, Sovia (60085220800); Raharjo, Kusdi (57202264543); Nayati Utami, Hamidah (59475590100); Prasetya, Arik (57220197939)","60085220800; 57202264543; 59475590100; 57220197939","Mapping the Intellectual Core of Technology Adoption in Digital Startups: A Bibliometric Analysis via Bibliographic Coupling and Co-Word Networks","2025","International Journal of Environment, Engineering and Education","7","3","","168","181","4","10.55151/ijeedu.v7i3.355","https://www.scopus.com/pages/publications/105025685705?origin=resultslist","Department of Administrative Science, University of Brawijaya, East Java, Malang, 65145, Indonesia","Rosalin S., Department of Administrative Science, University of Brawijaya, East Java, Malang, 65145, Indonesia; Raharjo K., Department of Administrative Science, University of Brawijaya, East Java, Malang, 65145, Indonesia; Nayati Utami H., Department of Administrative Science, University of Brawijaya, East Java, Malang, 65145, Indonesia; Prasetya A., Department of Administrative Science, University of Brawijaya, East Java, Malang, 65145, Indonesia","S. Rosalin; Department of Administrative Science, University of Brawijaya, Malang, East Java, 65145, Indonesia; email: soviavokasi@ub.ac.id","","Three E Science Institute","26568039","","","","English","Int. J. Environ. Eng. Educ.","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105025685705"
