"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Ling Q.; Kai C.; Zelong W.; Wenyuan Z.","Ling, Qin (58123969100); Kai, Cui (60169064100); Zelong, Wen (60693552400); Wenyuan, Zhang (13103572000)","58123969100; 60169064100; 60693552400; 13103572000","MG-YOLO: A Lightweight Deep Learning Model for Detecting Blueberry Fruits at Different Maturities","2026","IEEE Access","14","","","86394","86410","0","10.1109/ACCESS.2026.3700655","https://www.scopus.com/pages/publications/105041948070?origin=resultslist","Guangxi Vocational and Technical College, School of Artificial Intelligence, Nanning, 530226, China; Xiamen University, Jiujiang Research Institute, Xiamen, 361005, China; Zhengzhou University, School of Mechanical and Power Engineering, Zhengzhou, 450001, China","Ling Q., Guangxi Vocational and Technical College, School of Artificial Intelligence, Nanning, 530226, China, Xiamen University, Jiujiang Research Institute, Xiamen, 361005, China; Kai C., Zhengzhou University, School of Mechanical and Power Engineering, Zhengzhou, 450001, China; Zelong W., Guangxi Vocational and Technical College, School of Artificial Intelligence, Nanning, 530226, China; Wenyuan Z., Guangxi Vocational and Technical College, School of Artificial Intelligence, Nanning, 530226, China","Q. Ling; Guangxi Vocational and Technical College, School of Artificial Intelligence, Nanning, 530226, China; email: tsinling@xmu.edu.cn","","Institute of Electrical and Electronics Engineers Inc.","21693536","","","","English","IEEE Access","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105041948070"
"Zheng X.; Mao S.; Wang H.; Liu C.; Zhang Y.; Xue L.","Zheng, Xianzhe (8250075600); Mao, Shuo (60727195800); Wang, Haoran (57147738800); Liu, Chenghai (60604937500); Zhang, Yuhan (57216207089); Xue, Liangliang (57315721400)","8250075600; 60727195800; 57147738800; 60604937500; 57216207089; 57315721400","Detecting the maturity of Lonicera caerulea berries in the field using improved YOLOv11s; [基于改进 YOLOv11s 算法的田间蓝靛果成熟度检测方法]","2026","Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","42","7","","403","413","0","10.11975/j.issn.1002-6819.202510077","https://www.scopus.com/pages/publications/105043975877?origin=resultslist","College of Engineering, Northeast Agricultural University, Harbin, 150030, China","Zheng X., College of Engineering, Northeast Agricultural University, Harbin, 150030, China; Mao S., College of Engineering, Northeast Agricultural University, Harbin, 150030, China; Wang H., College of Engineering, Northeast Agricultural University, Harbin, 150030, China; Liu C., College of Engineering, Northeast Agricultural University, Harbin, 150030, China; Zhang Y., College of Engineering, Northeast Agricultural University, Harbin, 150030, China; Xue L., College of Engineering, Northeast Agricultural University, Harbin, 150030, China","","","Chinese Society of Agricultural Engineering","10026819","","NGOXE","","Chinese","Nongye Gongcheng Xuebao","Article","Final","","Scopus","2-s2.0-105043975877"
"Tong J.; Zhang L.; Tian J.; Yu Q.; Lang C.","Tong, Juntao (59651747100); Zhang, Liyang (59693600600); Tian, Jinghong (35590804500); Yu, Qianlong (60025057200); Lang, Chengri (60024264600)","59651747100; 59693600600; 35590804500; 60025057200; 60024264600","ToT-Net: A generalized and real-time crop disease detection framework via task-level meta-learning and lightweight multi-scale transformer","2025","Smart Agricultural Technology","12","","101249","","","9","10.1016/j.atech.2025.101249","https://www.scopus.com/pages/publications/105012303299?origin=resultslist","College of Engineering, Zhejiang Normal University, Zhejiang, Jinhua, 321004, China; College of Computer Science and Technology, Zhejiang Normal University, Jinhua, 321000, China; Key Laboratory of Urban Rail Transit Intelligent Operation and Maintenance Technology and Equipment of Zhejiang Province, Jinhua, 321000, China","Tong J., College of Engineering, Zhejiang Normal University, Zhejiang, Jinhua, 321004, China; Zhang L., College of Computer Science and Technology, Zhejiang Normal University, Jinhua, 321000, China; Tian J., College of Engineering, Zhejiang Normal University, Zhejiang, Jinhua, 321004, China, Key Laboratory of Urban Rail Transit Intelligent Operation and Maintenance Technology and Equipment of Zhejiang Province, Jinhua, 321000, China; Yu Q., College of Engineering, Zhejiang Normal University, Zhejiang, Jinhua, 321004, China; Lang C., College of Computer Science and Technology, Zhejiang Normal University, Jinhua, 321000, China","J. Tian; College of Engineering, Zhejiang Normal University, Jinhua, Zhejiang, 321004, China; email: tianjh@zjnu.edu.cn","","Elsevier B.V.","27723755","","","","English","Smart Agric. Technol.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105012303299"
"Chowdhuri S.; Banerjee S.; Mondal T.; Som S.; Debnath S.","Chowdhuri, Swati (57197115321); Banerjee, Sriparna (57201944567); Mondal, Tiyasha (60529852600); Som, Sayan (60529994500); Debnath, Shuvankar (60529852700)","57197115321; 57201944567; 60529852600; 60529994500; 60529852700","Comparative performance of next-Gen YOLO models for leaf health classification in ornamental species","2026","BIO Web of Conferences","228","","01001","","","1","10.1051/bioconf/202622801001","https://www.scopus.com/pages/publications/105033641840?origin=resultslist","Department of EEE, Institute of Engineering & Management, University of Engineering and Management, Kolkata, India; Department of ETCE, Jadavpur University, Kolkata, India","Chowdhuri S., Department of EEE, Institute of Engineering & Management, University of Engineering and Management, Kolkata, India; Banerjee S., Department of ETCE, Jadavpur University, Kolkata, India; Mondal T., Department of EEE, Institute of Engineering & Management, University of Engineering and Management, Kolkata, India; Som S., Department of EEE, Institute of Engineering & Management, University of Engineering and Management, Kolkata, India; Debnath S., Department of EEE, Institute of Engineering & Management, University of Engineering and Management, Kolkata, India","S. Chowdhuri; Department of EEE, Institute of Engineering & Management, University of Engineering and Management, Kolkata, India; email: Swati.chowdhuri@iem.edu.in","Lahiri D.; Mukherjee S.; Atanase L.","EDP Sciences","22731709","","","","English","BIO. Web. Conf.","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105033641840"
"Rady M.; Elsayed M.; Mohamed A.; El-Sappagh S.; Abuhmed T.","Rady, Mohamed (60021503900); Elsayed, Mohamed (60171068800); Mohamed, Aser (60529703000); El-Sappagh, Shaker (60431764900); Abuhmed, Tamer (27067512200)","60021503900; 60171068800; 60529703000; 60431764900; 27067512200","Towards Reliable and Interpretable Wheat Disease Diagnosis: Unified Framework Incorporating Vision Transformer and Advanced Object Detection","2026","Proceedings of the 2026 20th International Conference on Ubiquitous Information Management and Communication, IMCOM 2026","","","","","","0","10.1109/IMCOM69009.2026.11360837","https://www.scopus.com/pages/publications/105033732210?origin=resultslist","Galala University, Faculty of Computer Science and Engineering, Suez, Egypt; College of Computing and Informatics, Sungkyunkwan University, Suwon, South Korea","Rady M., Galala University, Faculty of Computer Science and Engineering, Suez, Egypt; Elsayed M., Galala University, Faculty of Computer Science and Engineering, Suez, Egypt; Mohamed A., Galala University, Faculty of Computer Science and Engineering, Suez, Egypt; El-Sappagh S., Galala University, Faculty of Computer Science and Engineering, Suez, Egypt; Abuhmed T., College of Computing and Informatics, Sungkyunkwan University, Suwon, South Korea","","Lee S.; Choo H.; Ismail R.","Institute of Electrical and Electronics Engineers Inc.","","979-833159017-8","","","English","Proc. Int. Conf. Ubiquitous Inf. Manag. Commun., IMCOM","Conference paper","Final","","Scopus","2-s2.0-105033732210"
"Mazumdar B.D.; Gupta P.K.; Sharma S.; Singh G.","Mazumdar, Bireshwar Dass (35071686100); Gupta, Prashant K. (57194214206); Sharma, Shallu (57211020254); Singh, Gurlal (60559732500)","35071686100; 57194214206; 57211020254; 60559732500","Comparative Performance Analysis of Various Generative Adversarial Network (GANs) for Rice Disease Dataset","2026","2026 International Conference on Frontiers of Engineering and Emerging Technologies, FET 2026","","","","","","0","10.1109/FET68771.2026.11601481","https://www.scopus.com/pages/publications/105046132169?origin=resultslist","Bennett University, School of Computer Science & Engineering Technology, Plot Nos 8-11, TechZone II, Uttar Pradesh, Greater Noida, 201310, India","Mazumdar B.D., Bennett University, School of Computer Science & Engineering Technology, Plot Nos 8-11, TechZone II, Uttar Pradesh, Greater Noida, 201310, India; Gupta P.K., Bennett University, School of Computer Science & Engineering Technology, Plot Nos 8-11, TechZone II, Uttar Pradesh, Greater Noida, 201310, India; Sharma S., Bennett University, School of Computer Science & Engineering Technology, Plot Nos 8-11, TechZone II, Uttar Pradesh, Greater Noida, 201310, India; Singh G., Bennett University, School of Computer Science & Engineering Technology, Plot Nos 8-11, TechZone II, Uttar Pradesh, Greater Noida, 201310, India","B.D. Mazumdar; Bennett University, School of Computer Science & Engineering Technology, Greater Noida, Plot Nos 8-11, TechZone II, Uttar Pradesh, 201310, India; email: bireshwardm@gmail.com","","Institute of Electrical and Electronics Engineers Inc.","","979-831951886-6","","","English","Int. Conf. Front. Eng. Emerg. Technol., FET","Conference paper","Final","","Scopus","2-s2.0-105046132169"
"Li Y.; Li X.; Fu R.; Cheng Z.; Yu J.; Wang X.; Sun H.","Li, Ye (57221625618); Li, Xiaofang (57221754349); Fu, Rui (57226145394); Cheng, Zhenqi (59692815300); Yu, Jianchun (60122788300); Wang, Xuewei (57218519124); Sun, Hao (58109406900)","57221625618; 57221754349; 57226145394; 59692815300; 60122788300; 57218519124; 58109406900","EDDet: efficient deep-fusion and dynamic optimization for small target detection in eggplant diseases","2025","BMC Plant Biology","25","1","1261","","","1","10.1186/s12870-025-07268-1","https://www.scopus.com/pages/publications/105017594415?origin=resultslist","Shandong Facility Horticulture Bioengineering Research Center, Weifang University of Science and Technology, Weifang, 262700, China","Li Y., Shandong Facility Horticulture Bioengineering Research Center, Weifang University of Science and Technology, Weifang, 262700, China; Li X., Shandong Facility Horticulture Bioengineering Research Center, Weifang University of Science and Technology, Weifang, 262700, China; Fu R., Shandong Facility Horticulture Bioengineering Research Center, Weifang University of Science and Technology, Weifang, 262700, China; Cheng Z., Shandong Facility Horticulture Bioengineering Research Center, Weifang University of Science and Technology, Weifang, 262700, China; Yu J., Shandong Facility Horticulture Bioengineering Research Center, Weifang University of Science and Technology, Weifang, 262700, China; Wang X., Shandong Facility Horticulture Bioengineering Research Center, Weifang University of Science and Technology, Weifang, 262700, China; Sun H., Shandong Facility Horticulture Bioengineering Research Center, Weifang University of Science and Technology, Weifang, 262700, China","X. Wang; Shandong Facility Horticulture Bioengineering Research Center, Weifang University of Science and Technology, Weifang, 262700, China; email: wangxuewei@wfust.edu.cn; H. Sun; Shandong Facility Horticulture Bioengineering Research Center, Weifang University of Science and Technology, Weifang, 262700, China; email: sunhao@wfust.edu.cn","","BioMed Central Ltd","14712229","","","41029480","English","BMC Plant Biol.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105017594415"
"Shah N.B.; Selarka R.; Patil M.; Gupta A.; Sahu S.; Kumar A.","Shah, Nasim Banu (57208102469); Selarka, Rahul (60586074300); Patil, Mayur (60586192900); Gupta, Ashutosh (59046520000); Sahu, Shivam (60586074400); Kumar, Alok (58538730200)","57208102469; 60586074300; 60586192900; 59046520000; 60586074400; 58538730200","Optimizing Object Detection Models for Precision Agriculture in Boosting Plant Disease Identification","2026","Advances in Science and Technology","","","","446","454","0","10.1201/9781003774679-72","https://www.scopus.com/pages/publications/105035971050?origin=resultslist","Research Scholar in Department of Faculty of Computing and Informatics, Sir Padampat Singhania University, Rajasthan, Udaipur, India; K.J. Somaiya Institute of Technology, Mumbai, Sion, India","Shah N.B., K.J. Somaiya Institute of Technology, Mumbai, Sion, India; Selarka R., K.J. Somaiya Institute of Technology, Mumbai, Sion, India; Patil M., K.J. Somaiya Institute of Technology, Mumbai, Sion, India; Gupta A., K.J. Somaiya Institute of Technology, Mumbai, Sion, India; Sahu S., K.J. Somaiya Institute of Technology, Mumbai, Sion, India; Kumar A., Research Scholar in Department of Faculty of Computing and Informatics, Sir Padampat Singhania University, Rajasthan, Udaipur, India","","","CRC Press","","978-104091517-2; 978-104091524-0","","","English","Advances in Science and Technology","Book chapter","Final","","Scopus","2-s2.0-105035971050"
"Guo S.; Yang N.; Pang S.","Guo, Shutao (60578991200); Yang, Ning (60579937000); Pang, Shanchen (56257339200)","60578991200; 60579937000; 56257339200","A Multi-Scale Dense Perception and Scale-Adaptive Approach for Blueberry Ripeness Detection","2026","Foods","15","7","1161","","","0","10.3390/foods15071161","https://www.scopus.com/pages/publications/105041694784?origin=resultslist","Qingdao Institute of Software, College of Computer Science and Technology, China University of Petroleum (East China), Qingdao, 266580, China; State Key Laboratory of Chemical Safety, Qingdao, 266580, China; Shandong Key Laboratory of Intelligent Oil & Gas Industrial Software, Qingdao, 266580, China","Guo S., Qingdao Institute of Software, College of Computer Science and Technology, China University of Petroleum (East China), Qingdao, 266580, China, State Key Laboratory of Chemical Safety, Qingdao, 266580, China, Shandong Key Laboratory of Intelligent Oil & Gas Industrial Software, Qingdao, 266580, China; Yang N., Qingdao Institute of Software, College of Computer Science and Technology, China University of Petroleum (East China), Qingdao, 266580, China, State Key Laboratory of Chemical Safety, Qingdao, 266580, China, Shandong Key Laboratory of Intelligent Oil & Gas Industrial Software, Qingdao, 266580, China; Pang S., Qingdao Institute of Software, College of Computer Science and Technology, China University of Petroleum (East China), Qingdao, 266580, China, State Key Laboratory of Chemical Safety, Qingdao, 266580, China, Shandong Key Laboratory of Intelligent Oil & Gas Industrial Software, Qingdao, 266580, China","S. Pang; Qingdao Institute of Software, College of Computer Science and Technology, China University of Petroleum (East China), Qingdao, 266580, China; email: pangsc@upc.edu.cn","","Multidisciplinary Digital Publishing Institute (MDPI)","23048158","","","","English","Foods","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105041694784"
"Elakkiya E.; Manickam M.","Elakkiya, E. (59951846200); Manickam, M. (57212030451)","59951846200; 57212030451","Optimization assisted hybrid Yolo-ILSTM architecture with image feature set for rice disease detection","2026","Cluster Computing","29","7","411","","","0","10.1007/s10586-026-06070-4","https://www.scopus.com/pages/publications/105043083191?origin=resultslist","Department of Networking and Communications, SRM institute of science and technology, Tamilnadu, Kattankulathur, 603203, India","Elakkiya E., Department of Networking and Communications, SRM institute of science and technology, Tamilnadu, Kattankulathur, 603203, India; Manickam M., Department of Networking and Communications, SRM institute of science and technology, Tamilnadu, Kattankulathur, 603203, India","M. Manickam; Department of Networking and Communications, SRM institute of science and technology, Kattankulathur, Tamilnadu, 603203, India; email: manickam@srmist.edu.in","","Springer","13867857","","","","English","Cluster Comput.","Article","Final","","Scopus","2-s2.0-105043083191"
"Lei M.; Huang Y.; Zhang L.; Chen S.; Guo T.; Wang M.; Wang X.","Lei, Miansen (60232474700); Huang, Yongqiang (60233085500); Zhang, Libin (60645631200); Chen, Sihua (60645631300); Guo, Tianfa (58514351100); Wang, Ming (60645155100); Wang, Xinjian (57208555703)","60232474700; 60233085500; 60645631200; 60645631300; 58514351100; 60645155100; 57208555703","Influence of graft compatibility on fruit quality and mineral nutrient profile in ‘Dinosaur Egg’ (Prunus domestica × P. armeniaca ‘Konglongdan’)","2026","Frontiers in Plant Science","17","","1802338","","","0","10.3389/fpls.2026.1802338","https://www.scopus.com/pages/publications/105039837707?origin=resultslist","College of Horticulture and Forestry, Tarim University, Alar, China; National and Local Joint Engineering Laboratory of High Efficiency and Superior-Quality Cultivation and Fruit Deep Processing Technology of Characteristic Fruit Trees in Southern Xinjiang, Alar, China; Xinjiang Academy of Forestry, Urumqi, China","Lei M., College of Horticulture and Forestry, Tarim University, Alar, China, National and Local Joint Engineering Laboratory of High Efficiency and Superior-Quality Cultivation and Fruit Deep Processing Technology of Characteristic Fruit Trees in Southern Xinjiang, Alar, China; Huang Y., College of Horticulture and Forestry, Tarim University, Alar, China, National and Local Joint Engineering Laboratory of High Efficiency and Superior-Quality Cultivation and Fruit Deep Processing Technology of Characteristic Fruit Trees in Southern Xinjiang, Alar, China; Zhang L., College of Horticulture and Forestry, Tarim University, Alar, China, National and Local Joint Engineering Laboratory of High Efficiency and Superior-Quality Cultivation and Fruit Deep Processing Technology of Characteristic Fruit Trees in Southern Xinjiang, Alar, China; Chen S., College of Horticulture and Forestry, Tarim University, Alar, China, National and Local Joint Engineering Laboratory of High Efficiency and Superior-Quality Cultivation and Fruit Deep Processing Technology of Characteristic Fruit Trees in Southern Xinjiang, Alar, China; Guo T., College of Horticulture and Forestry, Tarim University, Alar, China, National and Local Joint Engineering Laboratory of High Efficiency and Superior-Quality Cultivation and Fruit Deep Processing Technology of Characteristic Fruit Trees in Southern Xinjiang, Alar, China; Wang M., Xinjiang Academy of Forestry, Urumqi, China; Wang X., College of Horticulture and Forestry, Tarim University, Alar, China, National and Local Joint Engineering Laboratory of High Efficiency and Superior-Quality Cultivation and Fruit Deep Processing Technology of Characteristic Fruit Trees in Southern Xinjiang, Alar, China","X. Wang; College of Horticulture and Forestry, Tarim University, Alar, China; email: wxjzky@163.com","","Frontiers Media SA","1664462X","","","","English","Front. Plant Sci.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105039837707"
"Ngoc T.T.T.; Do T.T.; Bui D.K.; Nguyen V.T.","Ngoc, Thien Thanh Tran (60162357100); Do, Thanh Tien (60190569000); Bui, Duc Kien (60162469600); Nguyen, Van Tinh (57225703826)","60162357100; 60190569000; 60162469600; 57225703826","High-Precision Tomato Segmentation Using Lightweight Convolutional Architectures","2026","Lecture Notes on Data Engineering and Communications Technologies","281","","","87","96","0","10.1007/978-3-032-13102-7_8","https://www.scopus.com/pages/publications/105036168005?origin=resultslist","International School, Hanoi, Viet Nam; Faculty of Information Technology, Vietnam National University of Agriculture, Hanoi, Viet Nam","Ngoc T.T.T., International School, Hanoi, Viet Nam, Faculty of Information Technology, Vietnam National University of Agriculture, Hanoi, Viet Nam; Do T.T., International School, Hanoi, Viet Nam, Faculty of Information Technology, Vietnam National University of Agriculture, Hanoi, Viet Nam; Bui D.K., International School, Hanoi, Viet Nam, Faculty of Information Technology, Vietnam National University of Agriculture, Hanoi, Viet Nam; Nguyen V.T., International School, Hanoi, Viet Nam, Faculty of Information Technology, Vietnam National University of Agriculture, Hanoi, Viet Nam","T.T. Do; International School, Hanoi, Viet Nam; email: thanhdo@vnuis.edu.vn","","Springer Science and Business Media Deutschland GmbH","23674512","","","","English","Lecture. Notes. Data Eng. Commun. Tech.","Book chapter","Final","","Scopus","2-s2.0-105036168005"
"Sumathi M.; Sheeba I.R.; Shyni I.D.; Charan E.; Muthiah M.A.","Sumathi, M. (19934576600); Sheeba, I. Rexiline (56584752200); Shyni, I. Domilin (59537869900); Charan, Eddala (60704144400); Muthiah, M.A. (55756943000)","19934576600; 56584752200; 59537869900; 60704144400; 55756943000","A Study on Paddy Disease Detection using YOLOv5 Object Detection Model","2026","Proceedings of the 6th International Conference on Pervasive Computing and Social Networking, ICPCSN 2026","","","","939","944","0","10.1109/ICPCSN68523.2026.11543917","https://www.scopus.com/pages/publications/105042531251?origin=resultslist","Sathyabama Institute Of Science And Technology, Dept. Of Electronics And Communication Engineering, Chennai, India","Sumathi M., Sathyabama Institute Of Science And Technology, Dept. Of Electronics And Communication Engineering, Chennai, India; Sheeba I.R., Sathyabama Institute Of Science And Technology, Dept. Of Electronics And Communication Engineering, Chennai, India; Shyni I.D., Sathyabama Institute Of Science And Technology, Dept. Of Electronics And Communication Engineering, Chennai, India; Charan E., Sathyabama Institute Of Science And Technology, Dept. Of Electronics And Communication Engineering, Chennai, India; Muthiah M.A., Sathyabama Institute Of Science And Technology, Dept. Of Electronics And Communication Engineering, Chennai, India","M. Sumathi; Sathyabama Institute Of Science And Technology, Dept. Of Electronics And Communication Engineering, Chennai, India; email: sumathi.ece@sathyabama.ac.in","","Institute of Electrical and Electronics Engineers Inc.","","979-833157236-5","","","English","Proc. Int. Conf. Pervasive Comput. Soc. Netw., ICPCSN","Conference paper","Final","","Scopus","2-s2.0-105042531251"
"Ahsen R.; Di Bitonto P.; Magarelli M.; Romano D.; Novielli P.; Tangaro S.","Ahsen, Rameez (57208666741); Di Bitonto, Pierpaolo (24472566600); Magarelli, Michele (58764191600); Romano, Donato (58174292500); Novielli, Pierfrancesco (58172791300); Tangaro, Sabina (8712490600)","57208666741; 24472566600; 58764191600; 58174292500; 58172791300; 8712490600","Deep Learning for Tomato Ripeness Detection: A YOLO-Based Approach","2026","Lecture Notes in Computer Science","16170 LNCS","","","505","512","0","10.1007/978-3-032-11381-8_42","https://www.scopus.com/pages/publications/105028385802?origin=resultslist","Dipartimento di Scienze del Suolo, della Pianta e degli Alimenti, Università degli Studi di Bari Aldo Moro Bari, Bari, Italy","Ahsen R., Dipartimento di Scienze del Suolo, della Pianta e degli Alimenti, Università degli Studi di Bari Aldo Moro Bari, Bari, Italy; Di Bitonto P., Dipartimento di Scienze del Suolo, della Pianta e degli Alimenti, Università degli Studi di Bari Aldo Moro Bari, Bari, Italy; Magarelli M., Dipartimento di Scienze del Suolo, della Pianta e degli Alimenti, Università degli Studi di Bari Aldo Moro Bari, Bari, Italy; Romano D., Dipartimento di Scienze del Suolo, della Pianta e degli Alimenti, Università degli Studi di Bari Aldo Moro Bari, Bari, Italy; Novielli P., Dipartimento di Scienze del Suolo, della Pianta e degli Alimenti, Università degli Studi di Bari Aldo Moro Bari, Bari, Italy; Tangaro S., Dipartimento di Scienze del Suolo, della Pianta e degli Alimenti, Università degli Studi di Bari Aldo Moro Bari, Bari, Italy","S. Tangaro; Dipartimento di Scienze del Suolo, della Pianta e degli Alimenti, Università degli Studi di Bari Aldo Moro Bari, Bari, Italy; email: sabina.tangaro@uniba.it","Rodolà E.; Galasso F.; Masi I.","Springer Science and Business Media Deutschland GmbH","03029743","978-303211380-1","","","English","Lect. Notes Comput. Sci.","Conference paper","Final","","Scopus","2-s2.0-105028385802"
"Zhang T.; Lu Y.; Li C.; Hong R.; Su H.; Yang C.; Yang N.; Zhang H.; Wen C.","Zhang, Tian (57568291600); Lu, Yanfeng (55561592200); Li, Chenshuang (59490027200); Hong, Rundong (59488540300); Su, Hengqiang (36810924800); Yang, Ce (8297096200); Yang, Ning (56450000400); Zhang, Haiying (60011462100); Wen, Changji (54792355900)","57568291600; 55561592200; 59490027200; 59488540300; 36810924800; 8297096200; 56450000400; 60011462100; 54792355900","A unified multi-task model for leaf disease region detection and segmentation","2025","Engineering Applications of Artificial Intelligence","160","","111853","","","2","10.1016/j.engappai.2025.111853","https://www.scopus.com/pages/publications/105011529753?origin=resultslist","College of Information and Technology, Jilin Agricultural University, Jilin Province, Changchun, 130118, China; State Key Laboratory of Multimodal Artificial Intelligence Systems, Institute of Automation, Chinese Academy of Science (CASIA), Beijing, 100190, China; Key Laboratory of Modern Agricultural Equipment and Technology (Jiangsu University), Ministry of Education, Jiangsu, Zhenjiang, 212013, China; College of Food, Agricultural and Natural Resource Sciences, University of Minnesota, Twin Cities, 55455, MN, United States","Zhang T., College of Information and Technology, Jilin Agricultural University, Jilin Province, Changchun, 130118, China, State Key Laboratory of Multimodal Artificial Intelligence Systems, Institute of Automation, Chinese Academy of Science (CASIA), Beijing, 100190, China; Lu Y., State Key Laboratory of Multimodal Artificial Intelligence Systems, Institute of Automation, Chinese Academy of Science (CASIA), Beijing, 100190, China; Li C., College of Information and Technology, Jilin Agricultural University, Jilin Province, Changchun, 130118, China; Hong R., College of Information and Technology, Jilin Agricultural University, Jilin Province, Changchun, 130118, China; Su H., College of Information and Technology, Jilin Agricultural University, Jilin Province, Changchun, 130118, China; Yang C., College of Food, Agricultural and Natural Resource Sciences, University of Minnesota, Twin Cities, 55455, MN, United States; Yang N., Key Laboratory of Modern Agricultural Equipment and Technology (Jiangsu University), Ministry of Education, Jiangsu, Zhenjiang, 212013, China; Zhang H., College of Information and Technology, Jilin Agricultural University, Jilin Province, Changchun, 130118, China; Wen C., College of Information and Technology, Jilin Agricultural University, Jilin Province, Changchun, 130118, China, Key Laboratory of Modern Agricultural Equipment and Technology (Jiangsu University), Ministry of Education, Jiangsu, Zhenjiang, 212013, China","C. Wen; College of Information and Technology, Jilin Agricultural University, Changchun, Jilin Province, 130118, China; email: changjiw@jlau.edu.cn","","Elsevier Ltd","09521976","","EAAIE","","English","Eng Appl Artif Intell","Article","Final","","Scopus","2-s2.0-105011529753"
"Dong Q.; Wang F.; Tang M.; Wu W.","Dong, Qin (57796271600); Wang, Fei (60235606600); Tang, Mingping (60235756100); Wu, Wei (60234827600)","57796271600; 60235606600; 60235756100; 60234827600","RSA-YOLO: an improved YOLOv8-based model for tomato leaf disease detection","2026","Signal, Image and Video Processing","20","2","77","","","4","10.1007/s11760-026-05125-8","https://www.scopus.com/pages/publications/105029160323?origin=resultslist","School of Information Engineering, Yancheng Institute of Technology, Yancheng, 224000, China; Kesheng Group Co., Ltd., Jiangsu Province, China","Dong Q., School of Information Engineering, Yancheng Institute of Technology, Yancheng, 224000, China; Wang F., School of Information Engineering, Yancheng Institute of Technology, Yancheng, 224000, China; Tang M., School of Information Engineering, Yancheng Institute of Technology, Yancheng, 224000, China; Wu W., Kesheng Group Co., Ltd., Jiangsu Province, China","Q. Dong; School of Information Engineering, Yancheng Institute of Technology, Yancheng, 224000, China; email: dongqin@ycit.edu.cn","","Springer Science and Business Media Deutschland GmbH","18631703","","","","English","Signal Image Video Process.","Article","Final","","Scopus","2-s2.0-105029160323"
"Li P.; Zhou J.; Sun H.; Li P.; Chen X.","Li, Pan (55541549700); Zhou, Jitao (59676430300); Sun, Huihui (55887001900); Li, Penglin (60350391200); Chen, Xi (60350532100)","55541549700; 59676430300; 55887001900; 60350391200; 60350532100","GBDR-Net: A YOLOv10-Derived Lightweight Model with Multi-Scale Feature Fusion for Accurate, Real-Time Detection of Grape Berry Diseases","2026","Horticulturae","12","1","38","","","0","10.3390/horticulturae12010038","https://www.scopus.com/pages/publications/105028501302?origin=resultslist","School of Emergency Equipment, North China Institute of Science and Technology, Langfang, 065201, China; School of Mechanical and Electrical Engineering, Huainan Normal University, Huainan, 232038, China; School of Mechanical Engineering, University of Science and Technology Beijing, Beijing, 100083, China; Hebei Key Laboratory of Safety Monitoring of Mining Equipment, Langfang, 065201, China","Li P., School of Emergency Equipment, North China Institute of Science and Technology, Langfang, 065201, China, Hebei Key Laboratory of Safety Monitoring of Mining Equipment, Langfang, 065201, China; Zhou J., School of Emergency Equipment, North China Institute of Science and Technology, Langfang, 065201, China; Sun H., School of Mechanical and Electrical Engineering, Huainan Normal University, Huainan, 232038, China; Li P., School of Mechanical Engineering, University of Science and Technology Beijing, Beijing, 100083, China; Chen X., School of Emergency Equipment, North China Institute of Science and Technology, Langfang, 065201, China","H. Sun; School of Mechanical and Electrical Engineering, Huainan Normal University, Huainan, 232038, China; email: sunhuihui@hnnu.edu.cn","","Multidisciplinary Digital Publishing Institute (MDPI)","23117524","","","","English","Hortic.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105028501302"
