"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Tarik I.; Azroumahli C.; Arezki S.","Tarik, Ismail (60767073800); Azroumahli, Chaimae (57201216615); Arezki, Sara (57203004964)","60767073800; 57201216615; 57203004964","Data Modalities and ML/DL Techniques for Crop Disease Detection and Epidemiological Forecasting: A Systematic Review","2026","2026 International Conference on Intelligent Systems and Digital Applications, ISDA 2026 - Proceedings","","","","","","0","10.1109/ISDA70544.2026.11606132","https://www.scopus.com/pages/publications/105046219002?origin=resultslist","Hassan 1st University, Mdset Laboratory, Faculty Of Sciences And Techniques, Settat, Morocco","Tarik I., Hassan 1st University, Mdset Laboratory, Faculty Of Sciences And Techniques, Settat, Morocco; Azroumahli C., Hassan 1st University, Mdset Laboratory, Faculty Of Sciences And Techniques, Settat, Morocco; Arezki S., Hassan 1st University, Mdset Laboratory, Faculty Of Sciences And Techniques, Settat, Morocco","I. Tarik; Hassan 1st University, Mdset Laboratory, Faculty Of Sciences And Techniques, Settat, Morocco; email: tarik.ism.fst@uhp.ac.ma","","Institute of Electrical and Electronics Engineers Inc.","","979-831953224-4","","","English","Int. Conf. Intell. Syst. Digit. Appl., ISDA - Proc.","Conference paper","Final","","Scopus","2-s2.0-105046219002"
"Eladl S.G.; Zaineldin H.Y.; Haikal A.Y.; Saafan M.M.","Eladl, Shymaa G. (59320855900); Zaineldin, Hanaa Y. (60626452500); Haikal, Amira Y. (37022897600); Saafan, Mahmoud M. (57192991101)","59320855900; 60626452500; 37022897600; 57192991101","Smart Agriculture Based on Internet of Things Using Drones: A Survey","2024","MEJ Mansoura Engineering Journal","49","4","10","","","4","10.58491/2735-4202.3211","https://www.scopus.com/pages/publications/105025810796?origin=resultslist","Department of Information Systems, Nile Higher Institute for Sciences and Computer Technology, Egypt; Department of Computer Engineering and Control Systems, Faculty of Engineering, Mansoura University, Mansoura, Egypt","Eladl S.G., Department of Information Systems, Nile Higher Institute for Sciences and Computer Technology, Egypt; Zaineldin H.Y., Department of Computer Engineering and Control Systems, Faculty of Engineering, Mansoura University, Mansoura, Egypt; Haikal A.Y., Department of Computer Engineering and Control Systems, Faculty of Engineering, Mansoura University, Mansoura, Egypt; Saafan M.M., Department of Computer Engineering and Control Systems, Faculty of Engineering, Mansoura University, Mansoura, Egypt","S.G. Eladl; Nile Higher Institute for Sciences and Computer Technology, Mansoura, 35516, Egypt; email: eng.sheladl@gmail.com","","Mansoura University, Faculty of Engineering","11100923","","","","English","Mansoura Eng. J.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105025810796"
"Farhan M.; Hamad Q.S.; Akhtar M.N.; Rajendran R.; Danish M.; Bakar E.A.","Farhan, Mohammad (59996306200); Hamad, Qusay Shihab (56487947500); Akhtar, Mohammad N. (55065002500); Rajendran, R. (60193264100); Danish, Mohammed (60540347400); Bakar, Elmi Abu (56038665100)","59996306200; 56487947500; 55065002500; 60193264100; 60540347400; 56038665100","Artificial intelligence for oil palm tree management using deep structured learning: A systematic review","2026","Al-Qadisiyah Journal for Engineering Sciences","19","1","","32","48","0","10.30772/qjes.2026.165663.1755","https://www.scopus.com/pages/publications/105034130024?origin=resultslist","School of Aerospace Engineering, Universiti Sains Malaysia, Engineering Campus, Seri Ampangan, Seberang Perai Selatan, Pulau Penang, 14300, Malaysia; University of Information Technology and Communications, UoITC, Baghdad, Iraq; Al-Farabi University, Baghdad, Iraq; Department of Automobile Engineering, SRM Institute of Science and Technology, Kattankulathur, Chennai, India; Department of Chemistry, Faculty of Science, Islamic University of Madinah, Madinah, 42351, Saudi Arabia","Farhan M., School of Aerospace Engineering, Universiti Sains Malaysia, Engineering Campus, Seri Ampangan, Seberang Perai Selatan, Pulau Penang, 14300, Malaysia; Hamad Q.S., University of Information Technology and Communications, UoITC, Baghdad, Iraq, Al-Farabi University, Baghdad, Iraq; Akhtar M.N., School of Aerospace Engineering, Universiti Sains Malaysia, Engineering Campus, Seri Ampangan, Seberang Perai Selatan, Pulau Penang, 14300, Malaysia; Rajendran R., Department of Automobile Engineering, SRM Institute of Science and Technology, Kattankulathur, Chennai, India; Danish M., Department of Chemistry, Faculty of Science, Islamic University of Madinah, Madinah, 42351, Saudi Arabia; Bakar E.A., School of Aerospace Engineering, Universiti Sains Malaysia, Engineering Campus, Seri Ampangan, Seberang Perai Selatan, Pulau Penang, 14300, Malaysia","M.N. Akhtar; School of Aerospace Engineering, Universiti Sains Malaysia, Engineering Campus, Seri Ampangan, Seberang Perai Selatan, Pulau Penang, 14300, Malaysia; email: nishat@usm.my","","University of Al-Qadisiyah","19984456","","","","English","AlQadisiyah. J. Eng. Sci.","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105034130024"
"García-Navarrete O.L.; Correa-Guimaraes A.; Navas-Gracia L.M.","García-Navarrete, Oscar Leonardo (55173870100); Correa-Guimaraes, Adriana (23099135000); Navas-Gracia, Luis Manuel (23101061400)","55173870100; 23099135000; 23101061400","Application of Convolutional Neural Networks in Weed Detection and Identification: A Systematic Review","2024","Agriculture (Switzerland)","14","4","568","","","38","10.3390/agriculture14040568","https://www.scopus.com/pages/publications/85191501178?origin=resultslist","TADRUS Research Group, Department of Agricultural and Forestry Engineering, Universidad de Valladolid, Palencia, 34004, Spain; Department of Civil and Agricultural Engineering, Universidad Nacional de Colombia, Bogotá, 111321, Colombia","García-Navarrete O.L., TADRUS Research Group, Department of Agricultural and Forestry Engineering, Universidad de Valladolid, Palencia, 34004, Spain, Department of Civil and Agricultural Engineering, Universidad Nacional de Colombia, Bogotá, 111321, Colombia; Correa-Guimaraes A., TADRUS Research Group, Department of Agricultural and Forestry Engineering, Universidad de Valladolid, Palencia, 34004, Spain; Navas-Gracia L.M., TADRUS Research Group, Department of Agricultural and Forestry Engineering, Universidad de Valladolid, Palencia, 34004, Spain","O.L. García-Navarrete; TADRUS Research Group, Department of Agricultural and Forestry Engineering, Universidad de Valladolid, Palencia, 34004, Spain; email: olgarcian@unal.edu.co; L.M. Navas-Gracia; TADRUS Research Group, Department of Agricultural and Forestry Engineering, Universidad de Valladolid, Palencia, 34004, Spain; email: luismanuel.navas@uva.es","","Multidisciplinary Digital Publishing Institute (MDPI)","20770472","","","","English","Agric.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85191501178"
"Bouguettaya A.; Zarzour H.; Kechida A.; Taberkit A.M.","Bouguettaya, Abdelmalek (57219439334); Zarzour, Hafed (55611979500); Kechida, Ahmed (54415863600); Taberkit, Amine Mohammed (57201033566)","57219439334; 55611979500; 54415863600; 57201033566","A survey on deep learning-based identification of plant and crop diseases from UAV-based aerial images","2023","Cluster Computing","26","2","","1297","1317","151","10.1007/s10586-022-03627-x","https://www.scopus.com/pages/publications/85135307505?origin=resultslist","Research Centre in Industrial Technologies (CRTI), P.O. Box 64, Cheraga, Algiers, 16014, Algeria; LIM Research, Department of Mathematics and Computer Science, Souk Ahras University, Souk Ahras, 41000, Algeria","Bouguettaya A., Research Centre in Industrial Technologies (CRTI), P.O. Box 64, Cheraga, Algiers, 16014, Algeria; Zarzour H., LIM Research, Department of Mathematics and Computer Science, Souk Ahras University, Souk Ahras, 41000, Algeria; Kechida A., Research Centre in Industrial Technologies (CRTI), P.O. Box 64, Cheraga, Algiers, 16014, Algeria; Taberkit A.M., Research Centre in Industrial Technologies (CRTI), P.O. Box 64, Cheraga, Algiers, 16014, Algeria","A. Bouguettaya; Research Centre in Industrial Technologies (CRTI), Algiers, P.O. Box 64, Cheraga, 16014, Algeria; email: a.bouguettaya@crti.dz","","Springer","13867857","","","","English","Cluster Comput.","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85135307505"
"Tsega A.; Mullualem D.","Tsega, Alemu (59153910300); Mullualem, Destaw (59153618900)","59153910300; 59153618900","Machine learning for multi-omics data integration in crop improvement: a systematic review","2026","BMC Bioinformatics","27","1","81","","","2","10.1186/s12859-026-06438-8","https://www.scopus.com/pages/publications/105035318648?origin=resultslist","Department of Biology, Natural and computational science, Injibara University, Injibara, Ethiopia","Tsega A., Department of Biology, Natural and computational science, Injibara University, Injibara, Ethiopia; Mullualem D., Department of Biology, Natural and computational science, Injibara University, Injibara, Ethiopia","A. Tsega; Department of Biology, Natural and computational science, Injibara University, Injibara, Ethiopia; email: alexttsega@gmail.com","","BioMed Central Ltd","14712105","","BBMIC","41922965","English","BMC Bioinform.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105035318648"
"Myeni Z.; Olaifa M.; Du C.","Myeni, Zethu (60652688200); Olaifa, Moses (56902531900); Du, Chunling (35749795100)","60652688200; 56902531900; 35749795100","Camera-Based Plant Growth Monitoring System in Intelligent Farming: A Systematic Literature Review","2026","Lecture Notes in Networks and Systems","1902 LNNS","","","129","143","0","10.1007/978-3-032-22091-2_10","https://www.scopus.com/pages/publications/105040180714?origin=resultslist","Computer Systems Engineering Department, Faculty of Information and Communication Technology, Tshwane University of Technology, Pretoria, South Africa","Myeni Z., Computer Systems Engineering Department, Faculty of Information and Communication Technology, Tshwane University of Technology, Pretoria, South Africa; Olaifa M., Computer Systems Engineering Department, Faculty of Information and Communication Technology, Tshwane University of Technology, Pretoria, South Africa; Du C., Computer Systems Engineering Department, Faculty of Information and Communication Technology, Tshwane University of Technology, Pretoria, South Africa","M. Olaifa; Computer Systems Engineering Department, Faculty of Information and Communication Technology, Tshwane University of Technology, Pretoria, South Africa; email: olaifamo@tut.ac.za","Silhavy R.; Silhavy P.","Springer Science and Business Media Deutschland GmbH","23673370","978-303222090-5","","","English","Lect. Notes Networks Syst.","Conference paper","Final","","Scopus","2-s2.0-105040180714"
"Pai D.G.; Balachandra M.; Kamath R.","Pai, Deepthi G (58979458500); Balachandra, Mamatha (35785894700); Kamath, Radhika (58520798600)","58979458500; 35785894700; 58520798600","Explainable AI in agriculture: review of applications, methodologies, and future directions","2025","Engineering Research Express","7","3","032202","","","24","10.1088/2631-8695/ae086a","https://www.scopus.com/pages/publications/105017228223?origin=resultslist","Manipal Institute of Technology, Manipal Academy of Higher Education, Manipal, 576104, India","Pai D.G., Manipal Institute of Technology, Manipal Academy of Higher Education, Manipal, 576104, India; Balachandra M., Manipal Institute of Technology, Manipal Academy of Higher Education, Manipal, 576104, India; Kamath R., Manipal Institute of Technology, Manipal Academy of Higher Education, Manipal, 576104, India","M. Balachandra; Manipal Institute of Technology, Manipal Academy of Higher Education, Manipal, 576104, India; email: mamtha.bc@manipal.edu","","Institute of Physics","26318695","","","","English","Eng. Res. Exp.","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105017228223"
"Trentin C.; Ampatzidis Y.; Lacerda C.; Shiratsuchi L.","Trentin, Carolina (57219129536); Ampatzidis, Yiannis (25648879400); Lacerda, Christian (59311022000); Shiratsuchi, Luciano (12244087700)","57219129536; 25648879400; 59311022000; 12244087700","Tree crop yield estimation and prediction using remote sensing and machine learning: A systematic review","2024","Smart Agricultural Technology","9","","100556","","","62","10.1016/j.atech.2024.100556","https://www.scopus.com/pages/publications/85202977318?origin=resultslist","Agricultural and Biological Engineering Department, Southwest Florida Research and Education Center, University of Florida, IFAS, 2685 SR 29 North, Immokalee, 34142, FL, United States; PrecisionAgX LLC, PO box 9617, College Station, 77842, TX, United States","Trentin C., Agricultural and Biological Engineering Department, Southwest Florida Research and Education Center, University of Florida, IFAS, 2685 SR 29 North, Immokalee, 34142, FL, United States; Ampatzidis Y., Agricultural and Biological Engineering Department, Southwest Florida Research and Education Center, University of Florida, IFAS, 2685 SR 29 North, Immokalee, 34142, FL, United States; Lacerda C., Agricultural and Biological Engineering Department, Southwest Florida Research and Education Center, University of Florida, IFAS, 2685 SR 29 North, Immokalee, 34142, FL, United States; Shiratsuchi L., PrecisionAgX LLC, PO box 9617, College Station, 77842, TX, United States","Y. Ampatzidis; Agricultural and Biological Engineering Department, Southwest Florida Research and Education Center, University of Florida, IFAS, Immokalee, 2685 SR 29 North, 34142, United States; email: i.ampatzidis@ufl.edu","","Elsevier B.V.","27723755","","","","English","Smart Agric. Technol.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85202977318"
"Gkountakos K.; Ioannidis K.; Demestichas K.; Vrochidis S.; Kompatsiaris I.","Gkountakos, Konstantinos (57202233083); Ioannidis, Konstantinos (54890480200); Demestichas, Konstantinos (15126722600); Vrochidis, Stefanos (23052810300); Kompatsiaris, Ioannis (7004756014)","57202233083; 54890480200; 15126722600; 23052810300; 7004756014","A Comprehensive Review of Deep Learning-Based Anomaly Detection Methods for Precision Agriculture","2024","IEEE Access","12","","","197715","197733","14","10.1109/ACCESS.2024.3522248","https://www.scopus.com/pages/publications/85213536636?origin=resultslist","Information Technologies Institute (ITI), Centre for Research and Technology Hellas (CERTH), Thessaloniki, 57001, Greece; Agricultural University of Athens (AUA), Department of Agricultural Economics and Rural Development, Athens, 11855, Greece","Gkountakos K., Information Technologies Institute (ITI), Centre for Research and Technology Hellas (CERTH), Thessaloniki, 57001, Greece, Agricultural University of Athens (AUA), Department of Agricultural Economics and Rural Development, Athens, 11855, Greece; Ioannidis K., Information Technologies Institute (ITI), Centre for Research and Technology Hellas (CERTH), Thessaloniki, 57001, Greece; Demestichas K., Agricultural University of Athens (AUA), Department of Agricultural Economics and Rural Development, Athens, 11855, Greece; Vrochidis S., Information Technologies Institute (ITI), Centre for Research and Technology Hellas (CERTH), Thessaloniki, 57001, Greece; Kompatsiaris I., Information Technologies Institute (ITI), Centre for Research and Technology Hellas (CERTH), Thessaloniki, 57001, Greece","K. Gkountakos; Information Technologies Institute (ITI), Centre for Research and Technology Hellas (CERTH), Thessaloniki, 57001, Greece; email: gountakos@iti.gr","","Institute of Electrical and Electronics Engineers Inc.","21693536","","","","English","IEEE Access","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85213536636"
"Shawon S.M.; Adan I.A.; Moniruzzaman M.; Sinan O.H.; Abed M.J.; Al Qwaid M.; Sarker M.T.; Karim H.B.A.","Shawon, Sarowar Morshed (58931413200); Adan, Ifaz Ahmed (58918773700); Moniruzzaman, Md (59622742700); Sinan, Osama Haramine (60195060600); Abed, Md Junaed (60433558900); Al Qwaid, Marran (60011359200); Sarker, Md Tanjil (57816395100); Karim, Hezerul Bin Abdul (24492028400)","58931413200; 58918773700; 59622742700; 60195060600; 60433558900; 60011359200; 57816395100; 24492028400","Federated Learning Approaches in Precision Agriculture: A Systematic Review of Current Trends, Challenges, and Opportunities","2026","IEEE Access","14","","","30513","30538","5","10.1109/ACCESS.2026.3667548","https://www.scopus.com/pages/publications/105031703492?origin=resultslist","University of Science and Technology Chittagong, Department of Electrical and Electronic Engineering, Chattogram, 4202, Bangladesh; Thompson Rivers University, Department of Computing Science, Kamloops, V2C 0C8, BC, Canada; Chittagong University of Engineering and Technology, Department of Electrical and Electronic Engineering, Chattogram, 4349, Bangladesh; BRAC University, Department of Computer Science and Engineering, Dhaka, 1212, Bangladesh; Shaqra University, College of Computing and Information Technology, Department of Computer Science, Shaqra, 11961, Saudi Arabia; Multimedia University, Centre for Electric Energy and High Voltage, Faculty of Artificial Intelligence and Engineering, Cyberjaya, 63100, Malaysia; Multimedia University, CoE for Robotics and Sensing Technologies, Faculty of Artificial Intelligence and Engineering, Cyberjaya, 63100, Malaysia; Multimedia University, Centre for Image and Vision Computing, Faculty of Artificial Intelligence and Engineering, Cyberjaya, 63100, Malaysia; Multimedia University, CoE for Artificial Intelligence, Faculty of Artificial Intelligence and Engineering, Cyberjaya, 63100, Malaysia","Shawon S.M., University of Science and Technology Chittagong, Department of Electrical and Electronic Engineering, Chattogram, 4202, Bangladesh; Adan I.A., University of Science and Technology Chittagong, Department of Electrical and Electronic Engineering, Chattogram, 4202, Bangladesh; Moniruzzaman M., Thompson Rivers University, Department of Computing Science, Kamloops, V2C 0C8, BC, Canada; Sinan O.H., Chittagong University of Engineering and Technology, Department of Electrical and Electronic Engineering, Chattogram, 4349, Bangladesh; Abed M.J., BRAC University, Department of Computer Science and Engineering, Dhaka, 1212, Bangladesh; Al Qwaid M., Shaqra University, College of Computing and Information Technology, Department of Computer Science, Shaqra, 11961, Saudi Arabia; Sarker M.T., Multimedia University, Centre for Electric Energy and High Voltage, Faculty of Artificial Intelligence and Engineering, Cyberjaya, 63100, Malaysia, Multimedia University, CoE for Robotics and Sensing Technologies, Faculty of Artificial Intelligence and Engineering, Cyberjaya, 63100, Malaysia; Karim H.B.A., Multimedia University, Centre for Image and Vision Computing, Faculty of Artificial Intelligence and Engineering, Cyberjaya, 63100, Malaysia, Multimedia University, CoE for Artificial Intelligence, Faculty of Artificial Intelligence and Engineering, Cyberjaya, 63100, Malaysia","H.B.A. Karim; Multimedia University, Centre for Image and Vision Computing, Faculty of Artificial Intelligence and Engineering, Cyberjaya, 63100, Malaysia; email: hezerul@mmu.edu.my","","Institute of Electrical and Electronics Engineers Inc.","21693536","","","","English","IEEE Access","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105031703492"
"Bijwe K.B.; Gadicha A.B.","Bijwe, Komal B. (59558925100); Gadicha, Ajay B. (57191287020)","59558925100; 57191287020","A Review on Machine Learning and Deep Learning Methods Use for Fruit Quality Detection and Yield Measurement","2025","Lecture Notes in Networks and Systems","1265 LNNS","","","573","589","2","10.1007/978-981-96-2299-3_39","https://www.scopus.com/pages/publications/105009880473?origin=resultslist","P. R. Pote Patil College of Engineering and Management, Amravati, India","Bijwe K.B., P. R. Pote Patil College of Engineering and Management, Amravati, India; Gadicha A.B., P. R. Pote Patil College of Engineering and Management, Amravati, India","K.B. Bijwe; P. R. Pote Patil College of Engineering and Management, Amravati, India; email: komalbijwe456@gmail.com","Nanda S.J.; Yadav R.P.; Gandomi A.H.; Gandomi A.H.; Saraswat M.","Springer Science and Business Media Deutschland GmbH","23673370","978-981962298-6","","","English","Lect. Notes Networks Syst.","Conference paper","Final","","Scopus","2-s2.0-105009880473"
"Kumar G.; Sharma C.","Kumar, Gulshan (59984459300); Sharma, Chandani (56895623900)","59984459300; 56895623900","Weed Identification and Classification in Mixed Crop Using Deep Learning Technique: A Review","2025","Proceedings of IEEE International Conference on Signal Processing,Computing and Control","","","","681","686","2","10.1109/ISPCC66872.2025.11039521","https://www.scopus.com/pages/publications/105010216153?origin=resultslist","M. M. Institute of Computer Technology & Business Management, Haryana, Ambala, 133207, India","Kumar G., M. M. Institute of Computer Technology & Business Management, Haryana, Ambala, 133207, India; Sharma C., M. M. Institute of Computer Technology & Business Management, Haryana, Ambala, 133207, India","G. Kumar; M. M. Institute of Computer Technology & Business Management, Ambala, Haryana, 133207, India; email: gulshankumar07001@gmail.com","","Institute of Electrical and Electronics Engineers Inc.","26438615","979-833153893-4","","","English","Proc. IEEE Int. Conf. Signal Process., Comput. Control, ISPCC","Conference paper","Final","","Scopus","2-s2.0-105010216153"
"Nyakuri J.P.; Nkundineza C.; Gatera O.; Nkurikiyeyezu K.","Nyakuri, Jean Pierre (57221641238); Nkundineza, Celestin (55865253400); Gatera, Omar (57188832349); Nkurikiyeyezu, Kizito (57201300985)","57221641238; 55865253400; 57188832349; 57201300985","State-of-the-Art Deep Learning Algorithms for Internet of Things-Based Detection of Crop Pests and Diseases: A Comprehensive Review","2024","IEEE Access","12","","","169824","169849","37","10.1109/ACCESS.2024.3455244","https://www.scopus.com/pages/publications/85203512031?origin=resultslist","African Centre of Excellence in Internet of Things (ACEIoT), University of Rwanda, Kigali, Rwanda","Nyakuri J.P., African Centre of Excellence in Internet of Things (ACEIoT), University of Rwanda, Kigali, Rwanda; Nkundineza C., African Centre of Excellence in Internet of Things (ACEIoT), University of Rwanda, Kigali, Rwanda; Gatera O., African Centre of Excellence in Internet of Things (ACEIoT), University of Rwanda, Kigali, Rwanda; Nkurikiyeyezu K., African Centre of Excellence in Internet of Things (ACEIoT), University of Rwanda, Kigali, Rwanda","J.P. Nyakuri; African Centre of Excellence in Internet of Things (ACEIoT), University of Rwanda, Kigali, Rwanda; email: njpindian@yahoo.fr","","Institute of Electrical and Electronics Engineers Inc.","21693536","","","","English","IEEE Access","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85203512031"
"Ahanou Z.; Mrabti F.; Dhassi Y.","Ahanou, Zineb (60284585700); Mrabti, Fatiha (6504694129); Dhassi, Younes (56705631600)","60284585700; 6504694129; 56705631600","Big data analytics in precision agriculture: An automated systematic literature review","2026","Computers and Electronics in Agriculture","243","","111401","","","1","10.1016/j.compag.2025.111401","https://www.scopus.com/pages/publications/105026661824?origin=resultslist","Laboratory of Intelligent Systems and Applications, Faculty of Sciences and Technologies, Sidi Mohammed Ben Abdellah University, Fez, Morocco","Ahanou Z., Laboratory of Intelligent Systems and Applications, Faculty of Sciences and Technologies, Sidi Mohammed Ben Abdellah University, Fez, Morocco; Mrabti F., Laboratory of Intelligent Systems and Applications, Faculty of Sciences and Technologies, Sidi Mohammed Ben Abdellah University, Fez, Morocco; Dhassi Y., Laboratory of Intelligent Systems and Applications, Faculty of Sciences and Technologies, Sidi Mohammed Ben Abdellah University, Fez, Morocco","Z. Ahanou; Laboratory of Intelligent Systems and Applications, Faculty of Sciences and Technologies, Sidi Mohammed Ben Abdellah University, Fez, Morocco; email: zineb.ahanou@usmba.ac.ma","","Elsevier B.V.","01681699","","CEAGE","","English","Comput. Electron. Agric.","Review","Final","","Scopus","2-s2.0-105026661824"
"Antony M.M.; Suchand Sandeep C.S.; Vadakke Matham M.","Antony, Maria Merin (57212657024); Suchand Sandeep, C.S. (16064782200); Vadakke Matham, Murukeshan (7004610068)","57212657024; 16064782200; 7004610068","Hyperspectral vision beyond 3D: A review","2024","Optics and Lasers in Engineering","178","","108238","","","35","10.1016/j.optlaseng.2024.108238","https://www.scopus.com/pages/publications/85190585524?origin=resultslist","Centre for Optical and Laser Engineering, School of Mechanical and Aerospace Engineering, Nanyang Technological University, 50 Nanyang Avenue, 639798, Singapore; Department of Physics, Manipal Institute of Technology, Manipal Academy of Higher Education, Karnataka, Manipal, 576104, India","Antony M.M., Centre for Optical and Laser Engineering, School of Mechanical and Aerospace Engineering, Nanyang Technological University, 50 Nanyang Avenue, 639798, Singapore; Suchand Sandeep C.S., Centre for Optical and Laser Engineering, School of Mechanical and Aerospace Engineering, Nanyang Technological University, 50 Nanyang Avenue, 639798, Singapore, Department of Physics, Manipal Institute of Technology, Manipal Academy of Higher Education, Karnataka, Manipal, 576104, India; Vadakke Matham M., Centre for Optical and Laser Engineering, School of Mechanical and Aerospace Engineering, Nanyang Technological University, 50 Nanyang Avenue, 639798, Singapore","M. Vadakke Matham; Centre for Optical and Laser Engineering, School of Mechanical and Aerospace Engineering, Nanyang Technological University, 50 Nanyang Avenue, 639798, Singapore; email: mmurukeshan@ntu.edu.sg","","Elsevier Ltd","01438166","","OLEND","","English","Opt Lasers Eng","Article","Final","","Scopus","2-s2.0-85190585524"
"Bhardwaj J.; Sangwan S.; Prasad D.","Bhardwaj, Jyoti (60522421700); Sangwan, Suman (55479925400); Prasad, Devendra (23397698100)","60522421700; 55479925400; 23397698100","Deep Learning Based Weed Control Strategies: A Comprehensive Review","2025","Proceedings of 2nd International Conference on Computational Intelligence and Computing Applications, ICCICA 2025","","","","652","656","0","10.1109/ICCICA67008.2025.11337290","https://www.scopus.com/pages/publications/105033520831?origin=resultslist","DCRUST, Department of CSE, Haryana,Murthal, Sonipat, India; PIET, Department of CSE (AI & ML), Haryana,Samalkha, Panipat, India","Bhardwaj J., DCRUST, Department of CSE, Haryana,Murthal, Sonipat, India; Sangwan S., DCRUST, Department of CSE, Haryana,Murthal, Sonipat, India; Prasad D., PIET, Department of CSE (AI & ML), Haryana,Samalkha, Panipat, India","","Gupta S.C.; Gandhi A.B.; Mehla S.; Lakhina U.","Institute of Electrical and Electronics Engineers Inc.","","979-833155650-1","","","English","Proc. Int. Conf. Comput. Intell. Comput. Appl., ICCICA","Conference paper","Final","","Scopus","2-s2.0-105033520831"
"Khaire P.; Attar V.; Kalamkar S.","Khaire, Prajakta (58765521100); Attar, Vahida (24830139900); Kalamkar, Shrida (57466750600)","58765521100; 24830139900; 57466750600","A Comprehensive Survey of Weed Detection and Classification Datasets for Precision Agriculture","2023","2023 14th International Conference on Computing Communication and Networking Technologies, ICCCNT 2023","","","","","","3","10.1109/ICCCNT56998.2023.10306880","https://www.scopus.com/pages/publications/85179844883?origin=resultslist","Coep Technologinal University, Computer Engineering Department, Pune, India","Khaire P., Coep Technologinal University, Computer Engineering Department, Pune, India; Attar V., Coep Technologinal University, Computer Engineering Department, Pune, India; Kalamkar S., Coep Technologinal University, Computer Engineering Department, Pune, India","P. Khaire; Coep Technologinal University, Computer Engineering Department, Pune, India; email: khairepg21.comp@coep.ac.in","","Institute of Electrical and Electronics Engineers Inc.","","979-835033509-5","","","English","Int. Conf. Comput. Commun. Netw. Technol., ICCCNT","Conference paper","Final","","Scopus","2-s2.0-85179844883"
"Suto J.","Suto, Jozsef (55321144800)","55321144800","Codling Moth Monitoring with Camera-Equipped Automated Traps: A Review","2022","Agriculture (Switzerland)","12","10","1721","","","34","10.3390/agriculture12101721","https://www.scopus.com/pages/publications/85141864759?origin=resultslist","Department of IT Systems and Networks, Faculty of Informatics, University of Debrecen, Debrecen, 4032, Hungary","Suto J., Department of IT Systems and Networks, Faculty of Informatics, University of Debrecen, Debrecen, 4032, Hungary","J. Suto; Department of IT Systems and Networks, Faculty of Informatics, University of Debrecen, Debrecen, 4032, Hungary; email: suto.jozsef@inf.unideb.hu","","MDPI","20770472","","","","English","Agric.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85141864759"
"Chen R.; Tian W.; Bao H.; Li D.; Xie X.; Zheng Y.; Tan Y.","Chen, Ruiyun (58821342600); Tian, Wenbin (56747043400); Bao, Haibo (60362927900); Li, Duan (55576414200); Xie, Xinhao (57199995302); Zheng, Yongjun (55823482100); Tan, Yu (60589245800)","58821342600; 56747043400; 60362927900; 55576414200; 57199995302; 55823482100; 60589245800","Three-Dimensional Environment Perception Technology for Agricultural Wheeled Robots: A Review; [农业轮式机器人三维环境感知技术研究进展]","2023","Smart Agriculture","5","4","","16","32","8","10.12133/j.smartag.SA202308006","https://www.scopus.com/pages/publications/105036208196?origin=resultslist","College of Engineering, China Agricultural University, Beijing, 100083, China; School of Instrumentation and Optoelectronic Engineering, Beihang University, Beijing, 100191, China; The 54th Research Institute of CETC, Shijiazhuang, 050081, China","Chen R., College of Engineering, China Agricultural University, Beijing, 100083, China; Tian W., College of Engineering, China Agricultural University, Beijing, 100083, China; Bao H., College of Engineering, China Agricultural University, Beijing, 100083, China; Li D., School of Instrumentation and Optoelectronic Engineering, Beihang University, Beijing, 100191, China; Xie X., The 54th Research Institute of CETC, Shijiazhuang, 050081, China; Zheng Y., College of Engineering, China Agricultural University, Beijing, 100083, China; Tan Y., College of Engineering, China Agricultural University, Beijing, 100083, China","W. Tian; College of Engineering, China Agricultural University, Beijing, 100083, China; email: wenbin.tian@cau.edu.cn","","Agricultural Information Institute, Chinese Academy of Agricultural Sciences","20968094","","","","Chinese","Smart. Agric.","Article","Final","","Scopus","2-s2.0-105036208196"
