"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Hartono H.; Kuswardani R.A.; Suswati S.; Ongko E.; Zuhanda M.K.; Abdullah D.","Hartono, H. (57201306516); Kuswardani, Retna Astuti (57190255008); Suswati, S. (59750207500); Ongko, Erianto (57201886512); Zuhanda, M. Khahfi (57204882999); Abdullah, Dahlan (57205132023)","57201306516; 57190255008; 59750207500; 57201886512; 57204882999; 57205132023","An AI-Driven Hybrid Image-Based Framework Using IoT Leaf Sensors for Sustainable Agriculture","2026","International Journal on Informatics Visualization","10","3","","1133","1142","0","10.62527/joiv.10.3.4683","https://www.scopus.com/pages/publications/105042561117?origin=resultslist","Department of Magister Program in Informatics, Postgraduate School, Universitas Medan Area, Medan, Indonesia; Department of Doctoral Program in Agricultural Sciences, Postgraduate School, Universitas Medan Area, Medan, Indonesia; Department of Computer Science, Institut Modern Arsitektur dan Teknologi, Medan, Indonesia; Department of Informatics, Universitas Malikussaleh, Aceh, Indonesia","Hartono H., Department of Magister Program in Informatics, Postgraduate School, Universitas Medan Area, Medan, Indonesia; Kuswardani R.A., Department of Doctoral Program in Agricultural Sciences, Postgraduate School, Universitas Medan Area, Medan, Indonesia; Suswati S., Department of Doctoral Program in Agricultural Sciences, Postgraduate School, Universitas Medan Area, Medan, Indonesia; Ongko E., Department of Computer Science, Institut Modern Arsitektur dan Teknologi, Medan, Indonesia; Zuhanda M.K., Department of Magister Program in Informatics, Postgraduate School, Universitas Medan Area, Medan, Indonesia; Abdullah D., Department of Informatics, Universitas Malikussaleh, Aceh, Indonesia","H. Hartono; Department of Magister Program in Informatics, Postgraduate School, Universitas Medan Area, Medan, Indonesia; email: hartono@staff.uma.ac.id","","Politeknik Negeri Padang","25499904","","","","English","Int. J. Inform. Vis.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105042561117"
"Bakar S.A.B.U.; Hussain S.I.; Mourad Z.","Bakar, Syamsiah A.B.U. (36778299900); Hussain, Saiful Izzuan (55670522900); Mourad, Zirour (58938166800)","36778299900; 55670522900; 58938166800","Optimizing Degradable Plastic Density Prediction: A Coarse-to-Fine Deep Neural Network Approach; [(Mengoptimumkan Ramalan Ketumpatan Plastik Terdegradasi: Pendekatan Rangkaian Neuron Dalam Carian Kasarke- Halus)]","2024","Sains Malaysiana","53","2","","447","459","2","10.17576/jsm-2024-5302-17","https://www.scopus.com/pages/publications/85187679414?origin=resultslist","Department of Mathematics, Universiti Kuala Lumpur Malaysia France Institute, Bandar Baru Selangor, Bangi, 43650, Malaysia; School of Mathematical Sciences, Faculty of Science and Technology, Universiti Kebangsaan Malaysia, Selangor, Bangi, 43600, Malaysia; France Collaboration Programme, Universiti Kuala Lumpur Malaysia France Institute, Bandar Baru Selangor, Bangi, 43650, Malaysia","Bakar S.A.B.U., Department of Mathematics, Universiti Kuala Lumpur Malaysia France Institute, Bandar Baru Selangor, Bangi, 43650, Malaysia, School of Mathematical Sciences, Faculty of Science and Technology, Universiti Kebangsaan Malaysia, Selangor, Bangi, 43600, Malaysia; Hussain S.I., School of Mathematical Sciences, Faculty of Science and Technology, Universiti Kebangsaan Malaysia, Selangor, Bangi, 43600, Malaysia; Mourad Z., France Collaboration Programme, Universiti Kuala Lumpur Malaysia France Institute, Bandar Baru Selangor, Bangi, 43650, Malaysia","S.A.B.U. Bakar; Department of Mathematics, Universiti Kuala Lumpur Malaysia France Institute, Bangi, Bandar Baru Selangor, 43650, Malaysia; email: syamsiah@unikl.edu.my","","Penerbit Universiti Kebangsaan Malaysia","01266039","","","","English","Sains Malays.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85187679414"
"Panggabean G.F.; Butar-Butar A.; Siahaan J.; Sibarani K.; Silalahi A.O.","Panggabean, Good Fried (57191996975); Butar-Butar, Anrian (58838846000); Siahaan, Julifer (58838846100); Sibarani, Kenny (58838590100); Silalahi, Alfriska Oktarina (57195196562)","57191996975; 58838846000; 58838846100; 58838590100; 57195196562","Plants Classification Using Polarimetric SAR with the Random Forest Algorithm","2023","Proceedings - ICT 2023 - 29th International Conference on Telecommunications: Next-Generation Telecommunications for Digital Inclusion and Universal Access","","","","","","1","10.1109/ICT60153.2023.10374042","https://www.scopus.com/pages/publications/85183018786?origin=resultslist","Institut Teknologi Del, Dept. of Electrical Engineering, Toba, Indonesia","Panggabean G.F., Institut Teknologi Del, Dept. of Electrical Engineering, Toba, Indonesia; Butar-Butar A., Institut Teknologi Del, Dept. of Electrical Engineering, Toba, Indonesia; Siahaan J., Institut Teknologi Del, Dept. of Electrical Engineering, Toba, Indonesia; Sibarani K., Institut Teknologi Del, Dept. of Electrical Engineering, Toba, Indonesia; Silalahi A.O., Institut Teknologi Del, Dept. of Electrical Engineering, Toba, Indonesia","","","Institute of Electrical and Electronics Engineers Inc.","","979-835036110-0","","","English","Proc. - ICT - Int. Conf. Telecommun.: Next-Gener. Telecommun. Digit. Incl. Univers. Access","Conference paper","Final","","Scopus","2-s2.0-85183018786"
"Wahyu Oktaviana Putri T.; Arof H.; Mohamed Shah N.; Izzuddin Anuar M.","Wahyu Oktaviana Putri, Tri (56495313700); Arof, Hamzah (6602417962); Mohamed Shah, Noraisyah (25930126800); Izzuddin Anuar, Mohamad (60208338600)","56495313700; 6602417962; 25930126800; 60208338600","Impact of ROI Configuration and Number of Bands on Oil Palm Detection Accuracy Using Hyperspectral Images","2025","IEEE Access","13","","","195526","195538","0","10.1109/ACCESS.2025.3632850","https://www.scopus.com/pages/publications/105021669146?origin=resultslist","University of Malaya, Faculty of Engineering, Department of Electrical Engineering, Kuala Lumpur, 50603, Malaysia; Institut Teknologi PLN, Faculty of Electricity and Renewable Energy, Department of Electrical Engineering, Jakarta, 11750, Indonesia; Malaysian Palm Oil Board (MPOB), Agronomy and Geospatial Technology (AGT) Unit, Biology and Sustainability Research Division (BSRD), Selangor, 43000, Malaysia","Wahyu Oktaviana Putri T., University of Malaya, Faculty of Engineering, Department of Electrical Engineering, Kuala Lumpur, 50603, Malaysia, Institut Teknologi PLN, Faculty of Electricity and Renewable Energy, Department of Electrical Engineering, Jakarta, 11750, Indonesia; Arof H., University of Malaya, Faculty of Engineering, Department of Electrical Engineering, Kuala Lumpur, 50603, Malaysia; Mohamed Shah N., University of Malaya, Faculty of Engineering, Department of Electrical Engineering, Kuala Lumpur, 50603, Malaysia; Izzuddin Anuar M., Malaysian Palm Oil Board (MPOB), Agronomy and Geospatial Technology (AGT) Unit, Biology and Sustainability Research Division (BSRD), Selangor, 43000, Malaysia","H. Arof; University of Malaya, Faculty of Engineering, Department of Electrical Engineering, Kuala Lumpur, 50603, Malaysia; email: ahamzah@um.edu.my","","Institute of Electrical and Electronics Engineers Inc.","21693536","","","","English","IEEE Access","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105021669146"
"Sunanto; Awang W.S.W.; Mohamad F.S.; Awang M.K.","Sunanto (60265600800); Awang, Wan Suryani Wan (26667460100); Mohamad, Fatma Susilawati (36628958100); Awang, Mohd Khalid (55520201100)","60265600800; 26667460100; 36628958100; 55520201100","Stacking ensemble machine learning model for smart drip irrigation-based nutrient prediction in oil palm seedlings","2025","International Journal of Advanced Technology and Engineering Exploration","12","132","","1700","1721","0","10.19101/IJATEE.2025.121220048","https://www.scopus.com/pages/publications/105026483704?origin=resultslist","Department of Informatics Engineering, Faculty Computer Science, University Muhammadiyah Riau, Riau Province, Pekanbaru, Indonesia; Faculty Informatics and Computing, University Sultan Zainal Abidin, Besut Campus, Terengganu, Malaysia","Sunanto, Department of Informatics Engineering, Faculty Computer Science, University Muhammadiyah Riau, Riau Province, Pekanbaru, Indonesia, Faculty Informatics and Computing, University Sultan Zainal Abidin, Besut Campus, Terengganu, Malaysia; Awang W.S.W., Faculty Informatics and Computing, University Sultan Zainal Abidin, Besut Campus, Terengganu, Malaysia; Mohamad F.S., Faculty Informatics and Computing, University Sultan Zainal Abidin, Besut Campus, Terengganu, Malaysia; Awang M.K., Faculty Informatics and Computing, University Sultan Zainal Abidin, Besut Campus, Terengganu, Malaysia","Sunanto; Department of Informatics Engineering, Faculty Computer Science, University Muhammadiyah Riau, Pekanbaru, Riau Province, Indonesia; email: sunanto@umri.ac.id","","Accent Social and Welfare Society","23945443","","","","English","Int. J. Adv. Technol. Eng. Explor.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105026483704"
"Herman; Susanto A.; Cenggoro T.W.; Ariansyah D.; Pardamean B.","Herman (57212151936); Susanto, Albert (57217191487); Cenggoro, Tjeng Wawan (56411932900); Ariansyah, Dedy (56119400200); Pardamean, Bens (55009925500)","57212151936; 57217191487; 56411932900; 56119400200; 55009925500","DEEP LEARNING WITH AUXILIARY LEARNING ATTENTION MECHANISM FOR OIL PALM FRUIT IMAGE RIPENESS CLASSIFICATION","2023","ICIC Express Letters","17","12","","1303","1310","6","10.24507/icicel.17.12.1303","https://www.scopus.com/pages/publications/85179083429?origin=resultslist","Computer Science Department, BINUS Graduate Program, Indonesia; Computer Science Department, School of Computer Science, United States; Bioinformatics and Data Science Research Center Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, 11480, Indonesia","Herman, Computer Science Department, BINUS Graduate Program, Indonesia; Susanto A., Computer Science Department, BINUS Graduate Program, Indonesia; Cenggoro T.W., Computer Science Department, School of Computer Science, United States, Bioinformatics and Data Science Research Center Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, 11480, Indonesia; Ariansyah D., Bioinformatics and Data Science Research Center Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, 11480, Indonesia; Pardamean B., Computer Science Department, BINUS Graduate Program, Indonesia, Bioinformatics and Data Science Research Center Bina Nusantara University, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, 11480, Indonesia","","","ICIC International","1881803X","","","","English","ICIC Express Lett.","Article","Final","","Scopus","2-s2.0-85179083429"
"Hernawati R.; Darmawan S.; Wikantika K.; Harto A.B.","Hernawati, Rika (57210921317); Darmawan, Soni (36481113000); Wikantika, Ketut (6603393238); Harto, Agung Budi (6701644989)","57210921317; 36481113000; 6603393238; 6701644989","Leaf area index retrieval of oil palm plantation by Sentinel-1 satellite radar imaging","2023","APSAR 2023 - 2023 8th Asia-Pacific Conference on Synthetic Aperture Radar","","","","","","1","10.1109/APSAR58496.2023.10388510","https://www.scopus.com/pages/publications/85184658534?origin=resultslist","Geodesy and Geomatics Institut Teknologi Bandung, Bandung, Indonesia; Geodetic Engineering Institut Teknologi Nasional, Bandung, Indonesia","Hernawati R., Geodesy and Geomatics Institut Teknologi Bandung, Bandung, Indonesia, Geodetic Engineering Institut Teknologi Nasional, Bandung, Indonesia; Darmawan S., Geodetic Engineering Institut Teknologi Nasional, Bandung, Indonesia; Wikantika K., Geodetic Engineering Institut Teknologi Nasional, Bandung, Indonesia; Harto A.B., Geodetic Engineering Institut Teknologi Nasional, Bandung, Indonesia","","","Institute of Electrical and Electronics Engineers Inc.","","979-835039359-0","","","English","APSAR - Asia-Pacific Conf. Synth. Aperture Radar","Conference paper","Final","","Scopus","2-s2.0-85184658534"
"Kadim Z.; Hasan H.; Ramli S.S.; Samaon D.F.; Chie L.C.; Woon H.H.","Kadim, Zulaikha (36717665100); Hasan, Hasmarina (59123088200); Ramli, Siti Sarah (57521027300); Samaon, Den Fairol (8598139300); Chie, Lee Chia (57217077986); Woon, Hon Hock (55583168200)","36717665100; 59123088200; 57521027300; 8598139300; 57217077986; 55583168200","Detecting Motion-Induced Blur Palm Tree for Oil Palm Automation in Online System Settings","2024","Proceedings of SPIE - The International Society for Optical Engineering","13164","","1316439","","","0","10.1117/12.3020135","https://www.scopus.com/pages/publications/85192816368?origin=resultslist","Advanced Intelligence Lab, MIMOS Berhad, Technology Park Malaysia, Kuala Lumpur, 57000, Malaysia","Kadim Z., Advanced Intelligence Lab, MIMOS Berhad, Technology Park Malaysia, Kuala Lumpur, 57000, Malaysia; Hasan H., Advanced Intelligence Lab, MIMOS Berhad, Technology Park Malaysia, Kuala Lumpur, 57000, Malaysia; Ramli S.S., Advanced Intelligence Lab, MIMOS Berhad, Technology Park Malaysia, Kuala Lumpur, 57000, Malaysia; Samaon D.F., Advanced Intelligence Lab, MIMOS Berhad, Technology Park Malaysia, Kuala Lumpur, 57000, Malaysia; Chie L.C., Advanced Intelligence Lab, MIMOS Berhad, Technology Park Malaysia, Kuala Lumpur, 57000, Malaysia; Woon H.H., Advanced Intelligence Lab, MIMOS Berhad, Technology Park Malaysia, Kuala Lumpur, 57000, Malaysia","Z. Kadim; Advanced Intelligence Lab, MIMOS Berhad, Technology Park Malaysia, Kuala Lumpur, 57000, Malaysia; email: zulaikha.kadim@mimos.my","Nakajima M.; Lau P.Y.; Kim J.-G.; Kubo H.; Chang C.-Y.; Kemao Q.","SPIE","0277786X","978-151067992-4","PSISD","","English","Proc SPIE Int Soc Opt Eng","Conference paper","Final","","Scopus","2-s2.0-85192816368"
"Mohamad Zaki M.A.; Ooi J.; Ng W.P.Q.; How B.S.; Lam H.L.; Foo D.C.Y.; Lim C.H.","Mohamad Zaki, Mohamad Akmal (58805654500); Ooi, Jecksin (25928027100); Ng, Wendy Pei Qin (55206571200); How, Bing Shen (56523047700); Lam, Hon Loong (56220833800); Foo, Dominic C.Y. (7004304373); Lim, Chun Hsion (55902279700)","58805654500; 25928027100; 55206571200; 56523047700; 56220833800; 7004304373; 55902279700","Impact of industry 4.0 technologies on the oil palm industry: A literature review","2025","Smart Agricultural Technology","10","","100685","","","20","10.1016/j.atech.2024.100685","https://www.scopus.com/pages/publications/85213534647?origin=resultslist","School of Engineering and Physical Sciences, Heriot-Watt University Malaysia, 1, Jalan Venna P5/2, Precinct 5, Putrajaya, 62200, Malaysia; Faculty of Engineering, Universiti Teknologi Brunei, Jalan Tungku Link Gadong, BE1410, Brunei Darussalam; Biomass Waste-to-Wealth Special Interest Group, Faculty of Engineering, Computing, and Science, Swinburne University of Technology Sarawak, Jalan Simpang Tiga, Sarawak, Kuching, 93350, Malaysia; Department of Chemical and Environmental Engineering/Centre for Green Technologies, University of Nottingham Malaysia, Broga Road, Selangor Darul Ehsan, Semenyih, 43500, Malaysia","Mohamad Zaki M.A., School of Engineering and Physical Sciences, Heriot-Watt University Malaysia, 1, Jalan Venna P5/2, Precinct 5, Putrajaya, 62200, Malaysia; Ooi J., School of Engineering and Physical Sciences, Heriot-Watt University Malaysia, 1, Jalan Venna P5/2, Precinct 5, Putrajaya, 62200, Malaysia; Ng W.P.Q., Faculty of Engineering, Universiti Teknologi Brunei, Jalan Tungku Link Gadong, BE1410, Brunei Darussalam; How B.S., Biomass Waste-to-Wealth Special Interest Group, Faculty of Engineering, Computing, and Science, Swinburne University of Technology Sarawak, Jalan Simpang Tiga, Sarawak, Kuching, 93350, Malaysia; Lam H.L., Department of Chemical and Environmental Engineering/Centre for Green Technologies, University of Nottingham Malaysia, Broga Road, Selangor Darul Ehsan, Semenyih, 43500, Malaysia; Foo D.C.Y., Department of Chemical and Environmental Engineering/Centre for Green Technologies, University of Nottingham Malaysia, Broga Road, Selangor Darul Ehsan, Semenyih, 43500, Malaysia; Lim C.H., School of Engineering and Physical Sciences, Heriot-Watt University Malaysia, 1, Jalan Venna P5/2, Precinct 5, Putrajaya, 62200, Malaysia","C.H. Lim; School of Engineering and Physical Sciences, Heriot-Watt University Malaysia, Putrajaya, 1, Jalan Venna P5/2, Precinct 5, 62200, Malaysia; email: l.chun_hsion@hw.ac.uk","","Elsevier B.V.","27723755","","","","English","Smart Agric. Technol.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85213534647"
"Cooley S.S.; Pinto N.; Becerra M.; Alvarado J.W.V.; Fahlen J.C.; Rivera O.; Fricker G.A.; Dantas A.R.D.L.R.; Aguilar-Amuchastegui N.; Reygadas Y.; Gan J.; DeFries R.; Menge D.N.L.","Cooley, Savannah S. (57207208289); Pinto, Naiara (25630042900); Becerra, Milagros (59251015400); Alvarado, Jorge Washington Vela (37023742600); Fahlen, Jocelyn C. (59251118300); Rivera, Ovidio (57193122160); Fricker, G. Andrew (55336952700); Dantas, Augusto Rafael De Los Ríos (59251213800); Aguilar-Amuchastegui, Naikoa (22978569700); Reygadas, Yunuen (57209329353); Gan, Julie (59250715000); DeFries, Ruth (7003959711); Menge, Duncan N. L. (12783922900)","57207208289; 25630042900; 59251015400; 37023742600; 59251118300; 57193122160; 55336952700; 59251213800; 22978569700; 57209329353; 59250715000; 7003959711; 12783922900","Combining spaceborne lidar from the Global Ecosystem Dynamics Investigation with local knowledge for monitoring fragmented tropical landscapes: A case study in the forest–agriculture interface of Ucayali, Peru","2024","Ecology and Evolution","14","8","e70116","","","7","10.1002/ece3.70116","https://www.scopus.com/pages/publications/85200682917?origin=resultslist","NASA Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States; Department of Ecology, Evolution, and Environmental Biology, Columbia University, New York, NY, United States; Conservación Amazónica, Lima, Peru; Universidad Nacional de Ucayali, Pucallpa, Peru; International Center for Tropical Agriculture, Cali, Colombia; Department of Social Sciences, California Polytechnic State University, San Luis Obispo, CA, United States; Dirección de Gestión del Territorio de la Autoridad Regional Ambiental del Gobierno Regional de Ucayali, Pucallpa, Peru; The World Wildlife Fund, Forest and Climate Program, Washington, DC, United States; Department of Geosciences, Texas Tech University, Lubbock, TX, United States","Cooley S.S., NASA Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States, Department of Ecology, Evolution, and Environmental Biology, Columbia University, New York, NY, United States; Pinto N., NASA Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States; Becerra M., Conservación Amazónica, Lima, Peru; Alvarado J.W.V., Universidad Nacional de Ucayali, Pucallpa, Peru; Fahlen J.C., Department of Ecology, Evolution, and Environmental Biology, Columbia University, New York, NY, United States; Rivera O., International Center for Tropical Agriculture, Cali, Colombia; Fricker G.A., Department of Social Sciences, California Polytechnic State University, San Luis Obispo, CA, United States; Dantas A.R.D.L.R., Dirección de Gestión del Territorio de la Autoridad Regional Ambiental del Gobierno Regional de Ucayali, Pucallpa, Peru; Aguilar-Amuchastegui N., The World Wildlife Fund, Forest and Climate Program, Washington, DC, United States; Reygadas Y., Department of Geosciences, Texas Tech University, Lubbock, TX, United States; Gan J., Department of Ecology, Evolution, and Environmental Biology, Columbia University, New York, NY, United States; DeFries R., Department of Ecology, Evolution, and Environmental Biology, Columbia University, New York, NY, United States; Menge D.N.L., Department of Ecology, Evolution, and Environmental Biology, Columbia University, New York, NY, United States","S.S. Cooley; Department of Ecology, Evolution, and Environmental Biology, Columbia University, New York, 318 W 105 Street, Apt 2B, 10025, United States; email: sc4751@columbia.edu","","John Wiley and Sons Ltd","20457758","","","","English","Ecology and Evolution","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85200682917"
"Sari I.L.; Weston C.J.; Newnham G.J.; Volkova L.","Sari, I.L. (57200281315); Weston, C.J. (13310287000); Newnham, G.J. (14045686900); Volkova, L. (35218477700)","57200281315; 13310287000; 14045686900; 35218477700","MAPPING LAND COVER TIME SERIES USING LANDSAT-8 AND SENTINEL-1 IN SOUTH KALIMANTAN","2023","International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","48","4/W6-2022","","319","325","1","10.5194/isprs-archives-XLVIII-4-W6-2022-319-2023","https://www.scopus.com/pages/publications/85148745697?origin=resultslist","School of Ecosystem and Forest Sciences, Faculty of Science, The University of Melbourne, Creswick, VIC, Australia; Research Center for Remote Sensing, National Research and Innovation Agency (BRIN), Jakarta, Indonesia; CSIRO Land and Water, Clayton South, VIC, Australia","Sari I.L., School of Ecosystem and Forest Sciences, Faculty of Science, The University of Melbourne, Creswick, VIC, Australia, Research Center for Remote Sensing, National Research and Innovation Agency (BRIN), Jakarta, Indonesia; Weston C.J., School of Ecosystem and Forest Sciences, Faculty of Science, The University of Melbourne, Creswick, VIC, Australia; Newnham G.J., CSIRO Land and Water, Clayton South, VIC, Australia; Volkova L., School of Ecosystem and Forest Sciences, Faculty of Science, The University of Melbourne, Creswick, VIC, Australia","","Abdul Rahman A.; Musliman I.A.; Yong C.Z.","International Society for Photogrammetry and Remote Sensing","16821750","","","","English","Int. Arch. Photogramm., Remote Sens. Spat. Inf. Sci. - ISPRS Arch.","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85148745697"
"Pardamean B.; Suparyanto T.; Sinaga G.S.T.; Elwirehardja G.N.; Firmansyah E.; Ginting C.; Mawandha H.G.; Putra D.P.","Pardamean, Bens (55009925500); Suparyanto, Teddy (55869147900); Sinaga, Gokma Sahat Tua (58654485400); Elwirehardja, Gregorius Natanael (57226731165); Firmansyah, Erick (57280772500); Ginting, Candra (57280262500); Mawandha, Hangger Gahara (57281601800); Putra, Dian Pratama (57219562709)","55009925500; 55869147900; 58654485400; 57226731165; 57280772500; 57280262500; 57281601800; 57219562709","Comparison of K-Nearest Neighbor and Support Vector Regression for Predicting Oil Palm Yield","2023","Lecture Notes in Electrical Engineering","1029 LNEE","","","23","33","2","10.1007/978-3-031-29078-7_3","https://www.scopus.com/pages/publications/85174436675?origin=resultslist","Bioinformatics and Data Science Research Center, Bina Nusantara University, Jakarta, 11480, Indonesia; Computer Science Department, BINUS Graduate Program—Master of Computer Science Program, Bina Nusantara University, Jakarta, 11480, Indonesia; Faculty of Agriculture, Institute of Agriculture STIPER, Yogyakarta, 55282, Indonesia","Pardamean B., Bioinformatics and Data Science Research Center, Bina Nusantara University, Jakarta, 11480, Indonesia, Computer Science Department, BINUS Graduate Program—Master of Computer Science Program, Bina Nusantara University, Jakarta, 11480, Indonesia; Suparyanto T., Bioinformatics and Data Science Research Center, Bina Nusantara University, Jakarta, 11480, Indonesia; Sinaga G.S.T., Bioinformatics and Data Science Research Center, Bina Nusantara University, Jakarta, 11480, Indonesia; Elwirehardja G.N., Bioinformatics and Data Science Research Center, Bina Nusantara University, Jakarta, 11480, Indonesia; Firmansyah E., Faculty of Agriculture, Institute of Agriculture STIPER, Yogyakarta, 55282, Indonesia; Ginting C., Faculty of Agriculture, Institute of Agriculture STIPER, Yogyakarta, 55282, Indonesia; Mawandha H.G., Faculty of Agriculture, Institute of Agriculture STIPER, Yogyakarta, 55282, Indonesia; Putra D.P., Faculty of Agriculture, Institute of Agriculture STIPER, Yogyakarta, 55282, Indonesia","G.N. Elwirehardja; Bioinformatics and Data Science Research Center, Bina Nusantara University, Jakarta, 11480, Indonesia; email: gregorius.e@binus.edu","Mukhopadhyay S.C.; Senanayake S.M.; Withana P.W.","Springer Science and Business Media Deutschland GmbH","18761100","978-303129077-0","","","English","Lect. Notes Electr. Eng.","Conference paper","Final","","Scopus","2-s2.0-85174436675"
