"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Ahmed S.; Marwat S.N.K.; Brahim G.B.; Khan W.U.; Khan S.; Al-Fuqaha A.; Koziel S.","Ahmed, Salman (57223755209); Marwat, Safdar Nawaz Khan (55235238800); Brahim, Ghassen Ben (6506167977); Khan, Waseem Ullah (57536804300); Khan, Shahid (53984206800); Al-Fuqaha, Ala (57220421072); Koziel, Slawomir (57204542925)","57223755209; 55235238800; 6506167977; 57536804300; 53984206800; 57220421072; 57204542925","IoT based intelligent pest management system for precision agriculture","2024","Scientific Reports","14","1","31917","","","44","10.1038/s41598-024-83012-3","https://www.scopus.com/pages/publications/85213694186?origin=resultslist","Faculty of Computer Science and Engineering, GIK Institute, Swabi, 23640, Pakistan; Department of Computer Systems Engineering, Faculty of Electrical and Computer Engineering, University of Engineering and Technology, Peshawar, 25120, Pakistan; College of Computer Engineering and Science, Prince Mohammad Bin Fahd University, Al-Khobar, Saudi Arabia; Faculty of Electronics, Telecommunications, and Informatics, Gdansk University of Technology, Gdańsk, 80-233, Poland; College of Science and Engineering, Hamad Bin Khalifa University, Ar Rayyān, Qatar; Engineering Optimization and Modeling Center, Reykjavik University, Reykjavík, 101, Iceland","Ahmed S., Faculty of Computer Science and Engineering, GIK Institute, Swabi, 23640, Pakistan; Marwat S.N.K., Department of Computer Systems Engineering, Faculty of Electrical and Computer Engineering, University of Engineering and Technology, Peshawar, 25120, Pakistan, College of Science and Engineering, Hamad Bin Khalifa University, Ar Rayyān, Qatar; Brahim G.B., College of Computer Engineering and Science, Prince Mohammad Bin Fahd University, Al-Khobar, Saudi Arabia; Khan W.U., Department of Computer Systems Engineering, Faculty of Electrical and Computer Engineering, University of Engineering and Technology, Peshawar, 25120, Pakistan; Khan S., Faculty of Electronics, Telecommunications, and Informatics, Gdansk University of Technology, Gdańsk, 80-233, Poland; Al-Fuqaha A., College of Science and Engineering, Hamad Bin Khalifa University, Ar Rayyān, Qatar; Koziel S., Faculty of Electronics, Telecommunications, and Informatics, Gdansk University of Technology, Gdańsk, 80-233, Poland, Engineering Optimization and Modeling Center, Reykjavik University, Reykjavík, 101, Iceland","S. Koziel; Faculty of Electronics, Telecommunications, and Informatics, Gdansk University of Technology, Gdańsk, 80-233, Poland; email: koziel@ru.is","","Nature Research","20452322","","","39738391","English","Sci. Rep.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85213694186"
"Mur A.; Henry D.; Galaup P.; Dedic E.","Mur, Angel (57140208900); Henry, Dominique (56939926700); Galaup, Patrice (57376316700); Dedic, Etienne (58620542700)","57140208900; 56939926700; 57376316700; 58620542700","Vineyard Yield Prediction using Radar Images and a Convolutional Neural Network","2026","Computers and Electronics in Agriculture","250","","111906","","","1","10.1016/j.compag.2026.111906","https://www.scopus.com/pages/publications/105039285146?origin=resultslist","LAAS-DISCO, Diagnosis and Supervisory Control, Toulouse, France; LAAS-MINC-Equipe MIcrop et Nanosystèmes pour les Communications sans fil, Toulouse, France; Ovalie Innovation, Auch, 32000, France","Mur A., LAAS-DISCO, Diagnosis and Supervisory Control, Toulouse, France, Ovalie Innovation, Auch, 32000, France; Henry D., LAAS-MINC-Equipe MIcrop et Nanosystèmes pour les Communications sans fil, Toulouse, France; Galaup P., Ovalie Innovation, Auch, 32000, France; Dedic E., LAAS-MINC-Equipe MIcrop et Nanosystèmes pour les Communications sans fil, Toulouse, France","A. Mur; LAAS-DISCO, Diagnosis and Supervisory Control, Toulouse, France; email: a.r.m.g@outlook.fr","","Elsevier B.V.","01681699","","CEAGE","","English","Comput. Electron. Agric.","Article","Final","","Scopus","2-s2.0-105039285146"
"Castro S.; DeJong T.M.","Castro, S. (57555207900); DeJong, T.M. (7004049990)","57555207900; 7004049990","‘UC G2S-8’ (‘UC Yolo Gold™’), a new prune cultivar released by UC Davis","2026","Acta Horticulturae","1450","","","403","406","0","10.17660/ActaHortic.2026.1450.53","https://www.scopus.com/pages/publications/105034159983?origin=resultslist","Department of Plant Sciences, University of California Davis, Davis, CA, United States","Castro S., Department of Plant Sciences, University of California Davis, Davis, CA, United States; DeJong T.M., Department of Plant Sciences, University of California Davis, Davis, CA, United States","","","International Society for Horticultural Science","05677572","","","","English","Acta Hortic.","Conference paper","Final","","Scopus","2-s2.0-105034159983"
"Chen S.; Qin G.; Lu Y.; Wang T.; Hou X.","Chen, Shouhong (36093933600); Qin, Guanxiang (59349541200); Lu, Ying (59349658300); Wang, Tao (58086714300); Hou, Xingna (57190284933)","36093933600; 59349541200; 59349658300; 58086714300; 57190284933","A lightweight Hardware Trojan detection approach in the waveform diagram based on MobileViT and attention mechanism","2025","Journal of Supercomputing","81","4","580","","","7","10.1007/s11227-025-07080-6","https://www.scopus.com/pages/publications/86000105854?origin=resultslist","Guangxi Key Laboratory of Intelligent Transportation System, Guilin University of Electronic Technology, Guilin, 541000, China; School of Electronic Engineering and Automation, Guilin University of Electronic Technology, Guilin, 541000, China","Chen S., School of Electronic Engineering and Automation, Guilin University of Electronic Technology, Guilin, 541000, China; Qin G., School of Electronic Engineering and Automation, Guilin University of Electronic Technology, Guilin, 541000, China; Lu Y., School of Electronic Engineering and Automation, Guilin University of Electronic Technology, Guilin, 541000, China; Wang T., School of Electronic Engineering and Automation, Guilin University of Electronic Technology, Guilin, 541000, China; Hou X., Guangxi Key Laboratory of Intelligent Transportation System, Guilin University of Electronic Technology, Guilin, 541000, China, School of Electronic Engineering and Automation, Guilin University of Electronic Technology, Guilin, 541000, China","X. Hou; Guangxi Key Laboratory of Intelligent Transportation System, Guilin University of Electronic Technology, Guilin, 541000, China; email: hxngl@guet.edu.cn","","Springer","09208542","","JOSUE","","English","J Supercomput","Article","Final","","Scopus","2-s2.0-86000105854"
"Khiem N.M.; Van Thanh T.; Hai N.T.; Bao L.H.Q.; Nghe N.T.","Khiem, Nguyen Minh (57216755054); Van Thanh, Tran (58968685100); Hai, Nguyen Thanh (58597355700); Bao, Le Huynh Quoc (58697894500); Nghe, Nguyen Thai (59663156900)","57216755054; 58968685100; 58597355700; 58697894500; 59663156900","An Approach for Enhancing Ripe Tomato Classification and Counting by Using Deep Learning and SAHI Image Processing","2026","Communications in Computer and Information Science","2586 CCIS","","","86","99","1","10.1007/978-3-031-98167-8_7","https://www.scopus.com/pages/publications/105012247038?origin=resultslist","College of Information and Communication Technology, Can Tho University, Can Tho city, Viet Nam","Khiem N.M., College of Information and Communication Technology, Can Tho University, Can Tho city, Viet Nam; Van Thanh T., College of Information and Communication Technology, Can Tho University, Can Tho city, Viet Nam; Hai N.T., College of Information and Communication Technology, Can Tho University, Can Tho city, Viet Nam; Bao L.H.Q., College of Information and Communication Technology, Can Tho University, Can Tho city, Viet Nam; Nghe N.T., College of Information and Communication Technology, Can Tho University, Can Tho city, Viet Nam","N.M. Khiem; College of Information and Communication Technology, Can Tho University, Can Tho city, Viet Nam; email: nmkhiem@cit.ctu.edu.vn","Nguyen N.T.; Pham V.H.; Tran T.D.; Tin P.T.; Hong T.-P.; Manolopoulos Y.; Le Khac N.A.","Springer Science and Business Media Deutschland GmbH","18650929","978-303198166-1","","","English","Commun. Comput. Info. Sci.","Conference paper","Final","","Scopus","2-s2.0-105012247038"
"Pardo-Beainy C.; Parra C.; Solaque L.; Lee W.S.","Pardo-Beainy, Camilo (60043047200); Parra, Carlos (36998476800); Solaque, Leonardo (22942186900); Lee, Won Suk (16240657800)","60043047200; 36998476800; 22942186900; 16240657800","Deep learning and georeferenced RGB-D imaging for hydroponic strawberry yield mapping","2025","Smart Agricultural Technology","12","","101293","","","5","10.1016/j.atech.2025.101293","https://www.scopus.com/pages/publications/105013357717?origin=resultslist","Department of Electronics, Faculty of Engineering, Pontificia Universidad Javeriana, Bogotá, 110211, Colombia; Faculty of Electronic Engineering, Universidad Santo Tomás, Tunja, 150001, Colombia; Department of Engineering, Mechatronics Engineering, Universidad Militar Nueva Granada, Bogotá, 110111, Colombia; Department of Agricultural and Biological Engineering, University of Florida, Gainesville, 32611, FL, United States","Pardo-Beainy C., Department of Electronics, Faculty of Engineering, Pontificia Universidad Javeriana, Bogotá, 110211, Colombia, Faculty of Electronic Engineering, Universidad Santo Tomás, Tunja, 150001, Colombia; Parra C., Department of Electronics, Faculty of Engineering, Pontificia Universidad Javeriana, Bogotá, 110211, Colombia; Solaque L., Department of Engineering, Mechatronics Engineering, Universidad Militar Nueva Granada, Bogotá, 110111, Colombia; Lee W.S., Department of Agricultural and Biological Engineering, University of Florida, Gainesville, 32611, FL, United States","C. Pardo-Beainy; Department of Electronics, Faculty of Engineering, Pontificia Universidad Javeriana, Bogotá, 110211, Colombia; email: pardo-camilo@javeriana.edu.co","","Elsevier B.V.","27723755","","","","English","Smart Agric. Technol.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105013357717"
"Wang S.; Dong S.; Chen S.; Liu M.","Wang, Song (55880120900); Dong, Shaocong (59917239200); Chen, Shiyu (60383511800); Liu, Mingyu (59917957100)","55880120900; 59917239200; 60383511800; 59917957100","An efficient scale-aware model based on the improved RT-DETR for pomegranate growth stage detection","2025","Neurocomputing","647","","130462","","","7","10.1016/j.neucom.2025.130462","https://www.scopus.com/pages/publications/105006830861?origin=resultslist","School of Mathematics & Computer Science, Wuhan Polytechnic University, Hubei, Wuhan, 430040, China","Wang S., School of Mathematics & Computer Science, Wuhan Polytechnic University, Hubei, Wuhan, 430040, China; Dong S., School of Mathematics & Computer Science, Wuhan Polytechnic University, Hubei, Wuhan, 430040, China; Chen S., School of Mathematics & Computer Science, Wuhan Polytechnic University, Hubei, Wuhan, 430040, China; Liu M., School of Mathematics & Computer Science, Wuhan Polytechnic University, Hubei, Wuhan, 430040, China","S. Dong; School of Mathematics & Computer Science, Wuhan Polytechnic University, Wuhan, Hubei, 430040, China; email: sanmeincong@foxmail.com","","Elsevier B.V.","09252312","","NRCGE","","English","Neurocomputing","Article","Final","","Scopus","2-s2.0-105006830861"
"Dutta S.; Banerjee S.; Mahata S.; Sen A.; Datta S.","Dutta, Soham (60331708300); Banerjee, Soham (60332117900); Mahata, Sneha (60331978200); Sen, Anindya (57191869105); Datta, Sayantani (26422981900)","60331708300; 60332117900; 60331978200; 57191869105; 26422981900","A Low-Cost UAV Deep Learning Pipeline for Integrated Apple Disease Diagnosis, Freshness Assessment, and Fruit Detection","2026","ICCECE 2026 - International Conference on Computing, Electronics and Communications Engineering","","","","","","0","10.1109/ICCECE69715.2026.11492847","https://www.scopus.com/pages/publications/105041115000?origin=resultslist","Heritage Institute of Technology, Department of Electronics and Communication Engineering, Kolkata, India; Heritage Institute of Technology, Department of Computer Science and Engineering (AI & ML), Kolkata, India","Dutta S., Heritage Institute of Technology, Department of Electronics and Communication Engineering, Kolkata, India; Banerjee S., Heritage Institute of Technology, Department of Electronics and Communication Engineering, Kolkata, India; Mahata S., Heritage Institute of Technology, Department of Computer Science and Engineering (AI & ML), Kolkata, India; Sen A., Heritage Institute of Technology, Department of Electronics and Communication Engineering, Kolkata, India; Datta S., Heritage Institute of Technology, Department of Electronics and Communication Engineering, Kolkata, India","","","Institute of Electrical and Electronics Engineers Inc.","","979-831951700-5","","","English","ICCECE - Int. Conf. Comput., Electron. Commun. Eng.","Conference paper","Final","","Scopus","2-s2.0-105041115000"
"Wei J.; Kevric E.; Zach J.; Stelldinger P.; Rose H.W.","Wei, Jiahua (59754190600); Kevric, Ermin (59754190500); Zach, Juri (57480612900); Stelldinger, Peer (6507261622); Rose, Hendrik Wilhelm (60154873600)","59754190600; 59754190500; 57480612900; 6507261622; 60154873600","Multi-Object Tracking for Apple Counting in Orchards Using Stereo Vision","2025","Conference Proceedings - 2025 IEEE International Workshop on Metrology for Agriculture and Forestry, MetroAgriFor 2025","","","","196","201","0","10.1109/MetroAgriFor66923.2025.11512512","https://www.scopus.com/pages/publications/105041567138?origin=resultslist","Hamburg University of Technology, Institute for Logistics Engineering, Hamburg, Germany; Hamburg University of Applied Sciences, Department of Computer Science, Hamburg, Germany","Wei J., Hamburg University of Technology, Institute for Logistics Engineering, Hamburg, Germany; Kevric E., Hamburg University of Technology, Institute for Logistics Engineering, Hamburg, Germany; Zach J., Hamburg University of Applied Sciences, Department of Computer Science, Hamburg, Germany; Stelldinger P., Hamburg University of Applied Sciences, Department of Computer Science, Hamburg, Germany; Rose H.W., Hamburg University of Technology, Institute for Logistics Engineering, Hamburg, Germany","","","Institute of Electrical and Electronics Engineers Inc.","","979-833155486-6","","","English","Conf. Proc. - IEEE Int. Workshop Metrol. Agric. For., MetroAgriFor","Conference paper","Final","","Scopus","2-s2.0-105041567138"
"Golder S.; Sultana H.; Noman A.A.; Khan R.; Bairagi A.K.; Debnath R.","Golder, Swajan (57323095100); Sultana, Hafsa (57838578400); Noman, Abdullah Al (60231195100); Khan, Rafflesia (60245496400); Bairagi, Anupam Kumar (55489441400); Debnath, Rameswar (7003353651)","57323095100; 57838578400; 60231195100; 60245496400; 55489441400; 7003353651","Automated detection, shape classification, and counting of leaves and fruits from bunch leaf and fruit image using deep learning models for smart agriculture and forestry","2026","Multimedia Tools and Applications","85","2","71","","","2","10.1007/s11042-026-21350-2","https://www.scopus.com/pages/publications/105029014777?origin=resultslist","Computer Science and Engineering Discipline, Khulna University, Khulna, 9208, Bangladesh; Software developer, IBM, Dublin, Ireland","Golder S., Computer Science and Engineering Discipline, Khulna University, Khulna, 9208, Bangladesh; Sultana H., Computer Science and Engineering Discipline, Khulna University, Khulna, 9208, Bangladesh; Noman A.A., Computer Science and Engineering Discipline, Khulna University, Khulna, 9208, Bangladesh; Khan R., Software developer, IBM, Dublin, Ireland; Bairagi A.K., Computer Science and Engineering Discipline, Khulna University, Khulna, 9208, Bangladesh; Debnath R., Computer Science and Engineering Discipline, Khulna University, Khulna, 9208, Bangladesh","A.K. Bairagi; Computer Science and Engineering Discipline, Khulna University, Khulna, 9208, Bangladesh; email: anupam@cse.ku.ac.bd; R. Debnath; Computer Science and Engineering Discipline, Khulna University, Khulna, 9208, Bangladesh; email: rdebnath@cse.ku.ac.bd","","Springer","13807501","","MTAPF","","English","Multimedia Tools Appl","Article","Final","","Scopus","2-s2.0-105029014777"
"Ma J.; Wan Y.; Min W.; Ma Z.; Tan L.; Jiang S.","Ma, Jinlin (54407151300); Wan, Yuetong (59347684700); Min, Weiqing (55534079100); Ma, Ziping (54385612200); Tan, Lidao (58891484600); Jiang, Shuqiang (8258064900)","54407151300; 59347684700; 55534079100; 54385612200; 58891484600; 8258064900","Frontiers and advances of deep learning-based fruit and vegetable image analysis","2026","Computers and Electronics in Agriculture","241","","111256","","","3","10.1016/j.compag.2025.111256","https://www.scopus.com/pages/publications/105022656894?origin=resultslist","School of Computer Science and Engineering, North Minzu University, Yinchuan, 750021, China; The Key Laboratory of Intelligent Information Processing of Image and Graphics, State Ethnic Affairs Commission, Yinchuan, 750021, China; The Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, 100190, China; University of Chinese Academy of Sciences, Beijing, 100049, China","Ma J., School of Computer Science and Engineering, North Minzu University, Yinchuan, 750021, China, The Key Laboratory of Intelligent Information Processing of Image and Graphics, State Ethnic Affairs Commission, Yinchuan, 750021, China; Wan Y., School of Computer Science and Engineering, North Minzu University, Yinchuan, 750021, China; Min W., The Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, 100190, China, University of Chinese Academy of Sciences, Beijing, 100049, China; Ma Z., School of Computer Science and Engineering, North Minzu University, Yinchuan, 750021, China; Tan L., School of Computer Science and Engineering, North Minzu University, Yinchuan, 750021, China; Jiang S., The Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, 100190, China, University of Chinese Academy of Sciences, Beijing, 100049, China","J. Ma; School of Computer Science and Engineering, North Minzu University, Yinchuan, 750021, China; email: majinlin@nmu.edu.cn","","Elsevier B.V.","01681699","","CEAGE","","English","Comput. Electron. Agric.","Review","Final","","Scopus","2-s2.0-105022656894"
"","","","4th World Conference on Information Systems for Business Management, ISBM 2025","2026","Lecture Notes in Networks and Systems","1758 LNNS","","","","","0","","https://www.scopus.com/pages/publications/105028299705?origin=resultslist","","","","Iglesias A.; Shin J.; Bhatt N.; Joshi A.","Springer Science and Business Media Deutschland GmbH","23673370","978-303213418-9","","","English","Lect. Notes Networks Syst.","Conference review","Final","","Scopus","2-s2.0-105028299705"
"Music J.; Bonkovic M.; Sikora T.; Papic V.","Music, Josip (15728103600); Bonkovic, Mirjana (15064031900); Sikora, Toma (58538470700); Papic, Vladan (10939091700)","15728103600; 15064031900; 58538470700; 10939091700","Evaluation of Deep Neural Network Architectures and Image Datasets for Olive Fruit Detection","2025","2025 33rd International Conference on Software, Telecommunications and Computer Networks, SoftCOM 2025","","","","","","2","10.23919/softcom66362.2025.11197389","https://www.scopus.com/pages/publications/105021947690?origin=resultslist","University of Split, Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture, Split, Croatia","Music J., University of Split, Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture, Split, Croatia; Bonkovic M., University of Split, Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture, Split, Croatia; Sikora T., University of Split, Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture, Split, Croatia; Papic V., University of Split, Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture, Split, Croatia","","","Institute of Electrical and Electronics Engineers Inc.","","978-953290143-6","","","English","Int. Conf. Softw., Telecommun. Comput. Networks, SoftCOM","Conference paper","Final","","Scopus","2-s2.0-105021947690"
"Lee S.S.; Lim L.G.; Palaiahnakote S.; Cheong J.X.; Lock S.S.M.; Ayub M.N.B.","Lee, Sheng Siang (58744699200); Lim, Lam Ghai (57190295170); Palaiahnakote, Shivakumara (8277294200); Cheong, Jin Xi (59360597600); Lock, Serene Sow Mun (56091007600); Ayub, Mohamad Nizam Bin (56394041600)","58744699200; 57190295170; 8277294200; 59360597600; 56091007600; 56394041600","Oil palm tree detection in UAV imagery using an enhanced RetinaNet","2024","Computers and Electronics in Agriculture","227","","109530","","","24","10.1016/j.compag.2024.109530","https://www.scopus.com/pages/publications/85206013483?origin=resultslist","Department of Computer System and Technology, Faculty of Computer Science and Information Technology, Universiti Malaya, Kuala Lumpur, 50603, Malaysia; Aonic Sdn. Bhd., 9, Jalan TP 6, Taman Perindustrian UEP, Selangor, Subang Jaya, 47600, Malaysia; Department of Electrical and Robotics Engineering, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Selangor, Bandar Sunway, 47500, Malaysia; School of Science, Engineering and Environment, University of Salford, United Kingdom; Department of Chemical Engineering, Universiti Teknologi PETRONAS, Perak Darul Ridzuan, Seri Iskandar, 32610, Malaysia; Centre of Carbon Capture, Utilisation and Storage (CCCUS), Universiti Teknologi PETRONAS, Perak Darul Ridzuan, Seri Iskandar, 32610, Malaysia","Lee S.S., Department of Computer System and Technology, Faculty of Computer Science and Information Technology, Universiti Malaya, Kuala Lumpur, 50603, Malaysia, Aonic Sdn. Bhd., 9, Jalan TP 6, Taman Perindustrian UEP, Selangor, Subang Jaya, 47600, Malaysia; Lim L.G., Department of Electrical and Robotics Engineering, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Selangor, Bandar Sunway, 47500, Malaysia; Palaiahnakote S., School of Science, Engineering and Environment, University of Salford, United Kingdom; Cheong J.X., Aonic Sdn. Bhd., 9, Jalan TP 6, Taman Perindustrian UEP, Selangor, Subang Jaya, 47600, Malaysia; Lock S.S.M., Department of Chemical Engineering, Universiti Teknologi PETRONAS, Perak Darul Ridzuan, Seri Iskandar, 32610, Malaysia, Centre of Carbon Capture, Utilisation and Storage (CCCUS), Universiti Teknologi PETRONAS, Perak Darul Ridzuan, Seri Iskandar, 32610, Malaysia; Ayub M.N.B., Department of Computer System and Technology, Faculty of Computer Science and Information Technology, Universiti Malaya, Kuala Lumpur, 50603, Malaysia","L.G. Lim; Department of Electrical and Robotics Engineering, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor, 47500, Malaysia; email: lim.lamghai@monash.edu; M.N.B. Ayub; Department of Computer System and Technology, Faculty of Computer Science and Information Technology, Universiti Malaya, Kuala Lumpur, 50603, Malaysia; email: nizam_ayub@um.edu.my","","Elsevier B.V.","01681699","","CEAGE","","English","Comput. Electron. Agric.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85206013483"
"Geng H.; Pan J.-Z.; Cao Y.-C.; Yin Z.-B.; Wang J.; Shi M.-D.; Si C.; Qi L.-M.","Geng, Hui (58796990000); Pan, Jun-Zhang (59937465300); Cao, Yu-Chuan (60147754900); Yin, Zhi-Ben (58797120400); Wang, Jichuan (57202341765); Shi, Ming-Deng (55835234900); Si, Chunjing (55612951300); Qi, Li-Mei (35620762900)","58796990000; 59937465300; 60147754900; 58797120400; 57202341765; 55835234900; 55612951300; 35620762900","Apple estimation and recognition in complex scenes using YOLO v8","2025","PeerJ Computer Science","11","","e3116","","","1","10.7717/peerj-cs.3116","https://www.scopus.com/pages/publications/105019257342?origin=resultslist","College of Information Engineering, Tarim University, Aral, China; Science and Engineering, Xinjiang University of Science & Technology, Aral, China; College of Agriculture, Tarim University, Aral, China; Ministry of Education (Key Laboratory of Tarim Oasis Agriculture), Tarim University, Aral, China","Geng H., College of Information Engineering, Tarim University, Aral, China; Pan J.-Z., College of Information Engineering, Tarim University, Aral, China; Cao Y.-C., College of Information Engineering, Tarim University, Aral, China; Yin Z.-B., Science and Engineering, Xinjiang University of Science & Technology, Aral, China; Wang J., College of Agriculture, Tarim University, Aral, China; Shi M.-D., College of Information Engineering, Tarim University, Aral, China, Ministry of Education (Key Laboratory of Tarim Oasis Agriculture), Tarim University, Aral, China; Si C., College of Information Engineering, Tarim University, Aral, China, Ministry of Education (Key Laboratory of Tarim Oasis Agriculture), Tarim University, Aral, China; Qi L.-M., College of Information Engineering, Tarim University, Aral, China, Ministry of Education (Key Laboratory of Tarim Oasis Agriculture), Tarim University, Aral, China","L.-M. Qi; College of Information Engineering, Tarim University, Aral, China; email: paper202407@163.com","","PeerJ Inc.","23765992","","","","English","PeerJ Comput. Sci.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105019257342"
"Saputra M.A.; Soeparno H.; Arifin Y.; Budiharto W.","Saputra, Muhammad Alfhi (59350891300); Soeparno, Haryono (55792439300); Arifin, Yulyani (56979390200); Budiharto, Widodo (36069151100)","59350891300; 55792439300; 56979390200; 36069151100","Oil Palm Condition Monitoring via UAV Imagery Using YOLOv11 Enhanced for Class Imbalance","2025","Proceedings of the International Conference on Information Technology and Electrical Engineering, ICITEE","","","","","","1","10.1109/ICITEE66631.2025.11338374","https://www.scopus.com/pages/publications/105034175408?origin=resultslist","Bina Nusantara University, BINUS Graduate Program, Computer Science Departement, Jakarta, 11480, Indonesia; Bina Nusantara University, School of Computer Science, Computer Science Departement, Jakarta, 11480, Indonesia","Saputra M.A., Bina Nusantara University, BINUS Graduate Program, Computer Science Departement, Jakarta, 11480, Indonesia; Soeparno H., Bina Nusantara University, BINUS Graduate Program, Computer Science Departement, Jakarta, 11480, Indonesia; Arifin Y., Bina Nusantara University, BINUS Graduate Program, Computer Science Departement, Jakarta, 11480, Indonesia; Budiharto W., Bina Nusantara University, School of Computer Science, Computer Science Departement, Jakarta, 11480, Indonesia","M.A. Saputra; Bina Nusantara University, BINUS Graduate Program, Computer Science Departement, Jakarta, 11480, Indonesia; email: muhammad.saputra037@binus.ac.id","","Institute of Electrical and Electronics Engineers Inc.","27660419","979-833159926-3","","","English","Proc. Int. Conf. Inf. Technol. Electr. Eng., ICITEE","Conference paper","Final","","Scopus","2-s2.0-105034175408"
"Xing Y.; Hu H.; Zhang J.; Han Z.; Han J.","Xing, Yu (60133746900); Hu, Huan (60133845400); Zhang, Junning (60133845500); Han, ZhenHao (60133845600); Han, JinLong (60133938800)","60133746900; 60133845400; 60133845500; 60133845600; 60133938800","CB-YOLO-DeepSORT: Real-Time Yield Estimation for Tomatoes in Greenhouses","2025","15th IEEE International Conference on CYBER Technology in Automation, Control and Intelligent Systems, CYBER 2025","","","","66","71","1","10.1109/CYBER67662.2025.11168194","https://www.scopus.com/pages/publications/105018317235?origin=resultslist","","","","","Institute of Electrical and Electronics Engineers Inc.","","979-833159109-0","","","English","IEEE Int. Conf. CYBER Technol. Autom., Control Intell. Syst., CYBER","Conference paper","Final","","Scopus","2-s2.0-105018317235"
"Sudha C.; JaganMohan K.","Sudha, C (59011184200); JaganMohan, K. (57213196410)","59011184200; 57213196410","Robust deep learning based fruit recognition system for autonomous harvesting system in complex cashew orchards","2026","Smart Agricultural Technology","13","","101769","","","2","10.1016/j.atech.2025.101769","https://www.scopus.com/pages/publications/105034331012?origin=resultslist","Assistant Professor, Vellore Institute of Technology, Tamil Nadu, Chennai, India; Associate Professor, Annamalai University, Tamil Nadu, India","Sudha C., Assistant Professor, Vellore Institute of Technology, Tamil Nadu, Chennai, India; JaganMohan K., Associate Professor, Annamalai University, Tamil Nadu, India","C. Sudha; Assistant Professor, Vellore Institute of Technology, Chennai, Tamil Nadu, India; email: sudha.c@vit.ac.in","","Elsevier B.V.","27723755","","","","English","Smart Agric. Technol.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105034331012"
"Xie P.; Fang L.; He Y.; Cen H.","Xie, Pengyao (57487652900); Fang, Leisen (59362893400); He, Yong (59044132900); Cen, Haiyan (14044714100)","57487652900; 59362893400; 59044132900; 14044714100","Temporal semantic multispectral point cloud generation and feature fusion pipeline for comprehensive trait estimation in greenhouse tomatoes","2025","Computers and Electronics in Agriculture","237","","110748","","","5","10.1016/j.compag.2025.110748","https://www.scopus.com/pages/publications/105010523396?origin=resultslist","College of Biosystems Engineering and Food Science, Zhejiang University, Hangzhou, 310058, China; Key Laboratory of Spectroscopy Sensing, Ministry of Agriculture and Rural Affairs, Hangzhou, 310058, China; Hainan Institute of Zhejiang University, Sanya, 572025, China","Xie P., College of Biosystems Engineering and Food Science, Zhejiang University, Hangzhou, 310058, China, Key Laboratory of Spectroscopy Sensing, Ministry of Agriculture and Rural Affairs, Hangzhou, 310058, China; Fang L., College of Biosystems Engineering and Food Science, Zhejiang University, Hangzhou, 310058, China, Key Laboratory of Spectroscopy Sensing, Ministry of Agriculture and Rural Affairs, Hangzhou, 310058, China; He Y., College of Biosystems Engineering and Food Science, Zhejiang University, Hangzhou, 310058, China, Key Laboratory of Spectroscopy Sensing, Ministry of Agriculture and Rural Affairs, Hangzhou, 310058, China, Hainan Institute of Zhejiang University, Sanya, 572025, China; Cen H., College of Biosystems Engineering and Food Science, Zhejiang University, Hangzhou, 310058, China, Key Laboratory of Spectroscopy Sensing, Ministry of Agriculture and Rural Affairs, Hangzhou, 310058, China, Hainan Institute of Zhejiang University, Sanya, 572025, China","H. Cen; College of Biosystems Engineering and Food Science, Zhejiang University, Hangzhou, 310058, China; email: hycen@zju.edu.cn","","Elsevier B.V.","01681699","","CEAGE","","English","Comput. Electron. Agric.","Article","Final","","Scopus","2-s2.0-105010523396"
