shortlist_rank,selection_stage,priority_rank,record_id,doi,title,year,venue,authors,abstract,source_databases,query_ids,abstract_available,abstract_screen_confidence,abstract_screen_basis,priority_score,core_score,fruit_score,oil_palm_score,instance_score,review_score,transfer_score,penalty_score,priority_tier,priority_bucket,priority_reason,priority_penalties,rule_version,review_status,retrieval_status,ledger_decision,ledger_review_order
215,quota:oil_palm_direct,509,R-d09b44579d549b8c,10.12720/jait.17.6.1028-1040,Detection the Ripeness of Oil Palm Fresh Fruit Bunch Using Pretrained and Improved Models of YOLOv8,2026,Journal of Advances in Information Technology,"Jumrat, Saysunee (36768044700); Saeleung, Pattanapong (59944051000); Pianroj, Yutthapong (35074774100); Chotikawanid, Piyanart (56829448400); Punvichai, Teerasak (16507462500); Chitcharoen, Doungrat (25631939100); Muangprathub, Jirapond (55432888400)","The ripeness of oil palm fresh fruit bunches significantly impacts the quality and economic value of palm oil production.This study proposes a novel approach using deep learning, particularly You Only Look Once (YOLO)v8, to classify and detect the ripeness of oil palm fruit bunches.By leveraging pretrained models and fine-tuning techniques, this study aims to improve detection accuracy while reducing inference time.The methodology involves data preparation, model training, and evaluation, utilizing a dataset comprising 427 images of oil palm fruit bunches classified into raw, halfripe, and ripe categories.Additionally, the images were augmented to increase the dataset size.The YOLOv8 architecture, known for its scalability and efficiency, is applied to improve the classification process.Results demonstrate that YOLOv8 provides a balance between accuracy and processing speed, making it a suitable tool for real-time applications in the palm oil industry.This study contributes to reducing the reliance on manual techniques, lowering operational costs, and increasing the overall efficiency of the oil palm industry.",Scopus;OpenAlex,Q4;Q6,yes,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,133,0,46,46,18,12,0,0,B,oil_palm_direct,oil-palm target; ripeness or variety attribute; fruit target; fruit instance operation; instance perception; benchmark or dataset,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,85
216,quota:fruit_instance_baseline,512,R-e1275bb21076f0d6,10.22067/jam.2025.92068.1339,Detection of Cucumber Fruit on Plant in a Greenhouse Environment Using the YOLOv8 Object Detection Algorithm,2026,DOAJ (DOAJ: Directory of Open Access Journals),A. Soleimanipour,"IntroductionThe increasing demand for automation in agriculture, particularly for repetitive and labor-intensive tasks, has driven the development of robotic harvesting systems. Recent advances in computer vision, deep learning, and the availability of large image datasets have made it possible to create robust object detection models for agricultural applications. Traditional harvesting methods, such as bulk harvesting, often lead to fruit damage and loss owing to non-selective picking. Selective harvesting, particularly with the use of robotic systems, offers a promising alternative by combining the precision of human labor with the efficiency of automation. This study presents a deep learning-based model for detecting cucumber fruits on plants in a real greenhouse environment, which is an essential step towards developing autonomous harvesting robots that selectively pick ripe cucumbers.Materials and MethodsA dedicated image dataset was curated in a commercial greenhouse, comprising 300 images of cucumber plants captured under various lighting conditions (morning, noon, and evening), to ensure robustness against real-world variability. Images were manually labeled to identify the cucumber fruits and their pedicels. To enhance the model training and prevent overfitting, data augmentation techniques were applied to the training set. Several architectures of the YOLO (You Only Look Once) object detection algorithm were evaluated, including the nano-scale versions YOLOv5n and YOLOv8n, and the small-scale YOLOv8s, in addition to the RT-DETR model.The YOLOv8 algorithm is known as one of the state-of-the-art algorithms in computer vision because of its high speed, detection accuracy, and adaptability. The YOLOv8 architecture consists of three main parts: backbone, neck, and head, which are responsible for extracting image features, combining and enriching features, and predicting bounding boxes and object classes, respectively.These models were trained, and their performances were compared based on the detection accuracy and inference time metrics. Training and evaluation were conducted using a suitable computational platform.Results and DiscussionThe performances of different YOLO models and RT-DETR were rigorously evaluated. The results demonstrated that the YOLOv8n model achieved the highest detection accuracy of 87.5%, surpassing the performances of the other tested models. Importantly, the YOLOv8n model also exhibited a favorable balance between the accuracy and inference time, making it suitable for real-time applications. The analysis considered the trade-off between the number of parameters and detection speed, highlighting the efficiency of YOLOv8n.The YOLOv8n model demonstrated superior performance in terms of pedicel detection accuracy compared to YOLOv5n, achieving a fitness score of 91.08% (calculated as a weighted average of mAP@50 and mAP@50-95). While exhibiting strong performance in fruit and pedicel detection (Figure 6), the sensitivity of the model for pedicel detection (88.0%) was comparatively lower than that for fruit detection (96.1%). The highest F1 score (0.89) was observed at a confidence level of 39.5%, indicating the effectiveness of the model in balancing the precision and recall for pedicel detection. Overall, YOLOv8n outperformed the other tested models in identifying the class and location of the fruit pedicel. The superior performance of YOLOv8n can be attributed to its architectural advancements and optimized training processes.ConclusionThis study successfully developed a deep learning-based model for accurate and efficient cucumber fruit detection in a greenhouse environment. The YOLOv8n model demonstrated superior performance compared with the other evaluated architectures, achieving a detection accuracy of 87.5% while maintaining a good processing speed. These findings suggest that the YOLOv8n model has significant potential for integration into autonomous vegetable harvesting robots, contribu",OpenAlex,Q4,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,133,0,56,10,23,36,0,0,C,fruit_instance_baseline,ripeness or variety attribute; fruit target; horticultural setting; fruit instance operation; instance perception; quantitative evaluation; prior review; benchmark or dataset,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,7846
217,quota:oil_palm_direct,551,R-83801b868a246963,,EVALUASI ALGORITMA YOLOV8 DAN YOLOV11 DALAMKLASIFIKASI OTOMATIS TINGKAT KEMATANGAN TANDAN BUAHSEGAR KELAPA SAWIT,2025,Digilib Repository Unila (Lampung University),"Bella , Amelia","Tingkat kematangan tandan buah segar (TBS) menentukan rendemen, asam lemak bebas (ALB), dan stabilitas mutu minyak sawit. Ketidaktepatan panen menimbulkan kerugian nilai dan inefisiensi proses. Penilaian manual terhadap tandan sawit yang akan dipanen masih bersifat subjektif, dipengaruhi pencahayaan, oklusi pelepah, serta variabilitas varietas dan lokasi kebun. Karena itu, algoritma computer vision berbasis one-stage detector menawarkan otomasi yang konsisten dan cepat untuk operasional berskala besar. Penelitian ini mengkaji kelayakan dua backbone computer vision yaitu YOLOv8 dan YOLOv11, untuk klasifikasi otomatis tingkat kematangan TBS, sekaligus mengevaluasi ketahanan lintas domain data. Eksperimen dilakukan pada dua himpunan data yaitu data image dari Roboflow (8.400 citra teranotasi kualitas dan anotasi tertata) dan dataset lapangan (625 citra hasil augmentasi) yang merepresentasikan variasi kondisi nyata. Evaluasi model mencakup precision, recall, F1-score, mean Average Precision (mAP), akurasi, serta kecepatan inferensi (FPS). Uji keadilan ukuran sampel dilakukan dengan menyetarakan jumlah data (625 citra) antara subset Roboflow dan dataset lapangan. Hasil menunjukkan YOLOv8 lebih stabil dan seimbang di beragam skenario. Pada Roboflow, YOLOv8s menjadi pilihan utama dengan akurasi 87,8%, precision (90,5%), recall (90,8%), F1-score 90,7%, mAP 94,8%, dan kecepatan 1.123 FPS. Keunggulan Roboflow ada pada volume besar, kualitas gambar yang lebih baik, dan anotasi rapi. Saat jumlah data disetarakan menjadi 625 citra, subset Roboflow tetap unggul pada mAP (95,2%) dan precision (94,3%), sementara dataset lapangan lebih baik pada recall (87,6%), akurasi (78,1%), dan kecepatan (1.079 FPS), menandakan adaptasi model terhadap kondisi kebun yang beragam. Kelebihan spesifik turut teridentifikasi: YOLOv8m unggul pada precision dan mAP di subset Roboflow, namun nilai recall tinggi untuk dataset lapangan; dilain pihak, YOLOv11s menonjol pada recall dan mAP untuk dataset lapangan meski konsistensinya lebih rendah. Secara keseluruhan, YOLOv8s direkomendasikan untuk implementasi praktis karena konsistensi dan keseimbangan kinerja, sementara YOLOv8m atau YOLOv11s layak dipilih bila prioritasnya presisi maksimum atau cakupan deteksi dalam kondisi tertentu. Kata kunci: Kelapa Sawit, Klasifikasi, YOLOv8, YOLOv11, Deep Learning Fresh fruit bunch (FFB) ripeness strongly determines palm-oil yield, free-fatty-acid formation, and product stability; misgrading at harvest depresses value and propagates inefficiencies downstream. Manual inspection is inherently subjective and sensitive to lighting, frond occlusion, and cultivar/site variability. Consequently, computer vision based on one-stage detectors provides consistent, high-throughput automation for estate-scale operations. This study assesses two state-of-the-art backbones i.e., YOLOv8 and YOLOv11, for automatic FFB ripeness classification and examines cross-domain robustness. This study evaluate two datasets: Roboflow (8,400 annotated images with high visual quality and curated labels) and a field dataset (625 augmented images) representing real-world variability. Metrics include precision, recall, F1-score, mean Average Precision (mAP), accuracy, and inference speed (FPS). A fair-size test is conducted by equalizing sample counts (625 images) between a Roboflow subset and the field dataset. Results indicate that YOLOv8 delivers more stable, balanced performance across scenarios. On Roboflow, YOLOv8s emerges as the primary choice, achieving 87.8% accuracy, 90.7% F1-score, 94.8% mAP, and 1,123 FPS. The advantages of Roboflow, large volume, higher image quality, and clean annotations, resulted into strong precision (90.5%), recall (90.8%), and mAP (94.8%) for YOLOv8s. When data volume is equalized to 625 images, the Roboflow subset still leads in mAP (95.2%) and precision (94.3%), whereas the field dataset yields higher recall (87.6%), accuracy (78.1%), and speed (1,079 FPS), indicating model ad",OpenAlex,Q6;Q7,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",131,0,22,46,23,36,0,0,B,oil_palm_direct,oil-palm target; ripeness or variety attribute; fruit target; instance perception; quantitative evaluation; prior review; benchmark or dataset,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,9719
218,quota:fruit_instance_baseline,552,R-b35aa5743eb8cae3,10.1145/3365109.3368766,Estimating fruit crop yield through deep learning,2019,"BDCAT 2019 - Proceedings of the 6th IEEE/ACM International Conference on Big Data Computing, Applications and Technologies","Yu, Huaqing (57215357284); Song, Shining (57202399793); Ma, Shaoxi (57215349027); Sinnott, Richard O. (55445268400)","Deep learning can bring significant improvements to a range of research areas and application domains. Computer vision is one of the key areas that can benefit from deep learning. In particular, object detection and classification can benefit from such approaches. In this work we focus on counting the number of images of individual fruit that can be used by fruit growers to estimate fruit crop yields. To achieve this, we apply two different state of the art convolutional neural networks (CNNs): Faster R-CNN and Single Shot Detection (SSD). CNNs depend on data for training and tuning of the models. In this paper we establish a dataset containing images for a range of fruit types. Using this data, we apply the models to identify the number of fruit in images and the challenges that are encountered. We present the experimental results of applying these approaches and illustrate their performance including the accuracy, time and loss when counting fruit on trees. We consider the future challenges in scaling this work to deal with more complex issues around fruit estimation at scale.",Scopus;OpenAlex,Q7,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,131,12,54,0,18,36,0,0,C,fruit_instance_baseline,counting or inventory; fruit target; fruit instance operation; instance perception; prior review; benchmark or dataset,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,937
219,quota:fruit_instance_baseline,565,R-131dfca766a7ad0c,10.3390/s23156701,Tomato Maturity Detection and Counting Model Based on MHSA-YOLOv8,2023,Sensors,"Li, Ping (58533786600); Zheng, Jishu (58533228100); Li, Peiyuan (58533705800); Long, Hanwei (58533786700); Li, Mai (58533786800); Gao, Lihong (56422892800)","The online automated maturity grading and counting of tomato fruits has a certain promoting effect on digital supervision of fruit growth status and unmanned precision operations during the planting process. The traditional grading and counting of tomato fruit maturity is mostly done manually, which is time-consuming and laborious work, and its precision depends on the accuracy of human eye observation. The combination of artificial intelligence and machine vision has to some extent solved this problem. In this work, firstly, a digital camera is used to obtain tomato fruit image datasets, taking into account factors such as occlusion and external light interference. Secondly, based on the tomato maturity grading task requirements, the MHSA attention mechanism is adopted to improve YOLOv8's backbone to enhance the network's ability to extract diverse features. The Precision, Recall, F1-score, and mAP50 of the tomato fruit maturity grading model constructed based on MHSA-YOLOv8 were 0.806, 0.807, 0.806, and 0.864, respectively, which improved the performance of the model with a slight increase in model size. Finally, thanks to the excellent performance of MHSA-YOLOv8, the Precision, Recall, F1-score, and mAP50 of the constructed counting models were 0.990, 0.960, 0.975, and 0.916, respectively. The tomato maturity grading and counting model constructed in this study is not only suitable for online detection but also for offline detection, which greatly helps to improve the harvesting and grading efficiency of tomato growers. The main innovations of this study are summarized as follows: (1) a tomato maturity grading and counting dataset collected from actual production scenarios was constructed; (2) considering the complexity of the environment, this study proposes a new object detection method, MHSA-YOLOv8, and constructs tomato maturity grading models and counting models, respectively; (3) the models constructed in this study are not only suitable for online grading and counting but also for offline grading and counting.",Scopus;OpenAlex,Q4;Q7,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,130,12,54,18,23,12,0,0,C,fruit_instance_baseline,counting or inventory; ripeness or variety attribute; fruit target; fruit instance operation; instance perception; quantitative evaluation; benchmark or dataset,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,1179
220,quota:fruit_instance_baseline,566,R-15d08f99884f84c7,10.3390/app13116751,Instance Segmentation and Number Counting of Grape Berry Images Based on Deep Learning,2023,Applied Sciences (Switzerland),"Chen, Yanmin (58073581000); Li, Xiu (59075867800); Jia, Mei (57863547000); Li, Jiuliang (57866010100); Hu, Tianyang (58375518700); Luo, Jun (56555515900)","In order to achieve accurate segmentation of each grape image per berry, we construct a dataset composed of red globe grape samples and use a two-stage “localization–segmentation” framework-based mask region convolutional neural network (Mask R-CNN) and one-stage “pixel classification without localization” framework-based You Only Look At CoefficienTs (YOLACT) and segmenting objects by locations (SOLO) models in the grape segmentation experiments. The optimal performance of the model Mask R-CNN was applied for further study. To address the problem of overlapping and occlusion causing inaccurate fruit detection in this model, the postprocessing algorithm of the Mask R-CNN model was improved by using the linear weighting method, and the experimental results were significantly improved. The model average precision (AP)0.50, AP0.75, the mean average precision (mAP), and the mean intersection of union (mIoU) improved by 1.98%, 2.72%, 4.30%, and 3.55%, respectively. The correlation coefficient was improved from 93.59% to 96.13% by using the improved Mask R-CNN to count the number of red globe grape berries, which also further illustrates that the fruit detection problem was well solved. Using the generalized method on untrained images of different grape varieties in different scenes also achieved good segmentation results. In this study, we provide a method for segmenting and counting grape berries that is useful for automating the grape industry.",Scopus;OpenAlex,Q4;Q7,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,130,12,54,18,23,12,0,0,C,fruit_instance_baseline,counting or inventory; ripeness or variety attribute; fruit target; fruit instance operation; instance perception; quantitative evaluation; benchmark or dataset,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,339
221,quota:fruit_instance_baseline,577,R-4d4bfe34631c03c0,10.3390/agronomy15030687,YOLO-MECD: Citrus Detection Algorithm Based on YOLOv11,2025,Agronomy,"Liao, Yue (59195788700); Li, Lerong (59708627400); Xiao, Huiqiang (59707455200); Xu, Feijian (59707455300); Shan, Bochen (59251681600); Yin, Hua (56540485200)","Accurate quantification of the citrus dropped number plays a vital role in evaluating the disaster resistance capabilities of citrus varieties and selecting superior cultivars. However, research in this critical area remains notably insufficient. To bridge this gap, we conducted in-depth experiments using a custom dataset of 1200 citrus images and proposed a lightweight YOLO-MECD model that is built upon the YOLOv11s architecture. Firstly, the EMA attention mechanism was introduced as a replacement for the traditional C2PSA attention mechanism. This modification not only enhances feature extraction capabilities and detection accuracy for citrus fruits but also achieves a significant reduction in model parameters. Secondly, we implemented a CSPPC module based on partial convolution to replace the original C3K2 module, effectively reducing both parameter count and computational complexity while maintaining mAP values. At last, the MPDIoU loss function was employed, resulting in improved bounding box detection accuracy and accelerated model convergence. Notably, our research reveals that reducing convolution operations in the backbone architecture substantially enhances small object detection capabilities and significantly decreases model parameters, proving more effective than the addition of small object detection heads. The experimental results and comparative analysis with similar network models indicate that the YOLO-MECD model has achieved significant improvements in both detection performance and computational efficiency. This model demonstrates excellent comprehensive performance in citrus object detection tasks, with a precision (P) of 84.4%, a recall rate (R) of 73.3%, and an elevated mean average precision (mAP) of 81.6%. Compared to the baseline, YOLO-MECD has improved by 0.2, 4.1, and 3.9 percentage points in detection precision, recall rate, and mAP value, respectively. Furthermore, the number of model parameters has been substantially reduced from 9,413,574 in YOLOv11s to 2,297,334 (a decrease of 75.6%), and the model size has been compressed from 18.2 MB to 4.66 MB (a reduction of 74.4%). Moreover, YOLO-MECD also demonstrates superior performance against contemporary models, with mAP improvements of 3.8%, 3.2%, and 5.5% compared to YOLOv8s, YOLOv9s, and YOLOv10s, respectively. The model’s versatility is evidenced by its excellent detection performance across various citrus fruits, including pomelos and kumquats. These achievements establish YOLO-MECD as a robust technical foundation for advancing citrus fruit detection systems and the development of smart orchards.",Scopus;OpenAlex,Q4;Q7,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,130,12,54,18,23,12,0,0,C,fruit_instance_baseline,counting or inventory; ripeness or variety attribute; fruit target; fruit instance operation; instance perception; quantitative evaluation; benchmark or dataset,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,568
222,quota:fruit_instance_baseline,578,R-5e91a07486df9633,10.1109/icmlca66850.2025.11336473,SCS-YOLO: A Lightweight Embedded DeepLearning Method for Tomato Fruit Maturity Detection Based on YOLOv11,2025,"2025 6th International Conference on Machine Learning and Computer Application, ICMLCA 2025","Wang, Chuanyi (60514245300); Yu, Yongzhuo (60514579400); Yue, Weiwei (8437602900); Chen, Yuanyuan (60356965800)","Traditional methods for assessing tomato fruit ripeness primarily rely on manual visual inspection, which is inefficient, highly subjective, and poorly adaptable to dynamic environmental conditions. To address these limitations, this study proposes a lightweight model named SCS-YOLO. Specifically, the YOLOv11 backbone network is redesigned by incorporating the ShuffleNetV2 module, which significantly reduces the number of parameters while enhancing feature extraction capabilities. Furthermore, a lightweight Cross-Scale Feature Fusion Module (CCFM) is introduced to facilitate effective fusion and recognition of multi-scale features. Lastly, the bounding box regression loss function is replaced with SIoU, which is more suitable for small object detection and contributes to improved accuracy. Experimental evaluations were conducted on a self-constructed dataset, comprising 13,649 images collected under two lighting conditions, two types of occlusion and three stages of ripeness. The results show that the improved SCS-YOLO model reduces computational complexity (GFLOPs) by 52.4% and parameter count by 64.0%. The model achieves a mean average precision (mAP) of 96.0%, with only a 0.6% drop compared to the baseline. In addition, the model size is reduced from 5.5MB to 2.2MB, representing a 60% reduction. These findings indicate that SCS-YOLO offers a compelling balance between accuracy and efficiency, making it particularly well suited for deployment on resource-constrained platforms such as edge computing devices.",Scopus;OpenAlex,Q4;Q7,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,130,12,54,18,23,12,0,0,C,fruit_instance_baseline,counting or inventory; ripeness or variety attribute; fruit target; fruit instance operation; instance perception; quantitative evaluation; benchmark or dataset,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,1506
223,quota:fruit_instance_baseline,581,R-6cf1fd4ebab884fd,10.3390/agronomy12020319,"Automatic Bunch Detection in White Grape Varieties Using YOLOv3, YOLOv4, and YOLOv5 Deep Learning Algorithms",2022,Agronomy,"Sozzi, Marco (57202641618); Cantalamessa, Silvia (57419565900); Cogato, Alessia (57202649746); Kayad, Ahmed (57189044443); Marinello, Francesco (16230574000)","Over the last few years, several Convolutional Neural Networks for object detection have been proposed, characterised by different accuracy and speed. In viticulture, yield estimation and prediction is used for efficient crop management, taking advantage of precision viticulture techniques. Convolutional Neural Networks for object detection represent an alternative methodology for grape yield estimation, which usually relies on manual harvesting of sample plants. In this paper, six versions of the You Only Look Once (YOLO) object detection algorithm (YOLOv3, YOLOv3-tiny, YOLOv4, YOLOv4-tiny, YOLOv5x, and YOLOv5s) were evaluated for real-time bunch detection and counting in grapes. White grape varieties were chosen for this study, as the identification of white berries on a leaf background is trickier than red berries. YOLO models were trained using a heterogeneous dataset populated by images retrieved from open datasets and acquired on the field in several illumination conditions, background, and growth stages. Results have shown that YOLOv5x and YOLOv4 achieved an F1-score of 0.76 and 0.77, respectively, with a detection speed of 31 and 32 FPS. Differently, YOLO5s and YOLOv4-tiny achieved an F1-score of 0.76 and 0.69, respectively, with a detection speed of 61 and 196 FPS. The final YOLOv5x model for bunch number, obtained considering bunch occlusion, was able to estimate the number of bunches per plant with an average error of 13.3% per vine. The best combination of accuracy and speed was achieved by YOLOv4-tiny, which should be considered for real-time grape yield estimation, while YOLOv3 was affected by a False Positive–False Negative compensation, which decreased the RMSE.",Scopus;OpenAlex,Q4;Q7,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,130,12,54,18,23,12,0,0,C,fruit_instance_baseline,counting or inventory; ripeness or variety attribute; fruit target; fruit instance operation; instance perception; quantitative evaluation; benchmark or dataset,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,294
224,quota:fruit_instance_baseline,584,R-7709f2dc4b801c1f,10.3390/horticulturae10121332,Open-Source High-Throughput Phenotyping for Blueberry Yield and Maturity Prediction Across Environments: Neural Network Model and Labeled Dataset for Breeders,2024,Horticulturae,"Zhang, Jing (56580635800); Maleski, Jerome (55251043600); Ashrafi, Hudson (24402689400); Spencer, Jessica A. (57211976556); Chu, Ye (7403050845)","Time to maturity and yield are important traits for highbush blueberry (Vaccinium corymbosum) breeding. Proper determination of the time to maturity of blueberry varieties and breeding lines informs the harvest window, ensuring that the fruits are harvested at optimum maturity and quality. On the other hand, high-yielding crops bring in high profits per acre of planting. Harvesting and quantifying the yield for each blueberry breeding accession are labor-intensive and impractical. Instead, visual ratings as an estimation of yield are often used as a faster way to quantify the yield, which is categorical and subjective. In this study, we developed and shared a high-throughput phenotyping method using neural networks to predict blueberry time to maturity and to provide a proxy for yield, overcoming the labor constraints of obtaining high-frequency data. We aim to facilitate further research in computer vision and precision agriculture by publishing the labeled image dataset and the trained model. In this research, true-color images of blueberry bushes were collected, annotated, and used to train a deep neural network object detection model [You Only Look Once (YOLOv11)] to detect mature and immature berries. Different versions of YOLOv11 were used, including nano, small, and medium, which had similar performance, while the medium version had slightly higher metrics. The YOLOv11m model shows strong performance for the mature berry class, with a precision of 0.90 and an F1 score of 0.90. The precision and recall for detecting immature berries were 0.81 and 0.79. The model was tested on 10 blueberry bushes by hand harvesting and weighing blueberries. The results showed that the model detects approximately 25% of the berries on the bushes, and the correlation coefficients between model-detected and hand-harvested traits were 0.66, 0.86, and 0.72 for mature fruit count, immature fruit count, and mature ratio, respectively. The model applied to 91 blueberry advance selections and categorized them into groups with diverse levels of maturity and productivity using principal component analysis (PCA). These results inform the harvest window and yield of these breeding lines with precision and objectivity through berry classification and quantification. This model will be helpful for blueberry breeders, enabling more efficient selection, and for growers, helping them accurately estimate optimal harvest windows. This open-source tool can potentially enhance research capabilities and agricultural productivity.",Scopus;OpenAlex,Q4;Q7,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,130,12,54,18,23,12,0,0,C,fruit_instance_baseline,counting or inventory; ripeness or variety attribute; fruit target; fruit instance operation; instance perception; quantitative evaluation; benchmark or dataset,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,1336
225,quota:oil_palm_direct,696,R-9cf5d8aba4346c36,10.1109/icdxa69105.2025.11329640,Utilization of Machine Learning in Identifying Oil Palm Fruit Ripeness to Enhance the Efficiency of Oil Palm Plantations,2025,"2025 4th International Conference on Digital Transformation and Applications, ICDXA 2025","Cindra, Jason Ananda (60517299200); Miranda, Eka (56241215100); Natawijaya, Yoga Khantisena (60517698000); Rahman, Fajrul (60517299300)","The palm oil industry is crucial for tropical economies like Indonesia, where the success of Fresh Fruit Bunches (FFB) harvesting significantly impacts Crude Palm Oil (CPO) quality. One challenge is accurately assessing fruit ripeness, typically done manually, which is prone to errors due to subjectivity and environmental factors. This study develops an automated detection system using machine learning and computer vision to classify FFB ripeness. Convolutional Neural Networks (CNN) and YOLO object detection were utilized, delivering real-time, high-accuracy results despite varying conditions. The YOLOv10n model achieved the best performance, with Precision <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$=0.9453$</tex>, Recall <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$=0.8504$</tex>, and Inference Speed <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$=7.34 \text{ms} /$</tex> img. This demonstrates AI's potential to enhance harvesting efficiency, reduce costs, and improve CPO quality, offering a promising solution for palm oil industry digitalization.",Scopus;OpenAlex,Q4;Q6,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,126,0,46,46,23,0,0,0,B,oil_palm_direct,oil-palm target; ripeness or variety attribute; fruit target; fruit instance operation; instance perception; quantitative evaluation,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,612
226,quota:oil_palm_direct,699,R-a8df75b497bf01c7,10.1016/j.atech.2024.100643,Unharvested palm fruit bunch ripeness detection with hybrid color correction,2024,Smart Agricultural Technology,"Chang, Cheng (59416612900); Parthiban, Rajendran (57205934210); Kalavally, Vineetha (14031684600); Hung, Yew Mun (56271086100); Wang, Xin (36349035500)","Unharvested palm fruit bunch (PFB) ripeness detection is crucial for efficient palm oil production as labor costs rise and worker shortages grow. Challenges remain under varying illumination, affecting detection performance. Although the deep learning-based color constancy model shows promise, the limitation lies in the lack of data. This paper addresses these issues by proposing a hybrid color correction method that combines the learning-based and the physical-based color constancy technique, then trains with YOLOv8 to enhance unharvested PFB detection performance. Specifically, the captured images and their corresponding simultaneous spectra are used to generate the ground truth images , then map the images to other ambient spectra to train the color constancy model, and finally, train the YOLOv8 with the corrected images for ripeness detection. Results demonstrate a 1.5% improvement in the mean Average Precision (mAP) @0.5 of YOLOv8, increasing from 88.2% to 89.7% after applying the proposed hybrid color correction method. For each ripeness category, the mAP@0.5 for unripe and ripe bunches increased by 1.7% and 1.8%, respectively. Underripe bunches exhibit the most increment in mAP of 2.1%, while the overripe bunch gives the least increase of 0.4%. The qualitative results show that the model has enhanced the ability to distinguish subtle differences in PFB ripeness. Consequently, it advances the effectiveness and reliability of PFB ripeness detection in practical palm oil production scenarios, especially for unripe to ripe bunches wherein color gives the most information. This research demonstrates potential in object detection tasks that incorporate illumination-based color correction methods.",Scopus;OpenAlex,Q4,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,126,0,46,46,23,0,0,0,B,oil_palm_direct,oil-palm target; ripeness or variety attribute; fruit target; fruit instance operation; instance perception; quantitative evaluation,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,6371
227,quota:oil_palm_direct,705,R-c80a072820d18422,10.1109/icecce63537.2024.10823630,YOLO-Based Oil Palm FFB Ripeness Detection,2024,"5th International Conference on Electrical, Communication and Computer Engineering, ICECCE 2024","Naghipour, Mohammadmahdi (59155114200); Ling, Lew Sook (56069803500); Connie, Tee (6508018670)",The palm oil industry is a huge contributor to Malaysia's economic growth. Adopting new technologies such as AI to optimize the different processes involved in the palm oil industry and minimizing the problems such as high time consumption and labor intensiveness associated with the traditional ways of handling fruits in the industry will further assist the economic growth of Malaysia and will help reduce negative environmental effects. This research offers insights on the related literature and employs a YOLOv10-S model with mAP (mean average precision) of 0.95 for detecting ripe FFB (fresh fruit bunch) from unripe FFB. After the completion of the training the model was exported and used in an interface.,Scopus;OpenAlex,Q6,yes,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,126,0,46,46,23,0,0,0,B,oil_palm_direct,oil-palm target; ripeness or variety attribute; fruit target; fruit instance operation; instance perception; quantitative evaluation,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,506
